P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT,nonce
-1229818915,1648204610,834318652,-1197639225,-1303530899,156580780,-711330194,1858779632,1546716064,86412
1562510064,1311866374,1972767807,-999741118,900488040,1740995951,-181641421,475752417,477902679,86413
1658317597,-157381471,1873814144,-408241247,1022330229,-172202248,1053353531,-298711094,2094153911,86414
724804935,-349628545,-1599165535,-666528191,999599839,-1369054707,-882746202,-1911422797,1697849715,86415
1012433706,843036903,-1590910110,957851210,1931244124,-661844647,623930856,-1259971237,-2125635417,86416
2024547653,159036385,-1774183119,1731766961,494943133,1546254390,-1908764696,-1548597328,957730167,86417
1625993426,84959328,730784532,1379843282,1741150729,-2078906648,-199365800,768310857,-830545908,86418
1660243816,-1459329913,-1897067514,-1325463110,-1319690670,-42252149,-74817822,474797671,-1135492162,86419
-771434025,-165330309,1659966227,297268470,843357303,1897439592,144509971,-1669523060,985253349,86420
-1033825731,1542977802,-2094873391,-1345567041,1306264593,427787869,-1747255832,1020873536,-1654851196,86421
-1551805566,-683538555,-1507081416,1295681699,832168489,465870544,-483662855,452030813,-347334595,86422
1394552177,-1397655406,107058167,1544163837,2061505969,-1102401002,-1741929322,2063413314,200846806,86423
-483730199,-889983960,-1544394521,79347927,1935798946,-1896230416,651356003,2070444718,1087168092,86424
-57423624,822039608,453947591,-1175848277,1097073522,1140229955,-1528875255,248765089,307421542,86425
469890923,-1162648783,1943598014,1190906017,-602649922,581804400,1549278893,259020351,-45500946,86426
878964771,1923391808,967471665,-1139949100,424808031,1974851072,-1117460883,-630062616,-366050696,86427
1436102059,874047695,-234578859,124593048,-223204375,-1374970124,460450191,560038610,-998821303,86428
-1049039863,-1019027242,949524818,1715540126,-1930674363,-2067081447,-1207340275,432849639,1773836690,86429
884987458,-708776659,1085091729,-1403494433,722600160,762898509,1615605553,1567653244,815972844,86430
1154825982,-1685641002,-961776029,-564704699,427063614,-2013881272,-594935607,637985328,1074467208,86431
562626485,204103938,-608414660,251633521,-1789068905,-586473350,1488277737,-1731479801,-967569298,86432
-493313661,-1082373825,1408728313,-512625219,919473047,415886627,795447259,434324252,-1588818628,86433
941870416,-2064048775,1844398132,1841323448,330185327,474631153,-33271898,-748345010,-147804372,86434
1663763262,1134163159,489464029,1414395379,-69914551,2109069053,1742567433,371967384,-509394356,86435
-449413228,-956194769,-929926108,519171925,-1582133076,1788446119,1461587240,1524762192,1260118225,86436
-2026761366,-765080866,1982735299,1165578092,1250506581,1428924653,-1106647496,1415926990,-706200938,86437
-1164668767,-1346239579,-896381864,-1858931134,-580859899,1851197873,-718818027,-1255341946,-1955987583,86438
-773210069,-723424269,2029569436,1064870592,-1461917608,1106418256,926740589,-1653955663,268703923,86439
-147631242,1059186529,-1806978232,-541773652,-821270763,886951959,-1119869606,-1981765740,1436455458,86440
725407086,1420827272,-1436450101,-1958793108,-1471943816,283794922,-2030217772,-62196603,-497481033,86441
1556776916,558314929,-1030681994,1436359497,1255228626,740213747,497146448,-1584484915,-1680457828,86442
-1759412065,1400778795,-1689675551,-2079307421,-1220877014,1540441253,408211953,-1727090148,-2102532812,86443
-111555713,-1185337216,1046329142,225246631,908070341,-1246721836,-1693874320,-1978775570,-1270947281,86444
1121844497,-836442567,-1125712427,1275368420,-1151294832,989890394,-2055098024,907680245,-1719745353,86445
-1579577713,-959320672,-19868229,-1419761388,1151258669,25448219,-39283271,-1148357426,437576105,86446
997128706,907733580,1456419933,1049172121,-1008234141,-1397596015,1172880197,554654080,1904185426,86447
-653390092,-1576513447,-431170994,1270228594,736806891,-607473906,766457343,-1530988399,1466054854,86448
1726813975,2091004270,-255420328,-655808381,-92983015,1794818845,-681220852,-909366705,-382499474,86449
-1401578205,-155214673,-345411499,-686512558,1309322439,353959682,-1478617351,90912978,1722780456,86450
771393789,-355660787,-1214400088,1715860133,-850333904,-1803147775,-1579796985,-1033416349,-1196522814,86451
956543821,-1523546413,968403657,-1204099104,-631278402,1733777791,-2044160571,-2040019804,-620120997,86452
-2131615026,1476317649,903623612,-602149430,1163302475,697294694,1983924984,847467957,1487517861,86453
-1422582748,528149984,1858641097,820680129,1764112660,778487664,-693081801,629314304,715963090,86454
-81837902,1151058581,1570212183,1240601759,855373280,827586232,-1681504059,-850532600,-1353157090,86455
-1960987387,-284643669,1446624694,-1642083551,-1323378794,-1839176023,-1437411306,-303830124,1312729924,86456
-431519906,463264441,596486014,367054818,-1544575094,-1331583687,-1479702591,-2073334103,1953253860,86457
-1346970450,1944775884,1148547705,-1947031792,1429699467,336342124,605093,2004759348,84947893,86458
-1512849163,-21713794,701843525,-943711071,2080809219,-1611738018,-237219310,-1877628852,-1858238247,86459
-1411005487,-1629511079,-1220960176,126093556,1736984200,-34763628,84610312,1214341734,-360855430,86460
-1042405871,-127176974,481183640,-866660373,-1294599459,1999015149,1191533482,682442915,1208183993,86461
2029999513,1145049665,1541217182,-1877674529,-899391130,-818962710,-1682926839,-1545348679,219360077,86462
-320212925,-728156275,-549350838,1198774047,-1180144462,1473675994,-360709354,-1312754578,1407547731,86463
1476889950,-66836506,-636673602,-1934368830,2073920032,1275853335,961429600,1421594688,773950300,86464
1382178829,203949539,759786810,-1776017287,-1696603287,437234304,828092733,-61868307,-1497897421,86465
-1545304285,1981615708,-361883950,-667787883,803002660,-705393458,-618134057,1124105025,1849459898,86466
-241747380,-1273655123,463222259,230525751,-570617414,-1582378402,-1189507485,-1867235925,-1379977348,86467
1164075341,-1814518355,465033994,1630916849,219453912,-244309705,492685492,-876862624,-1284522142,86468
60677450,-651765590,413635853,1980383640,1217569523,-833280271,-911825687,-1206983428,1636328055,86469
1867734594,1557715887,2127034971,1347348281,-1103334106,2001605241,-1903033958,865715776,1570334925,86470
1646455054,373273973,-1821514984,-636838829,-1219754236,-670901323,2036056062,-597205616,1336260457,86471
331511486,-1606412907,1811101654,1126476356,499981137,-739040568,1989902172,601424224,1455519393,86472
-2140178550,-467372682,-790136676,798309258,-432079327,246629965,-806650359,-603007209,-2047781781,86473
872239838,-356030418,-548675837,-1002817818,-448248551,-310570325,-1462652816,525927809,-137406320,86474
-1240432607,97466165,467574395,-248921095,69141758,618043829,-688237528,1165909429,860399858,86475
-1456666741,587797512,-718235610,1879283821,-1724559840,374828915,880005933,1804221515,2012279382,86476
593082974,-1706618490,-499821131,346698693,525778442,-292758020,2125672395,-647872744,-2089104337,86477
-1221002053,1588422260,-557498015,-917016868,2047699435,155271189,163273367,1371622264,-252278065,86478
1496683059,1292536128,-1841902938,467004306,1545187497,-606180273,283085824,-383274268,995969488,86479
1576797905,1358659272,956459059,-519427008,-1515049183,-2000118653,-1140949462,307600661,-1974201989,86480
2046108548,-639584097,-1143492520,1889393830,-285853640,959203883,-916905450,-2051300826,1050204576,86481
-1075626305,-618215421,-203555464,-226945239,1659057170,-1445336875,-262453948,819344025,-547264990,86482
-894294379,175911228,-447133931,271037275,-881912107,-2038527124,1247617017,1499906508,-223415969,86483
-474279078,-1648210091,-1745290660,-1531133648,2056515037,-9672418,824501521,657911938,-2106025765,86484
237864988,1779202104,1084252224,662566641,-288390994,626625272,683381152,-1769304664,-53150195,86485
1903137542,-1270911938,614381961,-1787998256,1967267529,-1448624952,1183461846,-1753988531,-322212752,86486
1806898112,591577240,-54950988,-1118853947,668482071,1232183237,-213764688,-930424232,341598886,86487
868311855,-170717414,489812578,2129622484,-1191029498,-2083302726,1607393756,-4394733,-1827990949,86488
-893795779,-1623897212,-849015167,1536634630,502064518,419662707,1002480544,1697293822,-1881275016,86489
1154775793,-1894044338,-562237939,503556964,-1202433778,-1238210662,-75791202,1721130143,-600733605,86490
506781024,-1716279775,-2018098633,1946292112,-1614063864,-1221965639,-484711747,1661621148,-201879630,86491
-34804006,475646714,-647231876,2120876874,-1935970702,-506616695,908613054,850898846,-692527190,86492
1479375440,2027640625,-1864216851,-2109393554,1424697720,1725257960,-39848946,-148989097,-1190139390,86493
957039583,-1069085539,-1647124901,1597721882,1978901377,-154613062,-1253641921,372967160,1892486276,86494
1192732341,-1481126127,-1212308674,865060769,1049165002,1660536544,-1753664813,1132658334,140640664,86495
-1069755396,1734819665,345529322,-300573659,58466895,-465447060,-145368488,67931866,1681056122,86496
-1841243475,-2124400629,-1703031326,632537728,-1572107621,2031021366,-267400905,2028215624,-1790688000,86497
204255787,1491445415,-440595906,-1107221191,-1185690927,-655741101,490181954,-1370421175,910291768,86498
-1804403718,1770276247,-1010480671,494531591,-1261361222,-533125925,980938940,1190287634,-441193467,86499
1010744398,-1422036701,527161916,718705123,-488980433,1644080992,1515633143,-896478669,-1957914176,86500
-2023579069,-1340060008,-433473144,1638801149,-1841002461,73829876,245774728,841441328,552074040,86501
170489236,-304056594,-1530383972,1714336183,43992326,30216918,-1636325641,-1368734797,-1299197285,86502
96381099,317310200,1417125909,-1483644843,-750341215,-1894894278,-542518526,177306643,1762522453,86503
394282506,1081449831,-1023010844,1620603081,-568284252,-142022933,490047603,422425080,930902144,86504
1337598924,885179915,1142781048,1254481418,-2097527747,-781005261,1146236364,1089367170,-638895078,86505
-997769076,-1179304747,-1162259177,-1941098982,-1801299934,-2045590796,-635902794,-809281160,944546822,86506
162747911,1315833560,1957837143,1165847301,516141562,984840863,-1317181065,-360012519,1003417874,86507
-96730434,943383912,1774433041,895953163,-1608688019,638304081,647832306,-525080499,-2015000940,86508
-1909050297,-1106757453,-1745814763,158212927,1850578936,1746765738,426793542,1004760838,-36947190,86509
916261756,-142119727,-1795510839,-2024460381,723442799,-911427254,705118749,-697188374,201570527,86510
-804039410,603523735,294282045,-1185969505,1661354981,1031383251,-1509457784,-1048838142,-1287956380,86511
36143008,30821707,-863361153,-1925821604,-1069314358,-99921658,-161283724,745291801,190905452,86512
-65484274,-1265236521,-413027376,-1692113801,-829926252,-776049400,159239195,-936231305,-2076348245,86513
1555205806,1308626618,1256537246,-399817571,1884040009,1324667900,669134689,568276155,-1046696238,86514
96067920,-2029670095,306289095,976842860,1131552873,1741952646,-1627459852,-884531572,1834609710,86515
1255992819,831498995,1870080877,-620032790,1640622651,-1318652784,-1450725752,-514223600,224946301,86516
1092314331,-1610194466,1072410192,-834444932,817696784,368821538,368162062,-444131809,437757522,86517
-1553412100,220389703,-169173884,-28577474,519970587,811170974,321269861,1642325318,192001112,86518
-2011248829,889096208,-1772250576,7130628,-1881575210,-1425015690,140068858,1797086413,2029801940,86519
218529158,-1671066984,1452746539,-752129573,626082929,1286628469,-437989508,1238856060,-960091426,86520
941814245,2145302207,-1858086587,-1483226629,1278578807,487701805,554757161,1339767283,1655510259,86521
-901194298,-1456458702,-1905698461,-11240842,2019288895,-1904291141,1224856735,1189506606,193431775,86522
1369590317,312415489,-1675961404,1269524508,-99937267,1861790870,419658299,1970606445,673112573,86523
-1878804709,-2083990416,-1273483620,857217754,1753229687,-864353604,1588941449,754473410,-479122011,86524
132342201,-1068837216,-631856450,-415105616,1949619256,-43855624,177624366,1272539378,-36832629,86525
-1784506846,211985976,-378980444,-135782531,1631641024,-1808356320,-1151148969,2090361702,2049266971,86526
-1542031233,-775576421,-1843436564,-2056839452,1251524886,489597046,-751102289,671028079,1109946384,86527
-1980806560,138425060,792990352,1672710403,-1142698050,1477003582,-1926838924,101181117,-697050167,86528
-532166845,990620991,-2080575378,-1163109875,770448487,1876102,-1173942232,-1127491530,1120946559,86529
-216800903,-936034337,142170021,-220092338,-1382700111,-2080482503,-1489333858,1111602746,-26136936,86530
-1724785492,41816339,-2126090076,141771125,-1853427145,-1330680038,-292490739,-203004467,942096641,86531
-1406172476,-1127461418,-1491786505,860019178,1330356102,-379936672,1061956851,2058226022,1727825168,86532
1070281066,2100691186,-288913052,537369067,-1515952078,586964096,-436471782,1547696833,-1866556032,86533
-423648540,-1582312617,-844215708,1733103130,-464850840,1657644148,475276154,1657000,-378029805,86534
-1366831172,35187108,50676215,-1313451416,2040182625,1312923202,-441393389,-2061555573,21350083,86535
930606511,-1102018812,163967619,-1780551916,1587931678,2121554259,91573270,86935437,493568364,86536
1338076214,994233404,-2060607077,-2011762705,1087898650,-1076420001,-1938231432,-1963632866,-1900239985,86537
1539075400,-1513148662,1619402573,-191331166,100902371,-1222655552,1480511556,769309644,-183111114,86538
660694607,988751524,-752837178,-516131661,-1988670230,31649524,327546410,529152651,-51791387,86539
-1627938645,150266195,1556189713,758397502,395655973,604722076,1220902162,1609978708,-2050140102,86540
-1428713595,209337614,1258670642,337802379,-1007821194,908248663,1032497146,-670109018,-1643666943,86541
-1651993522,-1388954028,-680905325,-277587052,-1642598694,-464191041,1524100797,302137293,-1589680048,86542
1881304860,1671324589,2094566576,-266170243,692059114,1986638419,2038779536,1084246476,1571261874,86543
-1454755694,381369149,-2073058138,-1588968804,781924650,358619504,-1644774053,-1498064401,-1185879802,86544
-441351203,-962396255,1762741379,-315111487,-638385174,9340226,-527672558,-605716274,-1557995919,86545
161954166,-1561609778,1542990388,1255844880,444303139,1011417843,1973355246,439188805,2003609335,86546
1686944171,1859456710,285291952,-827823453,-1357199055,368508568,1627214401,1391863442,1923487249,86547
-1235992441,1312694761,1250036268,-1799494526,724015908,-594686145,1288702503,1199855971,-1224888354,86548
-573055578,433354434,-272618530,-461903420,1875597849,-1786881772,1852217861,-2096533473,100548200,86549
-302236658,-760675056,-2059186919,-974105073,-1938592131,-941141840,-2029336146,18725343,-1953375651,86550
2029398628,-961741168,1039654245,2113910292,-652088295,2128213401,1735001038,-939877549,171562625,86551
1675414089,604638984,2057984185,1978645127,-1550055136,-878976077,1027379794,1305879737,1454944342,86552
-382581653,2094047432,1448445801,-1006947126,-1241349763,-1052016216,-1255453813,-507081063,-1690661657,86553
-2004580321,-2100460325,-1847945699,-377882036,-2141522896,734764621,-288312316,435360588,485757633,86554
117057495,871233815,1799022525,-209121543,1900954181,-2008377096,-84185640,-33574377,94540647,86555
-1429859632,-1881564693,-1756459583,-1283272029,-742240539,1219019785,-1481446417,-717880076,532513354,86556
-771259796,650619364,738320775,1474248576,1088984772,-1811802066,1562189039,2105903491,-203820716,86557
1924706344,1852713197,85378351,-316794304,576245632,-730611459,-415738968,713046657,1741272887,86558
-1981141290,-287365561,1563427166,-193957818,1504233849,-1460955020,-137580260,-1166447814,661100464,86559
1016765613,-99459826,-833421341,96421659,-100391696,1463194776,1877883049,-1943840033,1197957474,86560
841435758,1705590538,1991510128,-2057123569,115842233,-1567576665,463496401,1161742727,-1744380430,86561
-79362054,661110540,512841468,-984655728,1312708974,-735916415,-1990986845,-29082683,780886975,86562
620049100,-1410484166,-209497370,1438390568,812939059,-963790590,-1515847114,-1898942508,-2088718185,86563
-358622206,-367907451,1825297842,-63960162,93561041,-1793017673,-915372690,-1339872939,-908661264,86564
2134758210,-630007556,-906978138,-1109908160,-140783585,1604927439,499621346,-165318932,1719005628,86565
-466268305,783123843,1397369041,-1166051475,-1613874242,1162647327,-980907713,-1099092847,-1092289686,86566
-1494744775,160551242,-453938811,-1515485580,1764716114,682563850,-783828640,-650012578,973482405,86567
839459494,-2056788855,630229899,-781642196,115873475,1373186482,1067398091,1337429606,1096342535,86568
-60907764,-808712296,2077481053,786650606,-1259078043,492233696,-1747670145,-1731859711,12699628,86569
578344954,-1832016319,1759396840,359856708,-388273647,1471144308,1894014202,1442721587,570887807,86570
-2038028860,-1885343064,806785118,1818720515,645430665,-727552422,1149213378,-1488589460,1574440083,86571
255821662,1340797557,-585513249,-175785061,-676838219,-699219835,2001669759,-152214545,-893663210,86572
64976542,-1769477171,-340088527,-2125173169,-1862180030,-1285056824,348559556,-1766448107,-2127617965,86573
584768335,1568567266,-93743031,-165713339,-526454953,1435267348,-122652414,-1787023083,-1631981990,86574
-674300490,-656668816,1792887954,1348230927,349602554,-1114729519,1008560627,-1501381218,-697094264,86575
-35893755,1941408501,-1055286999,1453087764,1314395897,-970341081,-1901015757,823857099,-1637190593,86576
-390877119,1170732034,1474057672,814862872,39217561,-1848663563,-1154221743,-1591370147,-1037648242,86577
1712649412,-1280025031,-1444466460,-1278343092,-1886224562,-1133130298,1225441133,-1905732836,-547223047,86578
850455359,-1569288042,-1196244166,840239034,-1912603406,-2048262234,1337020472,1434724608,1357386134,86579
287050494,-1453943823,-53376226,1208820134,514740739,-841245602,-1857613852,-823249921,173004242,86580
-932926969,-1630282313,-892285945,-667403689,-1778644744,-1534198899,507076704,-1090579930,-736144460,86581
1158850669,-1174805808,1286335290,2087378940,180237184,1770842959,-978089165,1509651116,-83287013,86582
-1530481503,1419102891,1708003099,-1472315534,-1032395234,496338643,524915899,-1345597994,1283507902,86583
-1455550888,1477635262,513073807,1355957024,886708054,-776985958,650478430,309515262,619063952,86584
-50418264,1122140696,1380381825,166686825,-1281532985,389987796,-57717208,439087678,2022952870,86585
76754529,-562787424,-120907919,1537553808,1656795609,-1544948454,1769781940,-1424642831,-233364640,86586
845325162,1062502984,1103466597,-883543261,-891752871,1248945588,236575317,-82657496,-829585999,86587
1544020097,615214290,127694322,1806469612,2063986308,624264296,1217298364,-1091789377,1880448721,86588
-1898413278,1726314819,488915641,-1922995269,-1101652822,-40845388,-1924224829,303583171,-741526436,86589
-1807056053,-1393297616,-1235911611,-682746989,429019709,371150338,-1651238798,1582417410,784010128,86590
1937846218,-118117246,1275488684,-1398182029,-1726509849,240753213,134734132,1509571710,854254618,86591
-519562161,794042031,-590918406,-694902962,-1236880056,663034884,752388286,-900580672,224798601,86592
-305750857,1738450889,199483746,-91185867,773009129,-2022636483,2099520253,-1064107847,1451633431,86593
1060923086,1125884413,466817434,-1886399710,-56389841,1968965605,1010228636,11478514,-582510189,86594
1431834538,-1903427224,-1058374224,1633573974,271669800,2118109897,-1072998112,-1443765435,-555252929,86595
1995706077,1780099411,1973864718,-645050094,1341500485,-1412454037,853976696,-974179702,-573672658,86596
-1895912961,1586043421,508815582,-868234531,901630207,-1701633097,-414068029,1977918457,436214532,86597
1211705108,96420755,821159862,2134393015,-1396896578,-422216000,317152423,1245061409,-1249493451,86598
-1208459983,-1342712495,-1409846591,681960381,-388824199,-1462960886,-148091232,-839862093,-1064660955,86599
-407048415,1592543724,1966444593,125629666,653776133,-1865771643,-818696081,622267434,719008373,86600
-172098884,-181388830,-379143692,-1752252617,-1392934555,703539587,723479133,-871300200,-295870171,86601
-485021084,2080701670,1941939361,1957818680,-279499370,-457497193,-1962351541,636642059,-264066867,86602
1031796893,1479505530,-632189679,-1223743460,-231969934,1140773190,1154308800,-2087463990,468099993,86603
1722780847,1332602068,1948738895,483257456,1515140834,1846038318,1270136555,-1079978070,1650491771,86604
-1269035487,1472718380,-325513244,-770280965,1198594912,-814514261,-1672667538,-342905099,529822337,86605
-195612050,1995562544,-1216984219,1635448415,457516756,1447475949,318242406,-1760708158,1684962781,86606
1056968010,-1153497012,-1571027544,-1632973337,-344379435,-56756808,-1424148203,-595470815,1206950284,86607
309175476,1324367550,1384162426,890577445,1576744881,665778181,-800606584,-237246501,-1486904380,86608
-181490573,-360779541,-946849279,-1302019689,2074410616,1861539762,418328818,1473555049,217002109,86609
-204848507,524179691,972473257,328035572,1214337049,1034638931,94681418,-1750975654,2103250843,86610
643085881,-87595361,-1341874711,-1167616670,1210180568,399097860,584336273,1062000046,635232973,86611
1666918907,1794348787,866262861,1523718997,1770740014,-679871108,-578939969,-1544003754,175271892,86612
-609877077,-1383076183,2107516534,-250937149,1253511582,-877260984,-1989418522,-36233067,2067450155,86613
-1741130828,-1011939937,941204356,-808366430,-1640880732,632863103,1914650782,40742464,-1241077863,86614
644988691,-1655910255,-445706918,-1323577943,1218976162,-390118472,-712890021,-1475121824,1134445371,86615
713574988,929448637,-480402710,-298149806,213778722,-2069139345,266432016,835587349,978988787,86616
1824793312,59290015,1930909947,1310532544,187388924,-1620641189,-580254219,-1948445741,1527955836,86617
-1720329261,-277637534,439946455,329545280,-2081574587,-525691577,-83358079,-1008292651,1282819147,86618
-1935547818,-1393130372,1053488264,-904017368,-1168364144,2044850240,-370600442,1845421493,1006838096,86619
1390402535,2074125786,1937652950,-87120102,1597048837,1987488837,-472963557,108190462,-489994729,86620
-1807780264,-954564096,-605775271,42635410,-1238181098,-271903310,194337886,-1423254283,1648937551,86621
1942523226,-167723670,-756060441,-1357586040,22597770,-1507015294,-1596485136,-1314041475,3907918,86622
1734887484,-1407073520,-343194181,-1020750865,-336956775,1374930791,1243235412,-562457542,1745096083,86623
645630603,1144042170,-839355762,-346396210,-224510820,-1990196398,-543000684,580393389,1368114935,86624
-1607729712,-811197497,-2077785151,1372347666,241844616,-1258169828,-1086508164,1540478486,-1000937964,86625
-1361930625,1784621323,-167090277,2094442516,1237566539,863107622,-688402215,-491094970,-15886399,86626
-1414123157,-640531239,1075101859,797421479,712059154,-1940409861,1039557233,-1300102398,-1938389635,86627
179327495,-975616292,-1600668576,1404819898,-98131351,-217396976,-556325166,992066894,-1299966320,86628
1213366329,-989640414,-1683160638,2119706430,71093458,-816358921,151800697,1349573661,636464517,86629
2075712623,1964039053,-1080011060,-676792223,-257351057,1947402259,601709453,1488960340,1407343622,86630
293652971,167591142,-214693194,-91486084,-2129167104,-1046363191,1047146459,-2000650874,1166754412,86631
76890046,1743942737,510539452,-680721905,-696626853,1038931085,630456957,-637457715,1489243509,86632
1968176906,1067188889,582398231,811969817,1506994379,408048907,-485143878,422002629,1175519644,86633
1238989397,-1503943671,-1541665540,-1776717335,-1518642889,-658953775,2051017243,-771454343,-1237086577,86634
-230490298,1519273954,591435963,-564737068,3275688,-817678465,-1096478152,-104346080,995799505,86635
210875508,-256916922,-1140647176,-1910385939,-909538429,435345152,1909107819,1650708682,-1803350841,86636
754137977,425184441,-394998212,-2093089718,738309063,-34029220,-2089375995,-1754252880,-1414195118,86637
1990341683,-902043002,-1669162537,1534716574,-2133339800,1080163203,94618667,-1114328304,-1912065264,86638
497614027,-2095609604,218523668,1912381419,2046024635,768194939,-94275533,1203336564,-2005170367,86639
351982662,-76845398,-1888501015,1669867751,1655286948,-403636784,-263632748,1683150064,-242143501,86640
-1121325622,1039508172,-120894681,-1629270478,-331729468,61961124,1390134459,331118057,-991725491,86641
-1122720044,190569941,1926339512,-337963537,407174916,20546869,-166456314,-1779738694,30471310,86642
1951258619,1926549086,-217600980,1671056616,486327054,-749179354,-1725791902,873263858,384229089,86643
-1092725333,1944479315,-1107292708,599659562,873958682,-682025379,-736342528,-1927495591,-2094743889,86644
-1758688517,1786596007,252516558,290962489,453279453,-2140308704,1448612117,969372320,-1029907681,86645
-1633881735,-1296091791,1571630625,-1425441969,-243507809,69454254,-1899268562,-649807093,-1259023596,86646
-1973445417,2061364544,-619492995,-1201790906,633417089,860361783,-2030953327,91324941,-1944804753,86647
-213803535,-248682297,-1698356089,1203985647,-104406880,1619192969,1843491418,1444551492,620165846,86648
-75074870,93366695,2075770049,1606179675,-1371445927,-430085018,-413978943,-1809206262,943852855,86649
-1647614465,-273422615,1286967403,-1498521198,92825944,2097684012,-1680699827,-2123718870,206830908,86650
-1724591229,1459058828,-858821806,713563637,-2065897449,-1170137704,1207628005,453983103,1023054733,86651
-1689420856,-1174417493,-1784725788,12339634,364202710,829165941,-1139530307,-1125987179,-782908582,86652
-872143662,1678323548,485006598,-25723038,178419584,788876355,-2061315940,1029106851,518318884,86653
1709595750,2096920446,50742144,1919029713,1603057381,230859806,-1342594538,-1299770125,925276242,86654
-1259074235,420592865,421328575,-2117946707,-190769808,1357458800,586044175,-2126505566,549485615,86655
-1092495798,1654599420,-2041481502,1623336670,-1672442536,-432204467,893222015,-2032832501,796049443,86656
-734255808,-320571303,1489444557,1573502823,-555744377,1761054788,-1322842132,-1844863469,-1608957770,86657
-86848017,1362467879,371250010,-536394938,-1233424654,-1142044598,-1658532506,-838613985,-1518806086,86658
781949285,2081442030,2016757285,-1068003044,-502823304,-23635861,1902631921,2010674495,-1171266745,86659
338616303,1942714987,-584339097,-211510744,1397193782,-1060827149,-1860747876,1194215834,1658527323,86660
-952558421,1769284213,1248902548,327911120,55236450,1073691642,206571391,1029656657,-647064001,86661
1526074927,2098253148,1984874308,-675197938,63662658,876946118,-1334405509,979980028,1621928423,86662
392709874,510823376,1429011667,1724660041,-1414707027,-542966496,-9833560,900777924,1834108890,86663
1164662301,2092116997,974338709,-1704471521,10082620,1139982112,645495905,1762161465,204325813,86664
366461712,-1912812073,1602259086,-653101533,359422035,240440856,1710290744,-1321963021,-1469556683,86665
-818130550,857756129,2074342267,62518127,1784568805,-816892314,1848467901,653317477,-60111109,86666
747771209,1551696478,599203975,-1009334971,-320547090,1275552391,842598696,1688139511,-1810249031,86667
1009503690,1007563464,1539394041,271724270,979230192,-1537911984,-1797666035,-200711133,1441842092,86668
692419297,-1631606642,45181136,1667946322,-727964401,1420275938,1649153270,-1366433467,-1334153886,86669
1289508810,-766150898,-727547641,618048363,1608668849,1688016427,-1498265693,-1874118915,235298497,86670
-2047890285,1225260817,-365460420,1972003792,-1227783406,-1731689961,1577197662,-1907429779,1715547276,86671
917097633,-1868154274,-1992998841,-488033649,-1072984895,-1365644168,623542870,-1962635291,691565862,86672
-898748980,118022394,-1960763605,128321661,-166512638,140543849,-1246610202,890933679,-749396419,86673
-159640396,-8474153,197546871,-1023617013,2018058347,-1465199116,-1080847241,-281261277,1629884267,86674
-2017060184,-848654429,-840492554,-286861753,-106273946,929293571,689915489,-1738665356,1124082315,86675
1729731966,1889163738,292017743,-1062133325,-1567419178,2068664550,-1037002949,1207831549,1424802690,86676
627907394,965675904,-98979198,1362020040,963246535,168895699,-788835716,-989142657,188131377,86677
201937344,2074962369,597272190,-1043100141,300592870,1949659215,-1069235618,-1829409223,105587700,86678
-764128055,-1942541758,1741894652,155370787,-179390429,-1492219808,-1059863985,708622082,-1029455948,86679
-1799606337,-2105999649,1278777451,-1408897930,-996900368,-1409061086,794843117,1853758142,448686018,86680
70161693,-1428962863,1165703978,1203684743,-1986409626,1981944392,1771463534,1167985472,-1862281334,86681
1554779148,-457458426,1213838075,520502574,-1919787919,571702213,-690040160,1615073236,-1578245715,86682
937203234,785313893,-1635468731,368947068,1356145758,-1863041301,-1834045928,302206344,1909634532,86683
1824795986,325352351,230004235,1643473283,1773483395,-1634788739,-1258383120,-660775668,2079798204,86684
-494083520,-635204742,1414766547,-1960983089,28626847,295803116,1202011601,1541958207,929404696,86685
-1379534444,-118611392,1545877465,-1362408811,769852867,-1597937579,700238372,343322249,-68365495,86686
1216550237,-2074586891,-1701320745,-1491903073,-169345388,612838088,-2095379442,172433624,978570664,86687
-277478623,-1639205804,-28213173,84216188,943519228,1252341536,-921088397,786576893,-116788694,86688
1769206086,671051330,-163474422,1560342752,-1867574932,171969465,2062369286,794953454,-350768321,86689
-1576352947,955372721,-869832475,-1534916364,-1358431192,1458496318,-777832055,-694478464,-1695517509,86690
1071728194,945983847,-531203530,340534718,-1708720338,-2055465346,-279507432,717314210,-1393984516,86691
-939692481,1176200120,-1575716685,1039173711,-717852283,-6282606,1670036400,1290895533,-2096267117,86692
-2034793794,-1982621084,685961325,-450763120,-905706599,2071112173,-147837376,-548585019,915617170,86693
1734203723,-1857907686,1751232141,-100013919,611949541,798628235,-129762184,-474814908,-1974981448,86694
-1968699927,-576825583,678589231,-1598445970,611133705,-684096125,-1396819993,1082343318,-881406293,86695
1900629329,-1252518052,1582048358,-1986826865,1252490236,1355916751,-1383303187,-1089165162,-1004827277,86696
592645203,-1084096222,873101850,-1773413314,-717450223,-1462495640,-913039866,-283218573,-1475026038,86697
-1505753954,1143534936,-290570156,-428159152,1413791810,-1353632706,-1412873496,-317802075,2052943831,86698
-2141130411,-1709226839,-1886614415,-1061218663,1655403473,1445427935,-2068381452,-650123253,1679515665,86699
