P1_P_PARTKEY,P1_P_NAME,P1_P_MFGR,P1_P_BRAND,P1_P_TYPE,P1_P_SIZE,P1_P_CONTAINER,P1_P_RETAILPRICE,P1_P_COMMENT
884,538359511,119630363,100627142,714209204,38,275045273,178488,567102202
885,156139228,769378664,907834889,147979726,31,110255164,178588,721378378
886,725809527,572414757,474336000,67819486,46,778442747,178688,267880971
887,915072673,769378664,445865090,903722543,48,1065123627,178788,733818811
888,985491124,636734202,930522560,745479360,44,522444752,178888,474111616
889,18662684,572414757,303571634,651423291,19,857897645,178988,498772806
890,668370180,572414757,941774389,903722543,23,537974151,179089,561872895
891,552879260,769378664,907834889,626184819,5,442629192,179189,565380425
892,746849864,358198320,204013689,763732228,3,244966167,179289,106705856
893,155830786,119630363,87904542,498021420,9,912561269,179389,30974161
894,375676974,636734202,912325741,721449059,43,778442747,179489,49855977
895,961994387,769378664,445865090,724890420,17,538046931,179589,1015734007
896,692704266,769378664,323945030,565302581,7,933592180,179689,414365366
897,826635800,769378664,445865090,6071928,26,1073378685,179789,253534964
898,928744229,769378664,600616823,271753333,8,275045273,179889,397303437
899,543556186,358198320,149312461,602193411,50,157931518,179989,422300379
900,714187070,358198320,92998158,888267572,40,951436719,180090,717956955
901,932770007,358198320,835727822,16209127,38,951436719,180190,727307203
902,287334670,358198320,835727822,91322759,14,128251339,180290,669324206
903,204699251,769378664,136548634,1050489664,4,950309306,180390,454549896
904,805705517,119630363,805174136,699898675,20,110255164,180490,989087853
905,914927982,358198320,149312461,189529079,27,442629192,180590,428973573
906,78837229,769378664,136548634,436355334,45,661352075,180690,539321527
907,213490013,572414757,941774389,958677645,8,933592180,180790,769168319
908,597529654,358198320,149312461,217336653,13,862246538,180890,199721609
909,574732865,119630363,805174136,70352832,40,841823385,180990,736456491
910,542004377,769378664,907834889,699898675,15,862246538,181091,826134751
911,384169706,119630363,87904542,711889679,23,128251339,181191,488703265
912,680503256,572414757,474336000,477013090,17,950309306,181291,729014787
913,89132342,358198320,835727822,725491806,49,522444752,181391,798022430
914,1034378436,636734202,912325741,626184819,8,132859125,181491,341777000
915,785103039,358198320,92998158,211230296,25,275045273,181591,521303269
916,157096798,358198320,92998158,773509879,28,128251339,181691,65735608
917,33261472,358198320,533813379,694894798,3,685251842,181791,870021508
918,669137035,572414757,474336000,16209127,15,132859125,181891,30527030
919,220852371,119630363,874250391,130450140,49,698851713,181991,942764132
920,4094874,769378664,136548634,724890420,19,330741533,182092,456966252
921,871689306,119630363,100627142,466715267,35,857897645,182192,344298308
922,317454278,636734202,645096753,651423291,30,685251842,182292,784818429
923,1038053423,358198320,533813379,70352832,26,157931518,182392,1029805869
924,635378254,119630363,100627142,626184819,41,478264760,182492,633542727
925,486225265,769378664,136548634,477013090,44,150861774,182592,269801056
926,1073433435,769378664,600616823,164223055,39,722772889,182692,801296127
927,305224512,119630363,87904542,917505307,13,275045273,182792,992565245
928,480766766,769378664,323945030,327822938,43,538046931,182892,84741309
929,178530851,636734202,461996362,980796360,40,661352075,182992,420425866
930,454250825,358198320,835727822,550351346,26,244966167,183093,537167351
931,990810414,636734202,930522560,649360893,37,951436719,183193,772082545
932,74798314,358198320,533813379,694894798,12,58170374,183293,939411541
933,516688267,636734202,461996362,376126556,25,933592180,183393,1064740149
934,271462955,769378664,600616823,481146443,40,722772889,183493,430055055
935,416640695,572414757,1017314817,376126556,8,857897645,183593,61216257
936,321108816,358198320,533813379,491245267,6,110255164,183693,487019061
937,294337655,636734202,461996362,565302581,2,1065123627,183793,973236002
938,1032377388,358198320,204013689,894497667,1,414053841,183893,136853040
939,247958177,119630363,87904542,409851523,41,793473108,183993,132448560
940,799236924,119630363,724565089,138684891,49,862246538,184094,251035764
941,701442730,358198320,149312461,973625706,8,132859125,184194,163208856
942,163240079,636734202,912325741,138684891,44,778442747,184294,1051724843
943,830793299,572414757,474336000,447488005,46,358456330,184394,327849644
944,972584838,636734202,461996362,120107870,1,951436719,184494,871069716
945,172822539,572414757,941774389,973625706,22,722772889,184594,226033183
946,970749369,358198320,149312461,458807834,30,58170374,184694,591671494
947,897726533,119630363,874250391,311261128,16,862246538,184794,93533343
948,985101508,358198320,204013689,535706930,31,841823385,184894,543721221
949,323323242,572414757,303571634,1039281776,47,132859125,184994,76461720
950,915453872,636734202,930522560,470953656,26,157931518,185095,675835019
951,28905039,358198320,92998158,816586290,40,862246538,185195,800720970
952,834002372,636734202,930522560,100881916,4,150861774,185295,800074060
953,782821000,769378664,445865090,565302581,2,990172696,185395,241180436
954,363378399,572414757,474336000,958677645,35,414053841,185495,543721221
955,432329605,636734202,92540590,1002109111,43,685251842,185595,217260331
956,672152721,119630363,874250391,376126556,7,933592180,185695,73664832
957,275923392,636734202,461996362,694894798,23,476280133,185795,275030165
958,1698634,636734202,912325741,262774092,13,58170374,185895,471555291
959,331807090,769378664,445865090,967436704,5,990172696,185995,336993518
960,105691216,572414757,474336000,980796360,26,933592180,186096,877729808
961,468079236,119630363,724565089,189529079,1,135724418,186196,336222853
962,689216620,119630363,874250391,491245267,38,969584240,186296,586568117
963,917125771,769378664,136548634,491245267,44,933592180,186396,750221299
964,113923701,572414757,606029594,775829305,48,698851713,186496,829174754
965,136757973,636734202,645096753,361008659,39,132859125,186596,1007116794
966,509597382,769378664,907834889,314681012,24,128251339,186696,1070748904
967,381122552,572414757,474336000,57114535,16,1065123627,186796,972070938
968,646738647,119630363,100627142,466070234,23,132859125,186896,764996565
969,74438042,572414757,474336000,145327273,34,414053841,186996,969112694
970,773300948,119630363,100627142,816586290,44,476280133,187097,309739700
971,895439915,572414757,606029594,749720854,19,522444752,187197,621015296
972,884600765,636734202,92540590,491245267,21,862246538,187297,1057874906
973,132405969,358198320,204013689,299338386,42,376446406,187397,942764132
974,1014718043,769378664,136548634,535706930,35,275045273,187497,525838493
975,986724379,636734202,645096753,487409015,22,912561269,187597,1017415230
976,608141398,572414757,303571634,745479360,19,881407782,187697,726202924
977,472125688,572414757,1017314817,376126556,2,933592180,187797,731066845
978,36785502,769378664,600616823,711216073,46,244966167,187897,789731620
979,488437562,769378664,600616823,699898675,4,128251339,187997,77699061
980,427838105,769378664,445865090,470953656,45,933592180,188098,30910109
981,804061918,358198320,149312461,923562184,31,330741533,188198,484475542
982,996924835,636734202,930522560,775829305,28,950309306,188298,714928842
983,557996513,769378664,323945030,47982338,39,698851713,188398,566997974
984,525598295,358198320,204013689,466070234,40,950309306,188498,177280897
985,1067138587,572414757,1017314817,311261128,10,478264760,188598,332795076
986,646495848,636734202,461996362,189529079,50,857897645,188698,681427959
987,546644490,572414757,1017314817,243251345,39,58170374,188798,286318388
988,404065940,358198320,533813379,1055765761,27,841823385,188898,958213488
989,288424011,572414757,474336000,466070234,9,862246538,188998,143665108
990,112623538,119630363,87904542,57114535,14,950309306,189099,631610379
991,90969283,636734202,92540590,921540355,9,685251842,189199,489262398
992,56084382,572414757,303571634,875838945,39,969584240,189299,229546509
993,133733618,572414757,606029594,884593886,2,722772889,189399,791131437
994,69987680,358198320,149312461,837770402,38,969584240,189499,685518760
995,114827457,636734202,645096753,886566218,47,661352075,189599,10583191
996,699898739,636734202,930522560,253772148,13,951436719,189699,1046335244
997,748878404,572414757,303571634,481146443,22,914094596,189799,51203296
998,1071841196,572414757,1017314817,745479360,2,698851713,189899,339961348
999,1020490675,769378664,136548634,658772357,16,330741533,189999,435317141
1000,303132718,358198320,533813379,426551212,10,522444752,90100,114837532
1001,41274849,572414757,1017314817,894497667,29,793473108,90200,1051703588
1002,737975288,636734202,930522560,602193411,5,537974151,90300,301081388
1003,811228174,119630363,87904542,958677645,19,969584240,90400,676389391
1004,1041918064,358198320,92998158,766427479,16,157931518,90500,707500522
1005,383077272,572414757,941774389,498021420,39,330741533,90600,205036779
1006,359011249,119630363,100627142,923562184,3,157931518,90700,107389838
1007,17775664,119630363,87904542,16209127,9,478264760,90800,331171708
1008,846176571,572414757,474336000,154724362,8,244966167,90900,145436252
1009,568335863,769378664,907834889,454651936,47,1073378685,91000,470015117
1010,43018626,769378664,323945030,568963210,38,857897645,91101,493814433
1011,454860686,572414757,606029594,35270045,37,58170374,91201,1256597
1012,238446425,769378664,136548634,694894798,23,862246538,91301,757725440
1013,705068881,358198320,533813379,376126556,14,969584240,91401,536308452
1014,310724656,572414757,606029594,980796360,13,330741533,91501,338592605
1015,795343017,769378664,445865090,703164306,15,128251339,91601,405859839
1016,769641222,119630363,87904542,673944718,40,358456330,91701,10163542
1017,629411054,119630363,724565089,481146443,13,933592180,91801,606459042
1018,740803852,769378664,445865090,857999317,35,135724418,91901,840081391
1019,490163392,769378664,445865090,487409015,18,538046931,92001,938892157
1020,276708199,636734202,930522560,235794965,8,157931518,92102,922942225
1021,554644094,636734202,461996362,565302581,46,914094596,92202,206182579
1022,694562365,119630363,874250391,57114535,33,330741533,92302,185727556
1023,265873286,358198320,533813379,58654230,50,685251842,92402,647705234
1024,559551019,572414757,474336000,746289111,2,150861774,92502,1021938777
1025,878382903,358198320,149312461,574905389,25,244966167,92602,973197741
1026,1020138728,769378664,445865090,741356596,47,476280133,92702,808182143
1027,331094930,636734202,930522560,438953653,9,914094596,92802,788393647
1028,20974047,119630363,805174136,130450140,14,1065123627,92902,16072404
1029,1035651333,769378664,136548634,262774092,46,478264760,93002,228219894
1030,582544740,358198320,92998158,376126556,20,722772889,93103,575426780
1031,374805337,636734202,92540590,454651936,13,950309306,93203,594608179
1032,184859865,119630363,724565089,448959962,32,439432863,93303,488374681
1033,769040604,119630363,805174136,491245267,23,722772889,93403,115870719
1034,383070830,572414757,941774389,500347223,46,244966167,93503,98624023
1035,973114185,572414757,941774389,743324822,13,442629192,93603,972524597
1036,65318863,636734202,912325741,525949287,46,275045273,93703,1030285013
1037,531116508,119630363,724565089,958677645,36,862246538,93803,828003751
1038,276119942,769378664,136548634,376126556,40,330741533,93903,492932377
1039,1017614743,636734202,645096753,458807834,32,778442747,94003,373862305
1040,588448730,636734202,930522560,724890420,40,841823385,94104,161532425
1041,850230182,572414757,606029594,734914638,12,330741533,94204,263805733
1042,689246132,636734202,92540590,169105916,42,914094596,94304,909839234
1043,166549273,769378664,445865090,1050502102,32,476280133,94404,654599211
1044,530116743,358198320,149312461,70352832,25,128251339,94504,986689964
1045,389151873,636734202,912325741,958677645,24,414053841,94604,627725943
1046,257735389,358198320,835727822,518605273,33,722772889,94704,745833257
1047,910114290,572414757,606029594,481146443,18,244966167,94804,105112945
1048,895136323,358198320,533813379,724890420,50,376446406,94904,820936565
1049,1027084940,572414757,941774389,763732228,2,933592180,95004,361141965
1050,801934278,636734202,645096753,90946057,4,442629192,95105,154184549
1051,642094440,119630363,724565089,500347223,12,537974151,95205,797357105
1052,480266754,572414757,474336000,154724362,11,157931518,95305,456551476
1053,820738910,572414757,606029594,886566218,19,912561269,95405,824340355
1054,349643337,358198320,533813379,806151297,35,951436719,95505,590168314
1055,745055251,119630363,87904542,513079986,18,778442747,95605,494238988
1056,750446529,769378664,323945030,487409015,13,478264760,95705,38171738
1057,412232878,119630363,805174136,199004570,25,58170374,95805,523155008
1058,946870941,572414757,1017314817,91948629,24,661352075,95905,509738118
1059,565935351,769378664,323945030,852051094,40,969584240,96005,801729642
1060,54795903,636734202,461996362,673944718,46,685251842,96106,848819127
1061,729377968,119630363,724565089,217336653,50,439432863,96206,995001209
1062,267874088,119630363,805174136,235794965,12,857897645,96306,903970368
1063,1020437967,572414757,474336000,188881828,42,778442747,96406,493814433
1064,514314552,636734202,930522560,114745743,4,358456330,96506,565395010
1065,805245924,769378664,323945030,70352832,14,414053841,96606,56511968
1066,620826614,636734202,930522560,568963210,30,685251842,96706,596242699
1067,79149886,636734202,461996362,550351346,39,698851713,96806,17570184
1068,960234465,119630363,100627142,251067217,33,698851713,96906,388730812
1069,331263992,572414757,474336000,128219234,1,244966167,97006,149458316
1070,108868538,769378664,600616823,775829305,31,110255164,97107,488491124
1071,59496505,358198320,204013689,967436704,23,110255164,97207,188469271
1072,689668988,358198320,204013689,211230296,31,135724418,97307,5549815
1073,799688311,358198320,204013689,703164306,14,376446406,97407,785315054
1074,844091670,572414757,1017314817,649360893,46,376446406,97507,1939711
1075,908765154,358198320,92998158,734914638,33,376446406,97607,21997942
1076,526005387,119630363,874250391,189529079,18,414053841,97707,955296753
1077,444419297,769378664,445865090,699898675,49,778442747,97807,918089232
1078,229101878,769378664,445865090,763732228,22,330741533,97907,491408560
1079,947502915,358198320,149312461,574905389,22,685251842,98007,11402319
1080,298767918,572414757,941774389,78432743,21,478264760,98108,262491492
1081,92649882,119630363,724565089,271753333,44,358456330,98208,450445322
1082,1035872367,119630363,100627142,327822938,45,478264760,98308,749296672
1083,977512255,119630363,100627142,87951864,20,414053841,98408,910487169
1084,292455183,358198320,204013689,164223055,10,914094596,98508,103268843
1085,340366728,769378664,600616823,240866317,26,951436719,98608,348983735
1086,34818169,769378664,600616823,67819486,49,522444752,98708,1022597686
1087,864324635,769378664,907834889,91322759,32,442629192,98808,389323639
1088,921036557,636734202,912325741,470953656,7,128251339,98908,157934425
1089,11161355,358198320,533813379,1039281776,26,157931518,99008,439346257
1090,873624267,119630363,874250391,128219234,6,537974151,99109,37410981
1091,437598937,358198320,204013689,466715267,45,358456330,99209,141555516
1092,912380668,119630363,805174136,481146443,3,358456330,99309,208359849
1093,771850057,358198320,149312461,699898675,9,969584240,99409,472653117
1094,559827780,769378664,907834889,694894798,2,358456330,99509,912836741
1095,674672993,636734202,912325741,217336653,24,857897645,99609,390541510
1096,624368090,572414757,303571634,114745743,33,244966167,99709,461397314
1097,23734023,636734202,930522560,147979726,1,414053841,99809,407584352
1098,132469338,358198320,92998158,626184819,44,914094596,99909,113751581
1099,476615969,636734202,92540590,240866317,43,244966167,100009,470423346
1100,263641204,769378664,445865090,147979726,8,537974151,100110,875464680
1101,364533120,572414757,1017314817,673944718,21,969584240,100210,155070991
1102,969846444,769378664,600616823,240866317,21,476280133,100310,293332192
1103,245358724,572414757,1017314817,448959962,35,244966167,100410,353939878
1104,588764001,358198320,835727822,100881916,22,778442747,100510,156775344
1105,419481557,358198320,149312461,857999317,7,857897645,100610,126447478
1106,388062960,119630363,87904542,852051094,25,275045273,100710,744195683
1107,1027821319,636734202,645096753,908313182,47,244966167,100810,851554488
1108,612078648,119630363,874250391,921540355,24,157931518,100910,788073915
1109,677101505,572414757,606029594,169105916,13,881407782,101010,722890850
1110,801243745,769378664,136548634,1015815959,41,330741533,101111,985941319
1111,303695021,119630363,100627142,67819486,41,330741533,101211,727526524
1112,449420241,119630363,100627142,525949287,21,414053841,101311,408633543
1113,766477766,636734202,461996362,275404538,39,135724418,101411,487856473
1114,430525526,769378664,323945030,513079986,43,661352075,101511,358520136
1115,92789361,358198320,533813379,438615957,47,951436719,101611,901777103
1116,115190084,636734202,645096753,741356596,49,414053841,101711,939793178
1117,828098591,119630363,874250391,875838945,28,793473108,101811,1059486668
1118,872787979,572414757,474336000,714209204,37,538046931,101911,762999965
1119,762898929,119630363,87904542,426551212,24,990172696,102011,459349290
1120,661249583,358198320,204013689,128219234,1,442629192,102112,117090168
1121,250397093,636734202,912325741,806151297,25,912561269,102212,106501464
1122,130260901,769378664,136548634,745479360,7,950309306,102312,221328656
1123,375757289,358198320,835727822,169105916,29,275045273,102411,360558672
1124,418597206,358198320,204013689,217336653,23,990172696,102511,15901676
1125,229400581,358198320,835727822,114745743,12,110255164,102611,978401647
1126,725439356,358198320,835727822,217336653,27,376446406,102711,438380980
1127,751346231,358198320,204013689,120107870,37,358456330,102811,996688415
1128,587220354,572414757,941774389,619639013,19,476280133,102911,362894378
1129,785802889,769378664,136548634,327822938,45,1073378685,103011,538302684
1130,232403081,769378664,600616823,658772357,27,522444752,103113,185166376
1131,1060802199,636734202,461996362,361008659,49,633393698,103213,99385584
1132,383251327,358198320,204013689,70352832,19,358456330,103313,238694824
1133,679750276,572414757,303571634,327822938,43,478264760,103413,1064749973
1134,796185660,119630363,87904542,592282916,10,135724418,103513,6758670
1135,777271497,119630363,874250391,361008659,27,990172696,103613,282600051
1136,786594493,769378664,445865090,271753333,38,1073378685,103713,661160965
1137,908905888,769378664,136548634,725491806,21,990172696,103813,1066565652
1138,142589888,119630363,87904542,114745743,30,132859125,103913,515209304
1139,814848419,769378664,445865090,886566218,13,157931518,104013,151709513
1140,1050763968,119630363,724565089,651423291,22,522444752,104114,996234400
1141,326162860,572414757,941774389,1039281776,45,414053841,104214,493378583
1142,279275201,769378664,136548634,251067217,36,951436719,104314,588752550
1143,310005780,358198320,204013689,923562184,20,951436719,104414,35843131
1144,420951779,358198320,149312461,541259438,23,990172696,104514,203803324
1145,1037221914,358198320,533813379,438953653,30,135724418,104614,912389398
1146,538965711,358198320,835727822,580013018,26,358456330,104714,855128093
1147,468299285,119630363,724565089,1050489664,14,442629192,104814,343674008
1148,106686876,572414757,941774389,852051094,8,358456330,104914,264176238
1149,693584870,769378664,907834889,673944718,35,698851713,105014,29758331
1150,712452594,358198320,92998158,235794965,20,330741533,105115,454699315
1151,444889624,769378664,136548634,431513001,23,150861774,105215,467026557
1152,797035305,572414757,941774389,116158500,32,439432863,105315,6264010
1153,882811944,572414757,606029594,100881916,35,951436719,105415,431965253
1154,611377361,119630363,724565089,580013018,8,857897645,105515,654599211
1155,284895900,358198320,204013689,361008659,40,58170374,105615,381806294
1156,544243881,572414757,474336000,725491806,8,414053841,105715,240338291
1157,350625816,358198320,92998158,470953656,1,478264760,105815,960144971
1158,919350743,358198320,92998158,980796360,16,58170374,105915,448558303
1159,135360481,119630363,874250391,500347223,9,950309306,106015,832281066
1160,567046174,636734202,461996362,903722543,3,857897645,106116,704620090
1161,316394830,769378664,445865090,794589534,2,841823385,106216,28110949
1162,316984155,572414757,606029594,651423291,49,951436719,106316,363460754
1163,1039417736,636734202,461996362,766427479,13,376446406,106416,290826076
1164,509115467,572414757,941774389,299338386,6,376446406,106516,79493713
1165,344461615,769378664,445865090,745479360,4,132859125,106616,790415323
1166,603857635,636734202,912325741,649360893,14,912561269,106716,547196381
1167,430433265,358198320,92998158,61542427,49,661352075,106816,1072326213
1168,260858924,358198320,204013689,894497667,42,442629192,106916,1004267947
1169,297179155,358198320,149312461,458807834,8,912561269,107016,696846530
1170,793261839,572414757,1017314817,470953656,10,110255164,107117,192894456
1171,953995997,769378664,600616823,703164306,27,110255164,107217,927081258
1172,701517357,769378664,600616823,923562184,15,841823385,107317,430349867
1173,613500228,119630363,87904542,541259438,37,862246538,107417,304958145
1174,985261126,769378664,907834889,477013090,16,685251842,107517,932318149
1175,828773595,358198320,533813379,711216073,29,862246538,107617,208295983
1176,623154002,769378664,907834889,438615957,22,330741533,107717,458861479
1177,665308306,572414757,606029594,426551212,42,933592180,107817,283123805
1178,323000531,358198320,533813379,711216073,46,330741533,107917,986403583
1179,947959875,769378664,323945030,91948629,19,244966167,108017,774169823
1180,268216325,119630363,724565089,513079986,8,442629192,108118,123480238
1181,829356881,358198320,835727822,189529079,17,439432863,108218,810453012
1182,909428267,119630363,724565089,513079986,24,1073378685,108318,1028026989
1183,291921983,358198320,149312461,384902664,25,633393698,108418,458810270
1184,131138945,119630363,87904542,454651936,32,841823385,108518,1064115561
1185,739054878,358198320,92998158,154724362,12,135724418,108618,632009517
1186,464291300,769378664,323945030,875838945,13,933592180,108718,626399057
1187,1026667612,119630363,724565089,923562184,44,990172696,108818,733353305
1188,509555321,636734202,912325741,806151297,42,951436719,108918,172884653
1189,770478821,572414757,303571634,253772148,20,862246538,109018,1034307044
1190,821917076,358198320,92998158,550351346,24,150861774,109119,49488676
1191,905514902,119630363,874250391,1039281776,49,685251842,109219,594491670
1192,1062364372,769378664,907834889,888362333,15,951436719,109319,983518927
1193,349250430,119630363,100627142,477013090,45,476280133,109419,856264549
1194,146545288,572414757,1017314817,724890420,35,857897645,109519,340305082
1195,41823805,119630363,874250391,857999317,19,110255164,109619,567352530
1196,343343350,119630363,874250391,35270045,23,722772889,109719,871756774
1197,659701928,572414757,1017314817,983763394,26,857897645,109819,551128313
1198,857060511,572414757,941774389,311261128,26,778442747,109919,1052955420
1199,1054932909,119630363,805174136,211230296,1,132859125,110019,881050893
1200,382046568,119630363,100627142,314681012,42,358456330,110120,13629823
1201,356285730,572414757,606029594,513079986,21,857897645,110220,620771276
1202,510022416,119630363,87904542,314681012,17,439432863,110320,520441437
1203,400736584,572414757,303571634,453561333,35,990172696,110420,353926934
1204,524420628,358198320,149312461,1039792716,15,912561269,110520,200046800
1205,480566363,358198320,204013689,743324822,22,58170374,110620,495661537
1206,392511048,636734202,645096753,1039792716,43,442629192,110720,867937103
1207,35436141,769378664,600616823,983763394,41,722772889,110820,952673422
1208,500169997,119630363,100627142,746289111,27,881407782,110920,309918600
1209,748885945,572414757,941774389,1055765761,32,914094596,111020,433376565
1210,83024151,572414757,606029594,933659093,23,522444752,111121,885916422
1211,989579695,636734202,912325741,327822938,39,476280133,111221,360983563
1212,813705556,119630363,805174136,917505307,45,376446406,111321,82922553
1213,737753636,119630363,874250391,70352832,50,862246538,111421,868474587
1214,1009126944,572414757,303571634,466070234,33,414053841,111521,361620679
1215,713616667,572414757,941774389,448959962,14,522444752,111621,241718140
1216,527402999,769378664,445865090,921540355,14,478264760,111721,437356270
1217,769666745,572414757,941774389,487409015,29,522444752,111821,404595159
1218,83535354,358198320,204013689,164223055,34,685251842,111921,471632487
1219,532970408,769378664,323945030,91322759,21,157931518,112021,186870129
1220,307712275,636734202,930522560,721449059,18,478264760,112122,415966760
1221,1037245305,358198320,835727822,651423291,5,157931518,112222,324558916
1222,720531622,358198320,92998158,711216073,8,722772889,112322,557724200
1223,221702169,119630363,805174136,145719540,16,522444752,112422,857736418
1224,560299700,636734202,912325741,568963210,29,135724418,112522,462391246
1225,283023782,636734202,92540590,169105916,38,841823385,112622,797973335
1226,528525986,572414757,941774389,922606174,36,841823385,112722,779990298
1227,424890008,119630363,87904542,438615957,2,476280133,112822,930111380
1228,812761997,636734202,645096753,711889679,2,881407782,112922,266573716
1229,938377513,358198320,533813379,466715267,47,857897645,113022,608703540
1230,940638818,572414757,941774389,164223055,12,722772889,113123,631422054
1231,444360950,769378664,907834889,734914638,4,1065123627,113223,512218377
1232,192600722,769378664,323945030,973625706,2,950309306,113323,544046134
1233,888093653,358198320,92998158,188881828,32,698851713,113423,486972182
1234,549683594,769378664,907834889,903722543,28,912561269,113523,760915263
1235,5954008,769378664,136548634,114745743,12,950309306,113623,229726004
1236,1071414248,769378664,907834889,421194723,26,951436719,113723,828427057
1237,14059300,358198320,149312461,481146443,10,661352075,113823,989999499
1238,893364332,119630363,100627142,199004570,13,442629192,113923,703259910
1239,885686931,572414757,303571634,1002109111,24,933592180,114023,113140190
1240,39073428,358198320,204013689,169105916,19,722772889,114124,791392221
1241,712928718,769378664,445865090,90946057,10,244966167,114224,725358667
1242,485249648,636734202,930522560,91948629,25,661352075,114324,353133725
1243,609553321,358198320,835727822,894497667,47,969584240,114424,150185020
1244,1003896902,119630363,805174136,973625706,24,150861774,114524,450318775
1245,96109861,636734202,461996362,714209204,4,793473108,114624,386587444
1246,208437703,119630363,100627142,253772148,27,857897645,114724,637470298
1247,198074678,636734202,912325741,775829305,18,990172696,114824,996236743
1248,976476576,636734202,92540590,967436704,33,951436719,114924,621888083
1249,1053858338,636734202,912325741,574905389,1,157931518,115024,1051659134
1250,605367190,572414757,303571634,714209204,10,439432863,115125,679189080
1251,55194856,119630363,805174136,299338386,16,914094596,115225,368211925
1252,567943398,358198320,92998158,498021420,23,969584240,115325,440634129
1253,738222836,119630363,87904542,734914638,9,135724418,115425,86703233
1254,1038623067,358198320,533813379,498021420,7,793473108,115525,185297146
1255,935838823,572414757,941774389,922606174,1,633393698,115625,756212700
1256,399247446,572414757,1017314817,243251345,16,110255164,115725,410107866
1257,897244081,572414757,941774389,773509879,1,950309306,115825,627522027
1258,824756642,572414757,941774389,724890420,30,244966167,115925,440310798
1259,624821067,572414757,606029594,922606174,43,442629192,116025,410576396
1260,244767760,769378664,323945030,498021420,15,132859125,116126,1064303248
1261,556211666,572414757,474336000,973625706,21,58170374,116226,78408721
1262,456422132,636734202,912325741,550351346,37,157931518,116326,503453469
1263,318546255,769378664,136548634,574905389,34,150861774,116426,198498902
1264,267766417,769378664,907834889,649360893,7,722772889,116526,573406270
1265,975515431,572414757,1017314817,454390549,8,1065123627,116626,925777871
1266,74630965,636734202,461996362,327822938,10,376446406,116726,50797646
1267,1026544456,119630363,100627142,409851523,36,442629192,116826,314056153
1268,445084718,636734202,930522560,626184819,47,132859125,116926,383787521
1269,903882854,572414757,303571634,120107870,28,330741533,117026,417823380
1270,98215090,636734202,912325741,917505307,30,950309306,117127,107001962
1271,289702160,358198320,835727822,884593886,3,912561269,117227,858622254
1272,967640440,636734202,461996362,361625467,10,275045273,117327,686374628
1273,502838493,358198320,149312461,525949287,11,912561269,117427,571122224
1274,964812216,572414757,474336000,775829305,39,537974151,117527,888590365
1275,169989590,572414757,303571634,973625706,29,476280133,117627,334505948
1276,989366672,119630363,724565089,888267572,19,157931518,117727,603833591
1277,186147590,636734202,930522560,1002109111,48,857897645,117827,405721556
1278,276864283,769378664,323945030,658772357,13,862246538,117927,335635251
1279,668868330,358198320,533813379,376126556,40,793473108,118027,736967944
1280,412876438,636734202,912325741,438615957,37,522444752,118128,22642254
1281,263734168,769378664,136548634,816586290,41,132859125,118228,742258298
1282,442332451,119630363,87904542,346507224,33,793473108,118328,960978241
1283,597012050,358198320,204013689,409851523,7,857897645,118428,748524302
1284,80795439,119630363,874250391,908313182,40,476280133,118528,968582457
1285,402481420,572414757,474336000,384902664,36,439432863,118628,334692209
1286,236878156,358198320,835727822,917505307,35,275045273,118728,274630114
1287,702462150,769378664,445865090,116158500,33,538046931,118828,238130710
1288,60324803,636734202,645096753,580013018,48,135724418,118928,446608350
1289,990824500,769378664,323945030,346507224,29,881407782,119028,780417904
1290,332739482,769378664,600616823,574905389,10,951436719,119129,927284007
1291,609375746,636734202,912325741,1067412090,26,157931518,119229,781194547
1292,136664119,769378664,323945030,487409015,49,778442747,119329,760653752
1293,924044943,769378664,600616823,525949287,29,841823385,119429,671464452
1294,90126601,119630363,100627142,1015815959,30,244966167,119529,895621869
1295,930075142,769378664,600616823,421194723,16,722772889,119629,372642949
1296,139034622,358198320,835727822,176313533,27,135724418,119729,1046335244
1297,146767649,636734202,92540590,147979726,5,537974151,119829,309879212
1298,803618004,636734202,912325741,138684891,16,950309306,119929,127344014
1299,334930180,636734202,461996362,361008659,10,478264760,120029,489250802
1300,214549874,358198320,149312461,568963210,39,933592180,120130,850085327
1301,955234981,572414757,941774389,725491806,30,157931518,120230,23451145
1302,876121459,119630363,100627142,1015815959,27,522444752,120330,656130440
1303,484050544,358198320,835727822,199004570,7,951436719,120430,942540958
1304,56109295,358198320,204013689,525949287,3,969584240,120530,390492015
1305,225074875,572414757,941774389,235794965,32,157931518,120630,459049258
1306,873136641,119630363,724565089,70352832,3,414053841,120730,869336018
1307,396552703,636734202,930522560,763732228,23,538046931,120830,381315185
1308,593825180,769378664,136548634,145719540,34,376446406,120930,432009628
1309,317574446,358198320,92998158,773509879,21,969584240,121030,1056867841
1310,632552256,572414757,1017314817,240866317,18,330741533,121131,916383653
1311,593171543,572414757,1017314817,856766955,28,862246538,121231,792441515
1312,969713671,572414757,1017314817,78432743,11,376446406,121331,87327459
1313,439013917,769378664,323945030,47982338,45,439432863,121431,125936362
1314,168530598,358198320,149312461,980796360,50,522444752,121531,84943073
1315,799236022,769378664,136548634,444697879,3,1065123627,121631,1007757714
1316,869139185,119630363,87904542,592282916,32,1065123627,121731,188598903
1317,837428807,769378664,600616823,809135577,36,1065123627,121831,788000012
