PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT
972,41,5831,35276,873652601
972,75,7278,96771,950646476
973,74,88,67052,435107050
973,8,5830,81698,499253693
973,42,8017,87433,301188420
973,76,9014,73395,475756034
974,75,3352,99463,314977321
974,9,7109,53886,608261511
974,43,2205,92587,473031784
974,77,3847,76930,269816148
975,76,7957,63827,938642854
975,10,2193,25724,702794727
975,44,1427,1346,199252054
975,78,2006,74584,338184603
976,77,4405,4482,603079079
976,11,1765,33953,898291890
976,45,4740,40782,706982766
976,79,713,31039,768579537
977,78,8,10228,991269944
977,12,6079,3517,446336898
977,46,8521,1426,605942434
977,80,4386,21711,56774496
978,79,993,88494,795732015
978,13,6432,22021,191308902
978,47,529,1528,784966695
978,81,9008,27945,241148965
979,80,5466,65324,84890471
979,14,9793,22841,770226570
979,48,9982,96400,816607395
979,82,7397,19086,382865798
980,81,9599,29802,549343975
980,15,2721,99522,125663400
980,49,2181,47443,889812601
980,83,4487,83263,404209586
981,82,7640,17036,245136872
981,16,4695,39448,221319709
981,50,4547,93679,854642254
981,84,5099,51042,397733906
982,83,373,41601,506328722
982,17,3705,1427,828234141
982,51,9951,33378,940946208
982,85,6346,69201,251092241
983,84,1147,36269,716636059
983,18,3216,99158,1057038233
983,52,1297,23221,1027626322
983,86,5765,96192,146320975
984,85,9836,22817,877662090
984,19,4919,98328,1037429802
984,53,5976,65138,1011385440
984,87,6244,78493,500247922
985,86,297,61360,212839496
985,20,7497,20580,8671171
985,54,3381,49786,175484654
985,88,7,5551,717440101
986,87,5525,14925,583204381
986,21,1621,12388,528790367
986,55,5236,40164,969414297
986,89,6045,28847,654216713
987,88,2543,34229,368138610
987,22,2691,75323,990453691
987,56,2440,41799,1017616533
987,90,5539,38508,985736847
988,89,6092,70133,1056595548
988,23,602,20562,368814674
988,57,9046,46475,760032631
988,91,23,5956,143674597
989,90,265,28407,837019662
989,24,3027,43035,907224285
989,58,4452,32778,948414310
989,92,8943,77948,659252566
990,91,8087,1342,81173631
990,25,6261,1748,258476851
990,59,3737,37876,347269877
990,93,7925,41446,923319725
991,92,1066,93696,704865869
991,26,703,31285,838185619
991,60,5761,52095,977090063
991,94,651,49940,752554879
992,93,5880,1383,298837800
992,27,1364,204,626317265
992,61,1935,69902,60462958
992,95,6691,31708,988850190
993,94,6688,74358,196762891
993,28,35,4094,1083826
993,62,6925,1977,850135113
993,96,6231,90221,368557978
994,95,8828,68336,241016344
994,29,4006,92696,721346228
994,63,6627,15822,482496843
994,97,1000,14428,746264671
995,96,8665,65192,146458603
995,30,1429,9244,267468460
995,64,5187,48449,638687420
995,98,8018,9766,281209144
996,97,7172,26492,925035266
996,31,1845,14177,632046302
996,65,1943,31198,30066574
996,99,4928,84012,132863545
997,98,1763,20514,269575601
997,32,9023,44017,1067437218
997,66,3548,55029,926766460
997,100,2003,23472,326938304
998,99,5751,14951,823444029
998,33,6629,62872,484173644
998,67,55,57613,165592508
998,1,7711,80334,168155104
999,100,2622,33588,159889941
999,34,6658,7456,643969585
999,68,5162,68189,554597795
999,2,1550,13613,663649769
1000,1,6044,64316,1013125908
1000,35,8219,65345,991263940
1000,69,3768,71168,287044880
1000,3,1547,24880,61860722
1001,2,7621,3247,5902902
1001,37,8139,77212,21598953
1001,72,2967,14368,1007020162
1001,7,8142,55799,120619993
1002,3,2791,75568,238775677
1002,38,1379,54254,178818256
1002,73,2282,92379,881448058
1002,8,676,85095,501992339
1003,4,4413,40678,176305022
1003,39,4268,70600,431920268
1003,74,8907,78705,436463335
1003,9,9251,38272,587297214
1004,5,2101,1682,373783681
1004,40,2472,28013,104991625
1004,75,5356,4670,143905211
1004,10,592,91747,337418351
1005,6,324,38769,568418961
1005,41,2870,64610,962046634
1005,76,6715,9848,580255861
1005,11,9646,10260,949847457
1006,7,4501,36940,558285623
1006,42,7686,87979,952583139
1006,77,7548,62717,128218931
1006,12,7401,77742,962520861
1007,8,8409,29513,945670949
1007,43,6107,44272,370701374
1007,78,9733,50122,675129294
1007,13,2312,66949,252187780
1008,9,469,48922,812471883
1008,44,5757,79305,407934642
1008,79,5517,19241,697178620
1008,14,1577,24968,515221051
1009,10,2303,77789,575254066
1009,45,7115,27460,390647425
1009,80,8567,97794,579937800
1009,15,7031,70771,252347744
1010,11,1567,53947,1027277833
1010,46,4669,12140,485055062
1010,81,1339,60229,1042633012
1010,16,2835,95352,985276360
1011,12,2337,88092,346409649
1011,47,8142,54237,968997832
1011,82,4719,82834,416557159
1011,17,9880,97256,61900974
1012,13,8732,34496,961510109
1012,48,1862,73659,460682070
1012,83,4922,42753,1002169068
1012,18,712,89316,135483041
1013,14,9442,55333,96266202
1013,49,2126,27639,49849160
1013,84,9752,29764,106800037
1013,19,6953,70593,981262912
1014,15,489,57779,896322964
1014,50,517,92701,409985099
1014,85,4214,3713,598489363
1014,20,6924,86411,5896104
1015,16,9057,79539,420793298
1015,51,3353,62198,417299975
1015,86,4584,25397,116089180
1015,21,8161,92907,536366752
1016,17,1817,66925,246230411
1016,52,9659,46618,45688411
1016,87,4250,10911,688465628
1016,22,3071,83195,207580577
1017,18,8673,73538,906735330
1017,53,6633,10784,479534102
1017,88,6246,49424,185952589
1017,23,7762,16422,849670994
1018,19,7527,8926,689736483
1018,54,2255,1553,1032755013
1018,89,1366,58471,961100976
1018,24,4195,19478,318821126
1019,20,9178,16240,709787380
1019,55,4083,45483,52076346
1019,90,672,9511,350258256
1019,25,2143,40988,972502293
1020,21,3287,88527,895343368
1020,56,8465,71520,443405864
1020,91,550,56113,325057132
1020,26,4188,44640,1044161365
1021,22,8312,30997,65180393
1021,57,7843,6350,553504065
1021,92,5178,63099,607383526
1021,27,8624,74371,564822515
1022,23,9118,13075,552659197
1022,58,7171,94903,58905606
1022,93,5760,45865,627302102
1022,28,7540,40432,55607258
1023,24,3286,36123,651457037
1023,59,4257,48630,858813768
1023,94,1065,60883,163657839
1023,29,7613,93359,1073021189
1024,25,9824,64903,221400983
1024,60,8268,33272,1060212928
1024,95,396,80722,309363382
1024,30,8182,57669,58493896
1025,26,6647,31087,609023031
1025,61,961,20647,1057275162
1025,96,2114,86089,612330512
1025,31,1849,63644,42989864
1026,27,2474,47362,414948610
1026,62,52,22038,885436213
1026,97,4706,86557,276853598
1026,32,6945,23264,354492720
1027,28,8529,16140,739733936
1027,63,3138,55385,139566276
1027,98,4185,400,884990252
1027,33,9400,58414,665567398
1028,29,3228,55736,895080165
1028,64,6824,5478,417675006
1028,99,2520,79616,611048001
1028,34,2974,58548,219142754
1029,30,6409,21015,1073209674
1029,65,7138,73965,115536772
1029,100,4972,95044,145020253
1029,35,2847,6159,1071328633
1030,31,5575,38276,1530403
1030,66,7986,73459,769109209
1030,1,8636,71173,704137503
1030,36,3726,12641,1041456023
1031,32,7443,91688,522155560
1031,67,8165,48552,529982096
1031,2,9745,53744,1004660476
1031,37,1591,88756,482774512
1032,33,607,24120,1068643552
1032,68,9165,13828,274277313
1032,3,6606,55735,262160481
1032,38,4653,88465,158429618
1033,34,5911,23974,385041670
1033,69,3948,57555,736198157
1033,4,8940,23182,149933600
1033,39,9315,38636,899544597
1034,35,4858,20709,1005552009
1034,70,3162,34512,23206236
1034,5,7071,50222,507039642
1034,40,6128,51566,366812399
1035,36,7121,50052,171075793
1035,71,8766,82527,947477993
1035,6,2971,38303,419464186
1035,41,8053,21246,887247940
1036,37,4338,63887,1047979437
1036,72,9708,35254,1016000750
1036,7,75,23692,922799950
1036,42,6560,16362,552716110
1037,38,7705,2301,611016814
1037,73,1123,45430,1016127521
1037,8,4130,24161,1044548832
1037,43,635,10194,379000906
1038,39,1373,27769,330526645
1038,74,2985,5497,614679613
1038,9,1566,7454,89001531
1038,44,9667,21691,297251924
1039,40,3652,45203,349704358
1039,75,1222,3965,77811636
1039,10,5523,27183,553599290
1039,45,5884,51150,285671157
1040,41,320,52676,880363923
1040,76,6172,24191,14904098
1040,11,1209,930,246610466
1040,46,6890,70658,326548034
1041,42,3620,43690,467266389
1041,77,5434,50388,38586556
1041,12,7723,33170,459619692
1041,47,2680,58403,569712419
1042,43,2968,81301,531884607
1042,78,3296,98930,508655244
1042,13,7049,90561,937312815
1042,48,1512,86196,1049061106
1043,44,8561,56371,432929003
1043,79,7307,90378,547003650
1043,14,7862,10559,756644395
1043,49,8761,73763,606962151
1044,45,9251,85755,340166573
1044,80,5402,35779,880227618
1044,15,9057,65732,694263424
1044,50,2349,70673,94190399
1045,46,2977,12125,306510625
1045,81,7527,12562,227669872
1045,16,6423,66540,711861039
1045,51,1546,72933,120505451
1046,47,5150,27208,783820456
1046,82,2104,60471,487833012
1046,17,9190,76279,927268097
1046,52,230,15958,443398627
1047,48,2810,90716,1059812335
1047,83,4521,96300,986617319
1047,18,9660,37580,827283570
1047,53,1455,54379,69485855
1048,49,5744,76116,633321115
1048,84,1414,79352,312452591
1048,19,3083,21857,1014191831
1048,54,1741,32901,626544730
1049,50,7637,45988,540498920
1049,85,412,20311,151884236
1049,20,8448,29636,163613249
1049,55,6584,14159,640976401
1050,51,3058,25207,732368374
1050,86,146,93255,875949544
1050,21,9035,12514,990372163
1050,56,4888,49424,722704778
1051,52,5470,15066,153089921
1051,87,3345,13422,848442449
1051,22,1371,55098,616066096
1051,57,5355,74387,926569703
1052,53,7880,90845,29446861
1052,88,9278,70559,89678798
1052,23,3818,92604,70887427
1052,58,6344,62204,928442169
1053,54,9755,18942,625276759
1053,89,5370,6329,598973753
1053,24,8761,10670,367829876
1053,59,9052,41270,1015653443
1054,55,7765,38352,103535594
1054,90,8901,39642,578085313
1054,25,9703,41414,1023354404
1054,60,4050,66052,1068136678
1055,56,5016,64192,795328001
1055,91,9138,78914,1039309272
1055,26,4439,49016,188399322
1055,61,7057,62089,399495415
1056,57,4170,90063,41233975
1056,92,9062,18430,897302401
1056,27,1084,78948,727175753
1056,62,4742,16282,42406804
1057,58,4661,52677,60264701
1057,93,9062,48163,128746747
1057,28,586,95694,89139851
1057,63,4992,56589,346285183
1058,59,5494,64973,867698820
1058,94,5154,14772,279062049
1058,29,606,62005,174161486
1058,64,2620,97158,69962117
1059,60,2046,80523,267228409
1059,95,8992,21787,779901616
1059,30,6975,59011,575046534
1059,65,8110,3647,509913968
1060,61,9808,86937,1043684102
1060,96,8528,30189,327226281
1060,31,2651,8652,285389012
1060,66,8287,87123,897742203
1061,62,8044,46586,886550055
1061,97,3706,79747,394108098
1061,32,7415,68368,94817254
1061,67,8451,23106,141149594
1062,63,1307,50387,991864247
1062,98,534,24548,60090303
1062,33,2783,11730,262588359
1062,68,9103,75318,975735710
1063,64,4723,45483,772967325
1063,99,6860,8210,354386102
1063,34,1184,39947,518153679
1063,69,626,80249,756110109
1064,65,2997,6338,1031878324
1064,100,7996,50373,289075599
1064,35,1145,87892,686503085
1064,70,3868,98002,779141810
1065,66,9282,75307,66804512
1065,1,9334,60250,776523342
1065,36,1261,48030,944235937
1065,71,3701,59933,418990933
1066,67,2392,12159,643766461
1066,2,3791,90091,823357066
1066,37,6468,84132,882236748
1066,72,3302,34762,1067975199
1067,68,2683,53542,530497879
1067,3,7291,14556,862613352
1067,38,7384,11692,565286635
1067,73,3627,26236,813444659
1068,69,9801,4068,655382988
1068,4,1260,69318,905738736
1068,39,1258,10060,605618634
1068,74,8624,66441,284013639
1069,70,8884,2988,335447991
1069,5,7345,99289,56807103
1069,40,8722,30036,159773145
1069,75,9766,35219,45045396
1070,71,6822,44509,488539628
1070,6,9272,22727,728921798
1070,41,9134,74979,414016662
1070,76,7444,47690,324547045
1071,72,6791,49417,628523639
1071,7,4420,1975,443703885
1071,42,2034,55575,380968755
1071,77,9574,98060,446376171
1072,73,3880,54429,100661559
1072,8,712,45328,688427557
1072,43,8957,16244,621583142
1072,78,6783,13297,210784985
1073,74,2223,45105,881115537
1073,9,646,63101,665792138
1073,44,8919,11531,548595758
1073,79,5047,15341,453817315
1074,75,7447,39746,631227382
1074,10,7311,93308,701163421
1074,45,2681,10444,96678351
1074,80,2393,24574,454682956
1075,76,7455,44819,891731255
1075,11,4347,47540,573300844
1075,46,1966,26319,960046130
1075,81,6189,2761,1004383927
1076,77,9628,71432,365715854
1076,12,1659,66281,397794345
1076,47,7411,16547,322181457
1076,82,9345,6372,874809255
1077,78,4476,34130,925092074
1077,13,3544,18043,601156349
1077,48,3397,78824,954439839
1077,83,2347,37544,739056740
1078,79,4814,50536,967064600
1078,14,7132,25507,614942202
1078,49,6831,48507,51059062
1078,84,4499,87403,624823496
1079,80,8848,63561,117047435
1079,15,9167,62366,379944713
1079,50,1327,74076,500580832
1079,85,4649,50839,565408150
1080,81,658,28233,563948853
1080,16,7909,20947,640494547
1080,51,6226,37121,429114212
1080,86,5043,34538,825068516
1081,82,8100,85722,818860272
1081,17,8102,89976,709512085
1081,52,5527,59541,570640394
1081,87,9721,24831,621905975
1082,83,1443,75198,157897282
1082,18,6543,34265,431926999
1082,53,6875,82647,321353526
1082,88,6139,53070,379350140
1083,84,6119,64847,263917367
1083,19,9551,95535,1035130170
1083,54,5673,77788,238920070
1083,89,1744,10745,452690413
1084,85,9043,96312,708744896
1084,20,6341,37746,55353695
1084,55,8629,51697,834010248
1084,90,3453,62290,428059622
1085,86,9437,69271,886557783
1085,21,2480,23442,532567078
1085,56,460,11176,567304792
1085,91,5827,54379,94157277
1086,87,278,96348,556681716
1086,22,3499,46565,138374296
1086,57,4452,26183,285301238
1086,92,8448,35980,327664197
1087,88,3282,34503,616259967
1087,23,4412,99023,555860633
1087,58,4737,62253,295908308
1087,93,6404,44470,865197464
1088,89,2418,72539,839959662
1088,24,2932,4680,598272064
1088,59,4598,62440,506068893
1088,94,584,91187,920866249
1089,90,4013,20991,1050521018
1089,25,7407,72158,559875559
1089,60,4192,92388,1016918284
1089,95,5543,26655,328721517
1090,91,4797,57025,645122628
1090,26,6913,90366,335015434
1090,61,8371,19015,461860827
1090,96,1484,23216,106204984
1091,92,5407,5663,622082757
1091,27,5950,99308,460677142
1091,62,9849,46596,556067092
1091,97,3959,38746,1017955665
1092,93,2722,79756,817435189
1092,28,1971,20565,124453197
1092,63,1239,9797,27045083
1092,98,1295,46778,549010074
1093,94,5143,4188,111174057
1093,29,5087,79695,785354439
1093,64,3536,95152,650712121
1093,99,1471,25772,409301732
1094,95,1152,13505,314589577
1094,30,584,37586,246423999
1094,65,733,64447,862680928
1094,100,7289,55127,361922386
1095,96,4889,68220,162957889
1095,31,6100,35948,831678532
1095,66,1392,4124,136829538
1095,1,6739,6983,507139805
1096,97,1032,2855,901635280
1096,32,5703,61847,451733668
1096,67,8697,18103,486696128
1096,2,7463,80733,37650238
1097,98,6459,50018,82287019
1097,33,6169,3795,202719744
1097,68,8526,76990,271304978
1097,3,2108,71746,965521849
1098,99,4398,51283,1036920310
1098,34,3350,88284,65688145
1098,69,3014,90458,727474661
1098,4,8623,65859,739002619
1099,100,6368,11746,776293160
1099,35,6552,28738,606183946
1099,70,4430,2494,191632715
1099,5,405,77084,32178081
1100,1,8841,62754,339823333
1100,36,2746,99880,794256170
1100,71,9421,78548,362351755
1100,6,9710,91556,16982340
1101,2,7067,25844,16158602
1101,38,6223,11649,1032411736
1101,74,7381,96976,488876410
1101,10,2702,9957,480979170
1102,3,5031,41432,277736849
1102,39,5021,64429,942753835
1102,75,7160,63444,683662540
1102,11,2842,78460,1044016656
1103,4,1887,10144,663473205
1103,40,2579,93324,512416426
1103,76,2922,77679,499589353
1103,12,6587,66149,991797798
1104,5,9424,88950,559534902
1104,41,7879,84110,302917306
1104,77,7430,58513,931692759
1104,13,76,34779,691180516
1105,6,3003,33292,998471100
1105,42,3907,11875,315598189
1105,78,4377,6002,664442373
1105,14,8638,7539,183324113
1106,7,8678,64054,636646848
1106,43,1259,64769,728725248
1106,79,8865,69265,256790644
1106,15,7475,13431,618998139
1107,8,4090,79191,1061591687
1107,44,5764,5930,169584988
1107,80,9010,84535,173875543
1107,16,6066,11330,432220915
1108,9,2022,41719,89093754
1108,45,6344,92118,599307893
1108,81,2722,90032,360291277
1108,17,6876,86022,739912379
1109,10,5622,36486,391438196
1109,46,2866,48961,224577513
1109,82,1221,21115,615815250
1109,18,2244,59983,883667131
1110,11,9142,54632,2542570
1110,47,6989,38266,519240632
1110,83,1561,1632,658890561
1110,19,8398,88331,440844670
1111,12,7891,72845,296886753
1111,48,668,46100,436110282
1111,84,1726,2272,123521804
1111,20,1547,56069,467438702
1112,13,2508,5592,524141029
1112,49,5818,7381,411462904
1112,85,3566,15497,87266783
1112,21,6598,54439,120946826
1113,14,1283,87186,504225105
1113,50,7532,14729,635826981
1113,86,8504,17830,172046058
1113,22,5145,84743,460006794
1114,15,6864,12656,377689472
1114,51,8746,38615,385318786
1114,87,836,76514,164847018
1114,23,9729,68013,394845307
1115,16,750,48557,853805684
1115,52,6858,33847,42834895
1115,88,9404,62353,1041096216
1115,24,2752,31133,127985376
1116,17,5142,97085,19318205
1116,53,3722,49774,1022233041
1116,89,5105,10312,363829582
1116,25,2282,12725,1016639172
1117,18,5089,8706,483585505
1117,54,5941,91517,268154654
1117,90,4997,77125,134688914
1117,26,2544,44044,7224593
1118,19,6041,14501,383347478
1118,55,8806,86187,188990128
1118,91,9990,14181,13845301
1118,27,3593,1627,266301602
1119,20,2249,92716,422462319
1119,56,4953,41487,498443953
1119,92,2022,93635,384050907
1119,28,5219,2935,869590773
1120,21,4386,5163,716016794
1120,57,9022,90608,391689874
1120,93,3633,86749,407080896
1120,29,4894,64635,374011427
1121,22,5116,29920,494375418
1121,58,9262,11498,582727621
1121,94,6525,61553,140014678
1121,30,735,67671,834500804
1122,23,4303,96580,646745984
1122,59,7865,62417,1058353302
1122,95,7906,24565,301927798
1122,31,48,94085,32226642
1123,24,8162,71559,82629425
1123,60,6901,3710,1041942949
1123,96,4277,36547,599064610
1123,32,392,84137,724917439
1124,25,749,13743,40244777
1124,61,8918,38303,266139724
1124,97,6379,16650,905123365
1124,33,9568,32852,959862412
1125,26,4829,14905,979950860
1125,62,6626,83221,413567207
1125,98,9995,2517,380503758
1125,34,9434,76123,536160695
1126,27,2117,87858,739012576
1126,63,3477,19599,674107453
1126,99,8023,51796,141954501
1126,35,2092,21822,118175907
1127,28,999,44587,944984886
1127,64,9898,42534,923459941
1127,100,5873,97089,389359855
1127,36,2041,20284,351043159
1128,29,5248,73800,923331854
1128,65,6604,16450,56719572
1128,1,6701,82396,1055835273
1128,37,2869,26938,463517710
1129,30,2620,14140,1058835799
1129,66,2721,4375,467711172
1129,2,4428,30693,657349167
1129,38,7971,89966,883281559
1130,31,4409,90979,579482755
1130,67,6286,29558,217139147
1130,3,1997,96850,620611174
1130,39,4330,99854,341629643
1131,32,493,32836,294853273
1131,68,9099,51641,495474218
1131,4,897,20239,895170195
1131,40,7259,26450,338570267
1132,33,3548,12838,436182718
1132,69,7896,14328,149659253
1132,5,8967,77644,392456079
1132,41,7660,81372,527826271
1133,34,1950,93183,124858386
1133,70,2752,96799,148465765
1133,6,7647,42487,810054112
1133,42,3136,18394,1066549370
1134,35,7448,81615,86683271
1134,71,8915,83918,980663128
1134,7,7182,38806,124090887
1134,43,624,85836,496944279
1135,36,5073,8473,1019086693
1135,72,1691,78381,629645280
1135,8,1804,88116,723500802
1135,44,6889,58716,894196237
1136,37,8400,58287,211090153
1136,73,475,18278,7003739
1136,9,9833,28214,347976210
1136,45,8700,9916,785476336
1137,38,7160,57094,2782483
1137,74,4314,63311,983573666
1137,10,1736,45299,666287533
1137,46,7239,28275,102437363
1138,39,4806,8441,129277100
1138,75,6767,40043,191135530
1138,11,548,90513,511451006
1138,47,5713,93009,314367746
1139,40,2492,69835,273446678
1139,76,4747,6751,411603005
1139,12,4889,3915,36264963
1139,48,869,6066,606467305
1140,41,2327,85307,548524749
1140,77,7249,95592,342597364
1140,13,7178,27536,209146199
1140,49,6788,81961,485721243
1141,42,1051,4269,892593991
1141,78,9548,50776,1007979983
1141,14,5762,71592,378956465
1141,50,6900,61819,82444166
1142,43,4366,40594,77424082
1142,79,2474,73439,714764094
1142,15,137,44876,128401642
1142,51,7945,5110,469102887
1143,44,2595,1187,957774743
1143,80,1124,93662,139311218
1143,16,7679,63939,801525898
1143,52,3323,19862,99364923
1144,45,8423,84674,1017287502
1144,81,8544,45767,516035731
1144,17,6811,88272,1035827858
1144,53,5896,87761,554636491
1145,46,2467,89737,884056280
1145,82,6494,36119,897768629
1145,18,8183,73737,1025476035
1145,54,9042,44110,1022216116
1146,47,1302,21797,3618552
1146,83,6931,26050,694292330
1146,19,9822,75284,962490543
1146,55,1931,73361,645994068
1147,48,2284,19499,664630491
1147,84,677,75388,46067066
1147,20,5363,35355,739277458
1147,56,627,26967,639899901
1148,49,4318,6127,220539346
1148,85,7929,6504,416741279
1148,21,4691,41325,255024686
1148,57,7976,62855,473053737
1149,50,9712,98497,35219403
1149,86,1315,98069,962646203
1149,22,5061,6196,22610767
1149,58,5823,57954,1052838819
1150,51,8986,27645,346371952
1150,87,1841,29549,124035738
1150,23,2904,51104,622441441
1150,59,638,74500,164554313
1151,52,534,90156,1010808062
1151,88,8615,79361,908102443
1151,24,3916,72259,248926845
1151,60,7332,88977,344144003
1152,53,1078,51576,531855700
1152,89,7302,18719,821600680
1152,25,2669,40444,88628544
1152,61,1269,41737,928194640
1153,54,5746,1523,289183653
1153,90,9015,52839,420256299
1153,26,554,70702,151876886
1153,62,592,98668,806160682
1154,55,4923,82238,183450749
1154,91,3904,69821,481209465
1154,27,3707,66707,679607272
1154,63,3537,81718,937297313
1155,56,3141,26688,903675429
1155,92,2710,21185,862199334
1155,28,3941,34191,727690473
1155,64,16,50607,918525471
1156,57,3132,24724,1029203362
1156,93,1928,68074,871428026
1156,29,290,77480,785514865
1156,65,3850,22556,1054162512
1157,58,4522,7569,539870655
1157,94,8926,64704,548963058
1157,30,3781,84441,598689248
1157,66,6661,39513,95645531
1158,59,8958,78845,249672874
1158,95,4904,86254,763688651
1158,31,8763,37464,475832325
1158,67,1877,9890,392177631
1159,60,1195,15718,370057171
1159,96,292,61063,163238706
1159,32,2116,22863,280998341
1159,68,5827,64553,120346592
1160,61,6412,43619,826020417
1160,97,5670,57270,801077710
1160,33,3427,13078,133299717
1160,69,6562,40505,63646919
1161,62,4216,69461,142963216
1161,98,8280,12314,195617684
1161,34,8930,88109,666796502
1161,70,8332,47400,567551248
1162,63,1130,59555,120293256
1162,99,8763,83626,969702162
1162,35,9087,21825,133326995
1162,71,5644,2525,461665205
1163,64,1919,6511,390147824
1163,100,1896,63054,204868256
1163,36,8955,30489,655026376
1163,72,1321,72717,642396240
1164,65,7404,88855,271087014
1164,1,4702,99632,671939810
1164,37,5547,96498,513348348
1164,73,7434,77169,606052663
1165,66,4909,88459,254746706
1165,2,2040,25666,209925349
1165,38,8396,24585,245014183
1165,74,2070,40274,338543865
1166,67,2434,80153,962046874
1166,3,6578,84654,136453289
1166,39,8859,10093,528712007
1166,75,4180,27525,645721039
1167,68,8901,99696,66313230
1167,4,41,75802,93788288
1167,40,6974,98515,333246556
1167,76,4237,7089,516001969
1168,69,2993,84076,913002560
1168,5,7386,91244,622312685
1168,41,2529,78388,526078635
1168,77,9122,97368,540699184
1169,70,8373,5215,405532412
1169,6,7397,61944,443861703
1169,42,8117,49279,927890129
1169,78,2316,78460,689057037
1170,71,6056,11532,55095194
1170,7,4292,28192,159190145
1170,43,9498,22118,955880151
1170,79,7483,30717,615101306
1171,72,4920,1944,822144105
1171,8,5884,27525,365527570
1171,44,7822,4282,99999537
1171,80,6410,65349,57543418
1172,73,219,40467,1003372457
1172,9,5393,26380,5747195
1172,45,3578,39238,412949197
1172,81,2127,51960,178913453
1173,74,7197,77294,794737908
1173,10,7314,97828,802120328
1173,46,9863,53375,1059457041
1173,82,834,82177,902850918
1174,75,3041,41129,353768223
1174,11,1330,71523,69803040
1174,47,2448,2553,562471549
1174,83,6384,69086,131229316
1175,76,9858,3768,327215993
1175,12,7320,25663,532373624
1175,48,5618,74503,687123830
1175,84,9141,45497,1064133939
1176,77,2626,46482,729378225
1176,13,4996,26148,933007010
1176,49,5727,35672,621339034
1176,85,8957,65201,228061960
1177,78,1647,52920,748841892
1177,14,7173,29486,718179988
1177,50,8680,92458,940612868
1177,86,4939,2348,151334722
1178,79,5952,32047,587143281
1178,15,4307,66285,1368101
1178,51,9895,83119,598380742
1178,87,5638,84792,733765656
1179,80,3594,35644,889005037
1179,16,6926,94516,456117958
1179,52,4867,25520,124445818
1179,88,6911,65508,855050931
1180,81,1436,11959,524759091
1180,17,2047,19145,715579231
1180,53,1650,17785,924672384
1180,89,2518,30122,1029847634
1181,82,8149,91972,301616166
1181,18,7974,33096,691123763
1181,54,361,28560,464499157
1181,90,7826,15110,310024934
1182,83,9781,27326,267633797
1182,19,1642,53212,403329991
1182,55,5439,38550,134851684
1182,91,1461,80699,707375644
1183,84,5681,78288,822214375
1183,20,1852,18279,708376693
1183,56,4311,43886,57131178
1183,92,3491,51064,261836449
1184,85,8329,16882,501374518
1184,21,6469,35797,638368201
1184,57,3067,70648,489407579
1184,93,845,88112,966055095
1185,86,8084,99875,725841839
1185,22,1601,88547,834129471
1185,58,4664,4385,581896914
1185,94,3710,97975,420379103
1186,87,8674,23095,778715322
1186,23,9790,72920,916006638
1186,59,7353,7755,422976179
1186,95,1018,98856,585082079
1187,88,1162,38508,923519784
1187,24,3216,73711,942971790
1187,60,6271,12262,489479677
1187,96,5921,11505,687462017
1188,89,2356,84179,847459373
1188,25,4597,22701,463145679
1188,61,1522,38763,181589101
1188,97,7945,60366,56103158
1189,90,9972,26494,1018415057
1189,26,6757,47332,520974481
1189,62,7004,17202,294825894
1189,98,3423,28436,466204708
1190,91,4105,26392,1009687762
1190,27,1890,43488,645663371
1190,63,3572,51463,199732304
1190,99,8695,16175,345322488
1191,92,620,40758,81388509
1191,28,8945,19324,557611593
1191,64,8142,22872,873305035
1191,100,8198,20952,207574708
1192,93,9743,18729,676349183
1192,29,2854,15997,252330278
1192,65,6432,71221,633996404
1192,1,5287,17673,44141458
1193,94,260,57992,9877182
1193,30,1245,74300,1021116958
1193,66,4281,15381,566401294
1193,2,3798,98874,847348504
1194,95,7293,47713,234791326
1194,31,997,26537,507107331
1194,67,6288,73996,826596692
1194,3,6619,11298,556423341
1195,96,4573,91508,760635648
1195,32,3289,24983,678622261
1195,68,386,33919,314110451
1195,4,7196,62237,275626771
1196,97,83,83994,750467188
1196,33,3908,15927,44743050
1196,69,1703,77422,973842341
1196,5,941,53738,861054166
1197,98,409,2469,7854861
1197,34,4681,59901,61139546
1197,70,4959,77868,1023728338
1197,6,5890,47022,787568496
1198,99,2873,16028,487150577
1198,35,6840,68454,300073537
1198,71,5772,68456,281550301
1198,7,7240,4299,15492135
1199,100,427,55554,984251052
1199,36,5891,56404,814934058
1199,72,8733,67203,1006953521
1199,8,3652,19229,175750016
1200,1,594,34926,868618607
1200,37,9045,8824,178514952
1200,73,1862,74585,825804526
1200,9,4719,14022,229122035
1201,2,6212,49501,72716059
1201,39,4340,5991,46481401
1201,76,4535,21804,250202755
1201,13,6432,46053,708721431
1202,3,2052,99318,152248615
1202,40,8892,9963,287023059
1202,77,1374,40307,32895345
1202,14,2282,33952,266691379
1203,4,7142,27756,474588357
1203,41,1235,89026,624838229
1203,78,5422,71701,857446070
1203,15,3372,92310,357799553
1204,5,6847,11199,799321763
1204,42,4418,35693,120406683
1204,79,4815,12239,546100702
1204,16,3509,33392,745043996
1205,6,7022,93624,619845976
1205,43,3523,29579,268060607
1205,80,5076,50878,681951445
1205,17,3956,75113,712186346
1206,7,9044,8220,833505195
1206,44,4567,21947,994364844
1206,81,1501,62685,1010166718
1206,18,2053,19079,975932227
