O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
28067,1318,245580493,34791763,34331,590808642,647818076,0,821034458
28068,893,245580493,21417870,34206,860677961,426720987,0,352439892
28069,1051,245580493,21214915,34474,860677961,62664654,0,616320841
28070,68,567770569,4132224,35730,758027517,1026379700,0,833677931
28071,659,567770569,9246698,34891,247522663,100821197,0,328237962
28096,1066,567770569,5844858,35897,247522663,204559190,0,193267375
28097,31,245580493,6849939,34466,924311831,1024627737,0,837052012
28098,1391,567770569,4381823,35641,860677961,1069086092,0,574181872
28099,740,567770569,17467063,35332,860677961,476435750,0,415638896
28100,1213,567770569,18113381,35010,924311831,742870168,0,133975391
28101,1222,567770569,2868658,35874,758027517,615881921,0,135645904
28102,65,567770569,3647461,35805,590808642,454872496,0,154854673
28103,637,245580493,14144776,33801,924311831,478590410,0,650199915
28128,1249,567770569,27380133,35265,590808642,638319884,0,799993985
28129,991,245580493,18255968,33628,924311831,439362393,0,311996751
28130,670,245580493,24396523,34544,860677961,410740101,0,955510497
28131,652,245580493,14902304,33766,924311831,590774484,0,297042869
28132,1213,567770569,15643613,35926,758027517,883081884,0,292459574
28133,788,567770569,13158232,35868,758027517,906334719,0,956902351
28134,604,567770569,13612220,35510,924311831,749235922,0,485700632
28135,893,245580493,11496518,34601,247522663,615904717,0,777477673
28160,1139,567770569,19837926,35660,758027517,121323642,0,443231966
28161,632,245580493,33364239,34499,758027517,985912210,0,874422128
28162,517,245580493,14829921,34244,758027517,740588459,0,812496047
28163,869,245580493,16320071,34555,860677961,76413608,0,840104366
28164,1483,567770569,18079223,35677,590808642,467487292,0,866802474
28165,1300,245580493,19690008,33793,758027517,452313080,0,502790910
28166,298,245580493,12431060,34085,924311831,269165471,0,41877714
28167,2,567770569,3715697,35572,924311831,842451334,0,767502651
28192,350,567770569,6228509,35714,924311831,583649395,0,762729441
28193,1211,245580493,3114344,34391,860677961,559397731,0,580216677
28194,730,567770569,25273001,35410,860677961,936957826,0,63067018
28195,1483,245580493,5987736,34687,758027517,663124560,0,941417498
28196,1436,567770569,7320046,34990,758027517,627228381,0,520936836
28197,1361,245580493,9474911,33620,758027517,678072790,0,350514441
28198,172,245580493,18143824,33641,924311831,163277584,0,744342908
28199,1271,567770569,27378865,35546,924311831,127298150,0,1020240298
28224,58,245580493,16911637,33956,247522663,636135711,0,288200579
28225,1430,245580493,28858624,34355,247522663,636135711,0,70939967
28226,16,567770569,4933863,35998,758027517,539501320,0,769559962
28227,709,567770569,8077578,35377,924311831,162693081,0,861588183
28228,820,245580493,9372657,33795,758027517,153033920,0,520238340
28229,986,567770569,1500467,35272,247522663,558901085,0,551179823
28230,1153,567770569,16891145,35673,590808642,866918931,0,799505483
28231,1397,245580493,16270017,33908,247522663,742870168,0,496609081
28256,1216,245580493,6233307,34387,590808642,516984888,0,236448483
28257,778,567770569,8360310,35904,247522663,998000030,0,196939731
28258,797,245580493,17976494,34405,247522663,851410929,0,551182674
28259,1399,245580493,20534026,34641,590808642,554981567,0,738981273
28260,1228,567770569,21724710,35302,924311831,398446962,0,216647529
28261,880,245580493,10254094,33942,924311831,826251607,0,410461853
28262,821,245580493,15241397,34698,924311831,191926164,0,66705407
28263,226,567770569,10250299,35456,924311831,684189580,0,597364425
28288,8,567770569,12184805,35138,860677961,94008109,0,746958171
28289,1438,245580493,1942041,33982,590808642,582428075,0,608903602
28290,1193,245580493,26845031,34343,860677961,592006291,0,1037315276
28291,1376,245580493,5933263,34396,247522663,165453249,0,729806136
28292,839,245580493,806141,34024,590808642,385532456,0,373906990
28293,1403,567770569,20537128,35706,590808642,557276896,0,400732504
28294,701,245580493,13352892,33745,590808642,774496978,0,525580932
28295,1228,567770569,9877467,35767,860677961,371517649,0,34382187
28320,781,245580493,8780878,33976,247522663,292205926,0,370378328
28321,472,245580493,23212333,34181,924311831,999241274,0,1021198283
28322,811,567770569,25119633,35045,590808642,9786682,0,835516797
28323,1348,567770569,9337835,35133,590808642,613273108,0,447808929
28324,407,567770569,24853410,34917,590808642,932888132,0,749530303
28325,1396,567770569,10998033,35259,247522663,98349410,0,108986849
28326,49,567770569,25935063,35981,860677961,866995948,0,612365687
28327,1333,245580493,13757246,34499,590808642,371916609,0,372717986
28352,550,567770569,21860051,35796,590808642,378146807,0,495646324
28353,239,245580493,1375917,34114,247522663,729452518,0,460205929
28354,697,245580493,20002004,34419,860677961,834515304,0,304276391
28355,793,245580493,30658178,34245,590808642,912490260,0,91690071
28356,841,567770569,682196,35738,247522663,325355379,0,1032638482
28357,1498,245580493,12397486,34109,758027517,14078259,0,1017309037
28358,1174,245580493,8391645,34430,590808642,1020724004,0,601767734
28359,551,567770569,10292434,35551,247522663,1025436070,0,915404654
28384,209,567770569,16197079,35434,590808642,1020050460,0,128805961
28385,520,245580493,4706026,33909,860677961,539501320,0,47586831
28386,88,567770569,24175822,35848,590808642,959221874,0,15382791
28387,448,245580493,25140483,33783,758027517,850885870,0,142205081
28388,751,245580493,15037342,34319,758027517,1033047222,0,934689253
28389,532,245580493,22921486,34640,590808642,689150167,0,259948726
28390,1045,245580493,13599169,33640,590808642,437697626,0,472640571
28391,542,567770569,16678357,35793,758027517,15437848,0,5378289
28416,101,567770569,21367508,35373,924311831,322982813,0,327350387
28417,4,567770569,20987416,35818,924311831,231425577,0,1019793839
28418,878,245580493,6250360,33736,758027517,398446962,0,253742157
28419,1030,245580493,4417917,34637,860677961,102907119,0,230772053
28420,967,245580493,1274248,34600,860677961,510973987,0,840724634
28421,1219,567770569,6253859,35846,860677961,436333772,0,319432517
28422,1222,567770569,2554300,35743,860677961,1053951478,0,877459177
28423,611,567770569,7309355,35322,924311831,998071834,0,874729786
28448,694,567770569,9134906,34956,590808642,112096201,0,325183332
28449,722,567770569,2411659,35876,758027517,934559736,0,185621052
28450,1138,567770569,6721639,35904,860677961,232452772,0,1072064728
28451,505,245580493,25869127,34338,247522663,583649395,0,233546839
28452,169,567770569,940649,35502,590808642,325355379,0,201960865
28453,730,245580493,2685088,33965,247522663,539501320,0,590958419
28454,569,245580493,18571662,33821,924311831,1052950176,0,210058836
28455,826,245580493,12472271,34118,924311831,912051331,0,205472942
28480,175,245580493,4783079,34407,924311831,333488854,0,430849846
28481,1393,245580493,8778675,34354,758027517,874261781,0,303302643
28482,1483,245580493,7754036,34035,247522663,192824653,0,846120371
28483,1439,567770569,17627325,35492,758027517,663124560,0,910473995
28484,28,567770569,13828478,36005,590808642,418474563,0,456222637
28485,79,245580493,23264016,33614,590808642,971590827,0,566636677
28486,1051,245580493,20191164,34571,590808642,385532456,0,148250702
28487,1237,567770569,4961392,35684,758027517,696558522,0,55492732
28512,1141,245580493,26707780,34085,924311831,381629036,0,355455324
28513,1171,567770569,22079171,35695,590808642,51474997,0,352596229
28514,1159,567770569,25620016,35943,758027517,878568058,0,498048211
28515,787,245580493,22152931,34149,590808642,537528602,0,400044150
28516,1007,245580493,9110951,33824,247522663,157323415,0,1064775719
28517,1489,567770569,278451,35251,590808642,1048156779,0,267345724
28518,752,567770569,6979233,34871,247522663,693731621,0,266259717
28519,1006,245580493,19577825,34141,590808642,125549148,0,335021249
28544,304,245580493,10024244,33843,247522663,535845223,0,881767890
28545,770,567770569,12999908,34933,590808642,156107287,0,1058673894
28546,1450,245580493,14924579,33870,590808642,1035645593,0,154068095
28547,910,567770569,5688740,35417,924311831,98349410,0,687489521
28548,1219,567770569,21119668,35806,924311831,1025774312,0,194310604
28549,208,567770569,17260754,35616,924311831,886310185,0,797749883
28550,238,1018611361,28984738,34777,758027517,857821389,0,819672981
28551,295,567770569,27963771,35764,590808642,430222997,0,388074540
28576,394,567770569,12460163,35888,247522663,398689940,0,90284291
28577,587,567770569,22057929,35126,758027517,38691561,0,789424740
28578,916,567770569,10365727,35967,590808642,238880590,0,571763128
28579,1306,567770569,6285850,35711,924311831,275591422,0,971485821
28580,491,245580493,1765491,34197,590808642,285253997,0,540955552
28581,614,567770569,20830125,35039,924311831,898905793,0,882177946
28582,1202,245580493,10515014,33624,758027517,885405819,0,274759607
28583,1361,245580493,3448381,34649,247522663,241699264,0,89930981
28608,94,245580493,5968664,34743,924311831,938260383,0,24938503
28609,982,567770569,4054614,35537,247522663,708340218,0,504200973
28610,65,567770569,13382251,35381,590808642,612800636,0,793394357
28611,436,245580493,13750922,33964,860677961,23598523,0,878559427
28612,1403,567770569,19262416,35684,247522663,505591918,0,25550192
28613,745,567770569,26622933,35373,247522663,537528602,0,832842557
28614,1168,245580493,17937967,34625,247522663,573038398,0,1035060847
28615,1331,567770569,8052753,35422,924311831,368688345,0,37237676
28640,574,567770569,12868599,35153,860677961,268682632,0,545966336
28641,1471,567770569,6256913,34983,758027517,759250525,0,446866398
28642,932,245580493,15782297,34716,590808642,497593646,0,524855072
28643,778,245580493,16057623,34085,758027517,651611813,0,923672198
28644,478,567770569,11239534,35589,924311831,121334699,0,888862653
28645,332,245580493,14526345,34255,924311831,285253997,0,999405818
28646,886,567770569,10769776,35590,758027517,882657889,0,984671410
28647,1351,245580493,92433,34406,247522663,204517847,0,1030955051
28672,1181,567770569,6760084,35040,860677961,665405831,0,835190194
28673,1091,567770569,1616373,35730,860677961,795567289,0,542707145
28674,76,567770569,8979728,34925,590808642,18474332,0,937016758
28675,1279,245580493,20113766,34614,247522663,312472858,0,51317319
28676,841,567770569,11737086,35939,758027517,25693229,0,298608357
28677,1183,567770569,3421806,35652,247522663,133665943,0,954416512
28678,962,245580493,913624,34338,758027517,449333955,0,1012907466
28679,856,567770569,9777830,34935,247522663,660005979,0,644003843
28704,841,567770569,302919,35244,924311831,306697594,0,391129294
28705,1102,567770569,28868000,35787,860677961,467487292,0,156351291
28706,1042,245580493,4526282,34492,247522663,220868781,0,761913215
28707,1360,567770569,13169826,35449,924311831,20065410,0,465316581
28708,949,567770569,5673910,35476,924311831,253132331,0,469775184
28709,386,567770569,15391225,35593,860677961,292205926,0,272276985
28710,401,245580493,3808061,33706,247522663,953278117,0,53510930
28711,1351,245580493,3476822,34629,924311831,580433561,0,486554162
28736,616,245580493,3375349,34444,590808642,651611813,0,1001465483
28737,796,567770569,23481980,34974,247522663,896927487,0,171583899
28738,218,245580493,27909271,33825,924311831,327403435,0,778458819
28739,1456,567770569,14263673,35316,590808642,279481210,0,223942261
28740,937,245580493,16400189,33880,758027517,19410127,0,155513018
28741,277,1018611361,13997351,34757,758027517,583649395,0,46262906
28742,1417,245580493,15414799,33722,860677961,964199988,0,569853285
28743,1061,567770569,8851867,35195,924311831,279331843,0,741372990
28768,1492,567770569,20871338,35282,758027517,874261781,0,285235715
28769,40,245580493,19949993,34208,860677961,371916609,0,157359849
28770,421,567770569,21168478,35627,860677961,477731116,0,456627946
28771,1465,245580493,488418,33729,924311831,472677943,0,271752813
28772,52,245580493,35379162,34370,590808642,241999869,0,20771476
28773,701,245580493,18894280,34739,860677961,64097210,0,625238409
28774,364,245580493,13417949,34334,590808642,500563179,0,921201110
28775,608,245580493,16119266,34615,247522663,16386095,0,86993956
28800,184,567770569,4115719,35836,247522663,408476830,0,558116437
28801,107,245580493,8510224,34234,758027517,874261781,0,795361432
28802,619,245580493,12991786,34276,590808642,349336082,0,632508990
28803,1364,567770569,6273903,35236,924311831,888225653,0,416201376
28804,994,567770569,668898,35621,924311831,899510460,0,951339652
28805,85,1018611361,16616310,34790,924311831,64991925,0,423486203
28806,697,567770569,15117753,35326,590808642,749235922,0,706592876
28807,560,1018611361,16028704,34788,590808642,378984177,0,819025345
28832,893,245580493,11945637,34235,924311831,233094643,0,821605700
28833,668,567770569,7366216,35143,590808642,312472858,0,331486498
28834,709,567770569,12160818,35170,247522663,476435750,0,558606408
28835,152,245580493,10707938,33693,758027517,870271782,0,401678002
28836,175,245580493,8325392,34265,590808642,451796808,0,681426995
28837,1315,245580493,4018581,34104,247522663,321996321,0,594936666
28838,373,567770569,31725733,35982,924311831,440470394,0,572257856
28839,464,245580493,15894510,34451,860677961,287372020,0,826835322
28864,487,245580493,6607275,33905,924311831,838338576,0,563582323
28865,479,567770569,6932563,35892,247522663,472334056,0,532682967
28866,388,567770569,31639611,35594,860677961,909432449,0,371103665
28867,1499,567770569,18797014,34901,924311831,489262012,0,587275100
28868,172,245580493,14112532,33698,590808642,353886508,0,819837550
28869,1213,567770569,14738966,35920,758027517,760164913,0,155203982
28870,869,567770569,18973167,35012,590808642,774496978,0,1019983254
28871,1291,245580493,12044904,33708,590808642,44078747,0,523791348
28896,1144,567770569,11536557,35989,590808642,663124560,0,602042548
28897,992,245580493,21939727,34569,924311831,101549358,0,1072259511
28898,10,567770569,12228709,34846,860677961,938260383,0,897432944
28899,1043,245580493,24046191,33768,860677961,582269740,0,809016862
28900,577,567770569,15670928,35308,924311831,949559337,0,271137745
28901,391,245580493,14843160,33765,590808642,131975926,0,697162750
28902,388,245580493,21953235,33625,860677961,1053951478,0,422226345
28903,964,245580493,11164155,34552,247522663,339556927,0,29486481
28928,631,245580493,17344567,34088,860677961,41494428,0,394596205
28929,506,245580493,13116160,33885,924311831,89547018,0,780172844
28930,1493,567770569,18007786,35771,247522663,176489720,0,983691313
28931,101,567770569,10752747,34875,758027517,16627223,0,956806732
28932,1114,245580493,14105710,34170,860677961,344758956,0,218898642
28933,920,245580493,6418695,34523,247522663,753964418,0,540335555
28934,650,245580493,14587607,33935,924311831,284968325,0,237729918
28935,829,567770569,16171910,35735,247522663,73862945,0,721013550
28960,946,567770569,11251450,35834,860677961,387881441,0,130326978
28961,415,567770569,585265,35771,924311831,469334908,0,854744132
28962,1141,567770569,7976111,35650,590808642,19410127,0,55894444
28963,1453,567770569,15818578,35036,758027517,964343088,0,1013137550
28964,1130,567770569,17736356,35758,924311831,740588459,0,339505628
28965,1402,567770569,16110451,35206,860677961,285975434,0,381393792
28966,736,245580493,2001118,34580,758027517,651087277,0,1050166799
28967,446,245580493,10495180,34577,247522663,279331843,0,608901150
28992,799,567770569,5893809,34960,247522663,341162289,0,559600833
28993,803,245580493,4203551,34766,924311831,55550381,0,65469479
28994,263,567770569,18547437,35964,924311831,674108603,0,951911752
28995,938,245580493,29576223,34100,590808642,259557045,0,719512130
28996,100,567770569,26954676,35541,247522663,215829020,0,652600703
28997,884,567770569,13916976,35732,860677961,1009621959,0,73411299
28998,1025,245580493,249687,33660,590808642,64097210,0,106248671
28999,1327,245580493,7403896,34343,590808642,684205825,0,177968812
29024,1198,245580493,14911299,33698,247522663,55550381,0,498164441
29025,739,245580493,4523416,34498,924311831,104062067,0,509120802
29026,931,567770569,13122191,34935,758027517,1034530946,0,37784261
29027,547,245580493,26071859,34531,924311831,573038398,0,677940640
29028,367,245580493,14679521,34734,247522663,973671885,0,374713700
29029,850,567770569,19212344,35634,590808642,46395889,0,151080788
29030,1153,245580493,6822114,33604,924311831,58139088,0,55512829
29031,214,567770569,5019651,35722,924311831,406154028,0,488862881
29056,719,245580493,23871636,34679,758027517,999335381,0,174399185
29057,1244,567770569,28657268,35586,247522663,598162488,0,751984685
29058,1300,245580493,32014944,33971,590808642,899510460,0,524828680
29059,799,567770569,17708030,35743,860677961,127588952,0,695346540
29060,610,567770569,4203444,35547,924311831,23598523,0,395159583
29061,1396,567770569,17521089,35441,860677961,477731116,0,134855626
29062,1447,245580493,1278423,34657,924311831,678312094,0,818950531
29063,1270,245580493,18485867,34107,590808642,267992243,0,540101858
29088,220,567770569,19324360,35667,758027517,359603234,0,325858329
29089,458,567770569,26869046,35492,758027517,407048,0,46584387
29090,1024,245580493,20610286,33618,924311831,629449992,0,742198189
29091,409,567770569,8982960,35381,590808642,1035645593,0,373741503
29092,1214,245580493,15324379,34554,860677961,413840497,0,955743415
29093,136,567770569,9571173,35389,758027517,473652542,0,334955543
29094,1171,567770569,10332173,35619,860677961,194493771,0,954106444
29095,1258,1018611361,28497970,34765,758027517,349226793,0,738133905
29120,1036,245580493,26636496,34100,860677961,1072110471,0,295818998
29121,236,245580493,7297384,34069,924311831,142949337,0,1048328202
29122,616,567770569,16483465,35927,758027517,857821389,0,538909900
29123,1492,567770569,15108167,35512,758027517,472334056,0,56420721
29124,1127,245580493,3980594,34635,247522663,356971366,0,332415134
29125,274,567770569,6438257,35632,758027517,547568721,0,283473053
29126,1393,567770569,11767962,34885,758027517,795283476,0,271256505
29127,1132,245580493,13426403,34423,247522663,899855473,0,383217093
29152,691,567770569,20547441,34902,860677961,1069502010,0,679980597
29153,1201,567770569,11731555,35195,758027517,769373164,0,816410023
29154,442,567770569,28084459,35331,860677961,468247891,0,755468636
29155,1078,245580493,21670400,34593,758027517,915475643,0,687802187
29156,1327,245580493,12770037,34023,860677961,475389666,0,348886790
29157,358,567770569,2913831,35465,247522663,293963583,0,62244030
29158,667,567770569,43968723,34991,590808642,399199391,0,158199560
29159,1069,567770569,4627880,35549,758027517,921444571,0,917772096
29184,628,245580493,2554789,33783,247522663,210698629,0,285626066
29185,994,245580493,24276422,33988,590808642,696558522,0,230846578
29186,565,567770569,5730191,35894,758027517,508368926,0,324995139
29187,1150,245580493,34537731,34545,860677961,1069086092,0,318659141
29188,71,245580493,5766828,33718,860677961,737292105,0,586336541
29189,1247,245580493,3201736,34142,247522663,654906605,0,78659151
29190,1261,567770569,2310373,35438,247522663,816613464,0,249056046
29191,1232,245580493,31188823,33782,924311831,285253997,0,828081935
29216,1324,245580493,12978139,33966,247522663,277680923,0,659521705
29217,911,567770569,3106773,35679,924311831,354451209,0,311978381
29218,769,245580493,22886128,33752,860677961,1008340558,0,762796484
29219,1405,245580493,16776929,34433,758027517,284342632,0,271352963
29220,1216,245580493,9129078,33966,924311831,473652542,0,392538811
29221,206,245580493,7779574,33752,590808642,356338130,0,945813209
29222,97,567770569,19643424,35844,924311831,366263370,0,658536843
29223,1099,245580493,22489653,33622,590808642,980762908,0,987951224
29248,1177,567770569,19620652,35868,247522663,101064478,0,642607210
29249,140,567770569,18907243,34862,860677961,830609072,0,255338069
29250,551,245580493,26963469,33740,247522663,981075257,0,1028803152
29251,1297,567770569,3045656,35959,247522663,783268551,0,312500071
29252,766,245580493,25048438,34551,860677961,306270232,0,951830747
29253,830,567770569,8610278,35531,247522663,592131367,0,910914038
29254,113,567770569,19842151,35690,590808642,623883777,0,96722020
29255,667,567770569,7041861,35035,860677961,475389666,0,106805384
29280,1399,245580493,18566979,33690,924311831,673690524,0,758315247
29281,661,567770569,6145148,35885,924311831,638320044,0,461065120
29282,1345,245580493,23086255,33935,924311831,659669531,0,792874031
29283,830,567770569,17838142,35816,590808642,984004423,0,659061455
29284,235,245580493,12405947,34433,924311831,915475643,0,744734109
29285,1178,567770569,13168346,35776,590808642,636135711,0,161464171
29286,112,245580493,2915116,34542,247522663,964213458,0,378264842
29287,499,245580493,26665267,34516,590808642,959324524,0,546373347
29312,433,245580493,6736647,34675,247522663,980483149,0,70307542
29313,632,567770569,26553262,35963,590808642,612419683,0,918113753
29314,767,567770569,17461873,35108,590808642,980629122,0,259479519
29315,1474,567770569,6975658,35982,247522663,837046011,0,329645966
29316,1366,567770569,10197502,35551,860677961,799378904,0,274380033
29317,1441,567770569,23334034,34973,758027517,1069502010,0,289429394
29318,377,567770569,14512974,34879,758027517,908510251,0,195409255
29319,527,245580493,15364101,34357,860677961,600810220,0,168176892
29344,1301,567770569,6360002,35855,758027517,353886508,0,221022802
29345,335,567770569,13571075,35458,247522663,683777856,0,934281933
29346,1193,245580493,17535229,34561,860677961,617985801,0,525621984
29347,946,245580493,20888005,33827,924311831,454872496,0,307968912
29348,829,567770569,14883113,35944,590808642,121323642,0,8205302
29349,1319,245580493,8669552,34129,590808642,741194068,0,975230122
29350,1334,245580493,15034726,34570,590808642,165453249,0,68694678
29351,1018,567770569,2970846,34974,924311831,399726077,0,618611973
29376,1103,245580493,14400792,33826,247522663,71562886,0,821069870
29377,512,567770569,4527241,35881,590808642,36179933,0,1073317323
29378,664,567770569,31478407,35223,758027517,514740231,0,479426696
29379,709,567770569,23415092,35300,247522663,418159484,0,1032513756
29380,577,245580493,9359515,34450,758027517,1025013976,0,72433376
29381,706,567770569,12676038,35298,590808642,62664654,0,852419025
29382,1441,245580493,16949692,34289,590808642,425601693,0,882483090
29383,313,567770569,13310396,35020,924311831,544082670,0,683507986
29408,2,245580493,15486709,34090,758027517,241999869,0,229618832
29409,85,245580493,8503675,34711,590808642,1039536917,0,362823760
29410,1406,245580493,13759743,34593,247522663,301944627,0,86143353
29411,625,245580493,33774542,33699,590808642,776103145,0,996620982
29412,944,245580493,2240041,33619,247522663,793958771,0,562118741
29413,859,245580493,18833537,34378,590808642,50380247,0,841803689
29414,1384,567770569,7761719,35693,924311831,814250200,0,90211409
29415,899,245580493,1010382,34556,924311831,466569118,0,749898330
29440,1280,245580493,9314695,34067,860677961,69607301,0,125863528
29441,1192,245580493,17850953,33849,590808642,63253281,0,396812934
29442,626,567770569,8636431,35832,758027517,192824653,0,735516078
29443,310,245580493,29326271,34012,590808642,76066066,0,32696220
29444,128,567770569,19387608,35234,247522663,325596756,0,108005461
29445,1304,245580493,4168597,34240,590808642,408476830,0,981040845
29446,835,567770569,13647499,35182,247522663,1069086092,0,472236847
29447,244,567770569,11172640,35561,924311831,783268551,0,805772215
29472,994,245580493,4027380,34062,758027517,1000186716,0,454283971
29473,1469,245580493,21547417,33648,924311831,899586299,0,767120000
29474,475,245580493,9462084,34405,590808642,833141328,0,911775300
29475,1220,245580493,25119647,34021,590808642,573038398,0,631597080
29476,385,567770569,31915753,35693,590808642,334505173,0,823517291
29477,1061,567770569,19312781,35811,860677961,442679765,0,296638803
29478,325,245580493,6407072,34067,590808642,618308555,0,435509213
29479,83,567770569,17386695,35702,590808642,802872830,0,929416721
29504,853,245580493,24801286,34234,758027517,414368227,0,552958327
29505,28,245580493,23655705,33964,924311831,468819482,0,682846426
29506,1186,567770569,21468719,34863,247522663,234293394,0,584726448
29507,265,245580493,16090724,33642,860677961,733586679,0,62291662
29508,79,245580493,1706253,34519,590808642,722563963,0,1023931855
29509,1447,567770569,7854648,35158,758027517,468247891,0,677707679
29510,592,1018611361,1614549,34803,247522663,121334699,0,524914699
29511,242,245580493,4965546,34794,924311831,154694853,0,688732150
29536,494,245580493,21600765,33853,924311831,651087277,0,842163652
29537,793,245580493,24306260,33865,860677961,921725665,0,954160991
29538,505,245580493,2307230,34697,924311831,786723561,0,534164942
29539,484,567770569,9811811,34811,590808642,75244666,0,447964933
29540,1444,567770569,29988453,35630,758027517,885405819,0,552309119
29541,784,245580493,6128266,34547,758027517,345569204,0,567828945
29542,1487,567770569,29126403,35868,247522663,679019213,0,449618338
29543,826,567770569,11158515,35470,758027517,918747827,0,1065142314
29568,1216,567770569,1757464,35769,860677961,349226793,0,94822215
29569,1468,567770569,25451949,34882,590808642,218420173,0,894083862
29570,224,245580493,11330678,34548,860677961,668782278,0,1064772555
29571,1369,567770569,13636149,35186,860677961,336847265,0,619622476
29572,1010,245580493,8844912,34122,758027517,53693167,0,215663401
29573,256,245580493,8281747,33618,247522663,1040544722,0,142231350
29574,4,567770569,11278517,35256,924311831,472677943,0,328181902
29575,844,245580493,3762779,33745,247522663,290747973,0,753431026
29600,530,567770569,9359437,35069,247522663,344758956,0,810887393
29601,248,567770569,35682450,35929,590808642,325596756,0,578725851
29602,230,567770569,8069312,35774,590808642,700113591,0,1062593760
29603,359,567770569,25802518,36002,590808642,378984177,0,868766478
29604,668,245580493,10172318,33993,247522663,206866638,0,183344854
29605,248,245580493,13426145,33973,758027517,112096201,0,600109302
29606,785,567770569,12223037,35913,590808642,62330205,0,654447887
29607,496,245580493,11984475,33675,924311831,971590827,0,871075643
29632,149,245580493,6974997,34196,924311831,817589836,0,487057104
29633,827,245580493,5722230,34506,247522663,766564439,0,341702497
29634,106,245580493,19017848,34670,860677961,112990188,0,981080604
29635,14,567770569,22065530,35709,860677961,536149871,0,400223911
29636,943,245580493,19899207,33966,590808642,612164236,0,852879082
29637,371,245580493,15377279,34478,590808642,12966480,0,867902792
29638,1007,567770569,11594658,34995,924311831,899855473,0,10001586
29639,1247,1018611361,19690271,34805,247522663,279481210,0,223183816
29664,1321,567770569,23457006,35511,247522663,1052950176,0,328367124
29665,466,567770569,15414091,35157,247522663,466569118,0,423368949
29666,1114,567770569,24399684,35062,758027517,666252102,0,639364470
29667,208,245580493,16654632,34538,758027517,342486909,0,796064564
29668,1300,567770569,22665889,35418,758027517,956628964,0,271063976
29669,76,567770569,4149928,35131,590808642,75244666,0,681228073
29670,1304,245580493,1283231,34398,860677961,891048853,0,896593387
29671,485,245580493,20282333,34049,247522663,921753024,0,454053243
29696,1348,567770569,8061875,35246,247522663,523108371,0,989313277
29697,490,567770569,7167419,35490,247522663,640934389,0,1041257662
29698,175,567770569,3461447,35241,590808642,953419472,0,55503245
29699,838,567770569,20138931,35117,247522663,958818470,0,563327399
29700,1118,245580493,7620406,34064,924311831,866386602,0,178871284
29701,226,567770569,5554222,35610,758027517,647727598,0,891561342
29702,986,245580493,24429492,34446,590808642,149901323,0,52834752
29703,1202,567770569,13390810,35246,590808642,793958771,0,191790688
29728,1448,567770569,4423386,35952,590808642,554517957,0,77946550
29729,124,567770569,14133651,35071,590808642,1051312058,0,274556037
29730,1051,245580493,17181362,34135,247522663,684277057,0,626811003
29731,37,567770569,11760166,35023,247522663,406113720,0,905821150
29732,121,245580493,18049066,33949,924311831,362423974,0,347855815
29733,1285,567770569,4865840,35318,247522663,921998969,0,311482986
29734,1156,567770569,8705211,35330,590808642,984085411,0,780239132
29735,571,567770569,13974924,35342,590808642,254179067,0,381562830
29760,94,567770569,19868888,35120,758027517,113980817,0,1015857191
29761,427,245580493,11685653,33787,924311831,956753582,0,109122852
29762,610,245580493,28243273,34183,247522663,577351527,0,1047303506
29763,1162,567770569,1361310,35263,758027517,37286363,0,457500152
29764,538,245580493,9015458,33806,247522663,612695773,0,179871262
29765,835,245580493,15021959,33787,247522663,138078299,0,193302055
29766,700,245580493,25855648,34413,924311831,817589836,0,1020303892
29767,214,245580493,23838362,34734,590808642,478417001,0,612441059
29792,670,245580493,10866340,34018,247522663,1021580355,0,57405059
29793,721,567770569,24517712,35654,247522663,916395762,0,689979009
29794,1025,245580493,3633099,34341,247522663,751091675,0,447937635
29795,1432,567770569,9734496,35027,590808642,947919046,0,889818349
29796,1169,567770569,12992542,35940,590808642,470252480,0,942847458
29797,274,245580493,16105510,34145,590808642,522487170,0,33760852
29798,1301,567770569,21597784,35094,924311831,398689940,0,1070218089
29799,517,245580493,22997075,34364,590808642,31033742,0,513470194
29824,1384,245580493,5548552,34696,247522663,500563179,0,747066348
29825,1466,245580493,1177401,34522,860677961,397099900,0,969526930
29826,358,245580493,20432847,34600,247522663,971590827,0,247493472
29827,901,567770569,19241776,34893,247522663,554981567,0,616087738
29828,886,567770569,2082047,34926,247522663,40896088,0,86198085
29829,706,567770569,6893600,35469,590808642,656379859,0,863885034
29830,775,245580493,3895560,34710,590808642,995591926,0,978057699
29831,1189,245580493,21988983,33691,247522663,421031112,0,923529942
29856,769,245580493,14786832,33762,924311831,211609656,0,785153948
29857,295,245580493,9465102,34679,924311831,430908268,0,946691592
29858,1271,245580493,3038813,34363,860677961,1051312058,0,392573523
29859,82,567770569,8557113,35644,860677961,137042919,0,285542011
29860,98,245580493,11731865,34589,247522663,584821761,0,639080636
29861,205,245580493,9495647,33718,247522663,1025013976,0,402659193
29862,511,567770569,18242860,34868,924311831,899586299,0,837652835
29863,965,567770569,17562108,35332,860677961,115604288,0,917145599
29888,1300,245580493,21023389,33618,247522663,1067588597,0,673659919
29889,1207,245580493,5491248,34671,758027517,295984714,0,482353403
29890,413,245580493,8604889,34032,247522663,51474997,0,513498767
