U1_USERKEY,U1_INDEG,U1_OUTDEG,U1_ACTIVITY,U1_JOINDATE
375626,0,1,1,72437
375746,0,0,0,69554
375960,0,0,0,28636
376324,0,1,1,66024
376344,1,1,2,12614
376345,1,1,2,38399
376822,0,2,2,60804
376903,0,1,1,69736
376989,1,0,1,381
377620,0,1,1,78814
377839,0,0,0,63909
377955,0,0,0,83445
378115,0,1,1,25495
378310,0,0,0,33518
378484,0,1,1,66175
378555,1,3,4,77703
378873,0,0,0,80408
379012,0,1,1,71419
379028,0,0,0,73457
379097,0,0,0,60152
379254,0,2,2,66155
379331,0,3,3,25852
379840,0,1,1,84766
380338,0,0,0,1658
380529,0,0,0,75556
381032,0,1,1,69442
381414,0,0,0,48893
381704,0,0,0,23838
381956,0,0,0,34950
382529,0,0,0,73177
382598,0,0,0,85104
383308,0,2,2,69560
383474,0,1,1,82313
383669,0,0,0,4012
383807,0,0,0,57479
384164,0,2,2,68926
384806,0,1,1,67489
384944,0,1,1,82389
384946,0,1,1,68102
385188,1,3,4,76918
385572,0,0,0,79582
385794,0,0,0,63950
385820,0,1,1,73414
386251,0,0,0,42381
386384,0,1,1,67558
386972,0,1,1,75706
387223,0,0,0,53648
387335,0,0,0,31667
387663,0,0,0,65788
387719,0,1,1,68116
387811,0,1,1,75938
387837,0,2,2,66066
388222,1,1,2,84926
388223,1,1,2,85013
388352,0,2,2,66216
388770,0,1,1,66167
389738,0,1,1,55372
389890,0,3,3,55545
390202,0,1,1,66130
390215,0,1,1,67014
390238,0,1,1,85179
390428,0,0,0,79882
391175,0,0,0,16420
392032,0,1,1,67418
393040,0,1,1,83789
393343,0,0,0,76997
393373,1,2,3,73455
393710,0,1,1,83956
393956,0,1,1,73281
394139,0,2,2,59635
394570,0,1,1,73449
395194,0,1,1,69262
395390,0,1,1,75632
395476,0,1,1,44100
395629,0,0,0,68772
395786,0,1,1,68157
395980,0,1,1,66350
396290,0,2,2,61903
396362,0,1,1,70096
396654,0,2,2,83406
396668,1,1,2,46892
396669,1,1,2,47065
396685,0,1,1,66937
397066,0,1,1,69971
397128,1,2,3,69256
397380,0,2,2,64603
397486,0,1,1,66945
397799,0,1,1,86063
398071,0,1,1,78481
398291,0,1,1,70510
398361,0,1,1,67519
398391,0,1,1,66974
398652,0,1,1,68019
398971,1,1,2,70592
399551,0,2,2,67276
399920,0,0,0,73684
400158,0,0,0,79553
400242,0,1,1,69327
400258,0,2,2,81288
400283,0,1,1,67349
400736,0,1,1,63388
401101,0,0,0,85796
401410,0,2,2,67979
401841,0,2,2,60521
402196,0,1,1,66466
402673,0,1,1,66845
402729,0,0,0,82704
402999,0,1,1,75861
403358,0,1,1,58725
403726,0,1,1,67224
403936,0,1,1,66118
403954,0,4,4,51718
404017,0,1,1,69682
404283,0,0,0,77874
404330,0,0,0,17907
404337,0,0,0,72996
404613,1,1,2,40241
404614,1,1,2,45890
404617,1,1,2,71481
404928,1,1,2,76478
405018,0,1,1,86366
405101,0,0,0,28540
405484,0,3,3,59959
405525,0,0,0,76414
405667,0,0,0,71281
405749,0,1,1,70170
405808,0,1,1,78421
405863,2,2,4,39971
405864,1,1,2,73456
406033,0,1,1,80796
406349,0,1,1,66698
406373,0,2,2,67755
406603,0,1,1,70094
406739,0,3,3,67469
407383,0,1,1,58333
408157,0,1,1,73540
408212,0,1,1,66230
408238,0,1,1,76077
408376,0,0,0,2002
408440,0,1,1,66581
408507,1,1,2,76109
408509,0,1,1,66493
409193,0,0,0,73157
409329,0,0,0,39651
410627,0,1,1,61537
410700,0,2,2,62626
410877,0,2,2,83997
410906,0,2,2,64969
411422,0,1,1,69222
411443,0,1,1,75025
411530,0,0,0,81197
411554,0,1,1,67949
411878,0,1,1,74987
412042,0,1,1,66844
413395,0,0,0,70322
413485,0,1,1,66838
413505,0,1,1,66327
413591,0,0,0,25038
413922,0,1,1,65028
414073,0,1,1,73056
414163,0,0,0,61204
414398,0,2,2,59752
414756,0,1,1,66021
414901,0,0,0,21187
415002,0,1,1,76249
415261,0,2,2,60723
415380,0,1,1,75264
415407,0,1,1,49572
415626,0,0,0,60409
416098,0,1,1,4542
416416,0,1,1,73695
416515,0,1,1,48240
416526,0,2,2,63588
416761,0,1,1,81619
416773,0,1,1,66340
417244,1,1,2,67540
417245,1,2,3,66528
417826,0,2,2,73886
417843,0,1,1,68113
418178,0,2,2,60590
418310,0,0,0,75140
418633,0,1,1,67248
419014,0,1,1,85755
419047,0,2,2,73336
419191,0,1,1,76871
419211,0,1,1,67140
420585,0,0,0,38315
420683,0,1,1,73179
420798,0,1,1,84747
420960,0,1,1,66828
421370,0,1,1,69269
421605,1,3,4,76479
421819,0,1,1,68076
421925,0,0,0,73178
422010,0,1,1,73347
422097,0,1,1,451
422104,0,0,0,77646
422355,0,2,2,83258
422463,0,0,0,58271
422561,0,1,1,67087
422689,0,1,1,64122
422848,0,0,0,60362
423158,0,0,0,86063
423736,0,0,0,69195
423818,0,1,1,67482
423981,0,2,2,76174
424033,0,1,1,68514
424239,0,0,0,50010
424443,0,1,1,69854
424465,0,1,1,78665
424606,0,0,0,69213
424730,0,0,0,68120
424732,0,0,0,5279
424861,0,2,2,59946
425124,0,1,1,70045
425343,0,2,2,24352
425441,0,0,0,32359
425467,0,2,2,67020
426280,0,1,1,70522
426445,0,0,0,71200
426569,0,0,0,73552
426786,0,1,1,74397
427168,0,1,1,71469
427276,0,1,1,70639
428062,0,0,0,25523
428416,0,1,1,85027
428545,0,1,1,73634
428614,0,1,1,67940
428629,0,0,0,57107
429140,0,1,1,79133
429523,0,2,2,66745
429815,0,0,0,74582
430142,0,1,1,68789
430150,0,0,0,19414
430515,0,0,0,66417
430600,0,1,1,69128
430894,0,1,1,67279
431833,0,0,0,18091
431834,0,0,0,18093
431919,0,1,1,79613
432242,0,1,1,71690
432438,0,1,1,85096
432622,0,1,1,8052
432624,0,0,0,46739
432626,0,0,0,32519
432658,0,1,1,73364
433144,0,1,1,83181
433329,0,1,1,60137
433378,1,1,2,57744
433379,1,1,2,57711
433476,1,2,3,63156
433477,1,2,3,63808
433504,0,0,0,33361
434243,0,0,0,61017
434429,0,0,0,66905
434675,0,1,1,58121
434877,0,1,1,67102
434932,0,2,2,61341
435071,2,2,4,40096
435205,0,1,1,67620
435474,0,1,1,73905
435947,0,1,1,66302
436094,0,0,0,20439
436484,0,1,1,69737
436552,0,1,1,66219
436941,0,1,1,66068
437050,0,1,1,78785
437149,0,2,2,62771
437786,0,1,1,10874
437910,0,1,1,69298
437923,0,0,0,50218
438160,0,1,1,55729
438386,0,1,1,73894
438896,0,1,1,66186
440378,0,1,1,68571
440430,0,1,1,66104
440554,0,2,2,60261
441746,0,1,1,82590
442071,0,0,0,1034
442197,0,0,0,29807
442230,0,1,1,66069
443450,0,0,0,62427
443594,0,1,1,68164
443983,0,0,0,35530
444369,0,1,1,84137
444396,0,1,1,66462
444567,0,1,1,73866
445083,0,1,1,81049
445189,0,1,1,63481
445427,0,1,1,71482
445734,0,0,0,18099
445899,0,0,0,7771
446240,0,0,0,69237
446328,0,1,1,5747
446759,0,0,0,81676
446962,0,1,1,73069
447008,0,1,1,66015
447036,0,1,1,69831
447398,0,0,0,62345
447580,0,1,1,67380
447633,0,0,0,46913
447778,0,1,1,71192
447852,0,2,2,59722
448155,0,2,2,74543
448833,0,1,1,81422
449315,0,2,2,75126
449329,0,0,0,11304
449417,0,2,2,78901
449554,0,1,1,66853
450295,0,1,1,66329
450774,0,1,1,54937
451012,0,1,1,71007
451267,0,1,1,76125
451348,0,1,1,66092
451768,0,0,0,25871
452423,0,0,0,76590
452438,0,2,2,71869
452671,0,1,1,51436
453007,0,1,1,75892
453599,0,0,0,69252
453801,0,0,0,53572
453850,0,0,0,408
454065,0,1,1,75825
454734,0,0,0,69082
454814,0,1,1,67741
454931,0,0,0,18086
454953,0,0,0,23420
455039,0,2,2,68608
