F1_FOLLOWER,F1_FOLLOWED,U1_USERKEY,U1_INDEG,U1_OUTDEG,U1_ACTIVITY,U1_JOINDATE,U2_USERKEY,U2_INDEG,U2_OUTDEG,U2_ACTIVITY,U2_JOINDATE,F2_FOLLOWER,F2_FOLLOWED
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
322465,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
365054,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,24658
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,2517
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,4412
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,3369
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,26629
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,16649
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,96291
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,42909
384164,12641,12641,7,2,9,68368,179622,4,9,13,68371,179622,93171
50353,21608,21608,1,2,3,74506,179882,0,1,1,74508,179882,531
29021,95697,95697,1,2,3,47097,189779,6,4,10,47098,189779,266557
29021,95697,95697,1,2,3,47097,189779,6,4,10,47098,189779,93481
29021,95697,95697,1,2,3,47097,189779,6,4,10,47098,189779,182497
29021,95697,95697,1,2,3,47097,189779,6,4,10,47098,189779,93488
63480,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,4
63480,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,531
63480,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,1805
63480,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,16649
63486,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,4
63486,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,531
63486,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,1805
63486,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,16649
113395,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,4
113395,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,531
113395,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,1805
113395,53478,53478,3,3,6,73427,191510,0,4,4,73428,191510,16649
167290,44989,44989,1,3,4,74343,195096,1,1,2,74345,195096,3919
18895,111627,111627,2,3,5,81274,198907,0,1,1,81276,198907,3369
105170,111627,111627,2,3,5,81274,198907,0,1,1,81276,198907,3369
158584,104889,104889,1,1,2,77486,207722,0,1,1,77489,207722,3369
24658,36705,36705,1,2,3,66200,207933,0,1,1,66201,207933,3369
27818,31607,31607,3,0,3,78180,208355,0,1,1,78183,208355,48768
42251,31607,31607,3,0,3,78180,208355,0,1,1,78183,208355,48768
63365,31607,31607,3,0,3,78180,208355,0,1,1,78183,208355,48768
261698,261212,261212,1,2,3,62739,209129,0,1,1,62741,209129,13123
53859,142835,142835,3,3,6,68361,209567,1,1,2,68364,209567,79460
131640,142835,142835,3,3,6,68361,209567,1,1,2,68364,209567,79460
162721,142835,142835,3,3,6,68361,209567,1,1,2,68364,209567,79460
26092,46733,46733,4,10,14,74143,212726,1,1,2,74146,212726,26963
53575,46733,46733,4,10,14,74143,212726,1,1,2,74146,212726,26963
62353,46733,46733,4,10,14,74143,212726,1,1,2,74146,212726,26963
74376,46733,46733,4,10,14,74143,212726,1,1,2,74146,212726,26963
113395,113400,113400,1,2,3,73279,213792,0,3,3,73281,213792,16801
113395,113400,113400,1,2,3,73279,213792,0,3,3,73281,213792,3604
113395,113400,113400,1,2,3,73279,213792,0,3,3,73281,213792,39885
173422,190296,190296,2,3,5,66521,223917,0,2,2,66523,223917,5192
173422,190296,190296,2,3,5,66521,223917,0,2,2,66523,223917,3369
190284,190296,190296,2,3,5,66521,223917,0,2,2,66523,223917,5192
190284,190296,190296,2,3,5,66521,223917,0,2,2,66523,223917,3369
107006,100196,100196,1,0,1,67766,225122,0,1,1,67767,225122,3369
6645,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
6669,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
6692,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
6701,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
6708,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
73365,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
73367,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
80952,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
93274,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
93293,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
93317,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
93321,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
93337,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
95848,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
130622,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
160038,93308,93308,16,16,32,14821,229083,0,1,1,14822,229083,6677
4319,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
4319,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
12641,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
12641,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
46031,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
46031,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
65032,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
65032,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
131967,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
131967,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
177672,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
177672,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
268263,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,3369
268263,23116,23116,7,2,9,67118,229230,0,2,2,67121,229230,25018
94880,22313,22313,4,1,5,66113,229706,0,1,1,66114,229706,3369
368929,22313,22313,4,1,5,66113,229706,0,1,1,66114,229706,3369
406739,22313,22313,4,1,5,66113,229706,0,1,1,66114,229706,3369
425467,22313,22313,4,1,5,66113,229706,0,1,1,66114,229706,3369
125393,343164,343164,1,2,3,66075,230483,0,1,1,66076,230483,3369
34148,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,3369
34148,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,16649
36705,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,3369
36705,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,16649
179622,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,3369
179622,24658,24658,3,3,6,68972,238911,0,2,2,68973,238911,16649
2426,2325,2325,2,3,5,79929,243643,1,2,3,79931,243643,3369
2426,2325,2325,2,3,5,79929,243643,1,2,3,79931,243643,92037
29559,2325,2325,2,3,5,79929,243643,1,2,3,79931,243643,3369
29559,2325,2325,2,3,5,79929,243643,1,2,3,79931,243643,92037
123982,18906,18906,2,3,5,74168,244093,0,1,1,74169,244093,5114
134352,18906,18906,2,3,5,74168,244093,0,1,1,74169,244093,5114
80163,73861,73861,2,2,4,76557,250393,0,1,1,76560,250393,3369
171071,73861,73861,2,2,4,76557,250393,0,1,1,76560,250393,3369
173406,187094,187094,1,1,2,66539,258526,0,1,1,66541,258526,3369
27252,88816,88816,1,1,2,57378,260323,1,1,2,57379,260323,292721
16091,17183,17183,2,1,3,62489,265367,0,2,2,62491,265367,3369
16091,17183,17183,2,1,3,62489,265367,0,2,2,62491,265367,50434
16578,17183,17183,2,1,3,62489,265367,0,2,2,62491,265367,3369
16578,17183,17183,2,1,3,62489,265367,0,2,2,62491,265367,50434
1805,12843,12843,2,4,6,73951,272656,0,1,1,73953,272656,531
36634,12843,12843,2,4,6,73951,272656,0,1,1,73953,272656,531
23116,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
65032,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
81405,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
177672,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
322465,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
365054,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
384164,12641,12641,7,2,9,68368,276745,0,1,1,68369,276745,3369
174678,195518,195518,3,3,6,66705,281188,0,1,1,66707,281188,3369
195517,195518,195518,3,3,6,66705,281188,0,1,1,66707,281188,3369
320256,195518,195518,3,3,6,66705,281188,0,1,1,66707,281188,3369
45463,184039,184039,1,1,2,71277,287057,0,1,1,71278,287057,71485
176859,49217,49217,1,1,2,67636,291044,0,1,1,67638,291044,3369
10168,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
10241,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
44308,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
67504,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
67517,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
120327,10273,10273,6,9,15,82009,307383,0,1,1,82011,307383,783
174678,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,3369
174678,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,16649
195517,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,3369
195517,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,16649
320256,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,3369
320256,195518,195518,3,3,6,66705,313724,0,2,2,66707,313724,16649
279602,260997,260997,1,1,2,63528,314127,0,1,1,63531,314127,306807
12751,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
13123,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
13808,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
16801,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
23200,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
23214,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
26092,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
39885,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
47460,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
50114,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
50962,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
51166,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
53575,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
64911,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
67382,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
84647,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
88838,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
98453,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
103447,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
110170,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
121586,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
124398,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
139112,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
149467,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
149691,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
219490,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
315402,39889,39889,27,8,35,66832,318634,0,1,1,66833,318634,3369
722,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
3369,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
8497,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
17244,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
30539,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
47615,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
66917,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
81202,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
275554,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
365054,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
370624,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
384164,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
386384,23120,23120,13,2,15,66591,318636,1,1,2,66593,318636,318635
73861,171071,171071,2,1,3,76982,325485,0,2,2,76984,325485,202476
73861,171071,171071,2,1,3,76982,325485,0,2,2,76984,325485,202479
275382,171071,171071,2,1,3,76982,325485,0,2,2,76984,325485,202476
275382,171071,171071,2,1,3,76982,325485,0,2,2,76984,325485,202479
43939,50315,50315,2,4,6,71499,329378,0,1,1,71502,329378,71485
50319,50315,50315,2,4,6,71499,329378,0,1,1,71502,329378,71485
35207,103787,103787,1,1,2,74552,339266,0,1,1,74555,339266,3369
80818,243025,243025,1,1,2,73018,356177,0,1,1,73020,356177,3369
152985,113319,113319,1,1,2,73170,365400,0,1,1,73173,365400,3369
77700,92221,92221,2,4,6,72940,365518,1,2,3,72941,365518,3369
77700,92221,92221,2,4,6,72940,365518,1,2,3,72941,365518,365519
132596,92221,92221,2,4,6,72940,365518,1,2,3,72941,365518,3369
132596,92221,92221,2,4,6,72940,365518,1,2,3,72941,365518,365519
11516,95455,95455,1,1,2,55154,368867,0,1,1,55155,368867,510
5021,25018,25018,3,1,4,67741,373515,0,1,1,67742,373515,3369
10284,25018,25018,3,1,4,67741,373515,0,1,1,67742,373515,3369
229230,25018,25018,3,1,4,67741,373515,0,1,1,67742,373515,3369
439,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
439,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
3604,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
3604,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
4665,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
4665,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
8966,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
8966,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
11135,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
11135,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
13123,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
13123,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
13808,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
13808,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
18665,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
18665,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
25907,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
25907,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
28331,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
28331,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
28390,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
28390,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
50910,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
50910,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
51177,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
51177,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
64911,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
64911,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
67504,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
67504,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
75083,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
75083,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
75470,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
75470,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
80101,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
80101,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
84647,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
84647,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
86903,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
86903,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
89807,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
89807,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
103447,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
103447,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
129924,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
129924,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
130761,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
130761,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
138766,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
138766,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
171000,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
171000,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
183449,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
183449,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
187918,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
187918,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
207121,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
207121,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
207704,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
207704,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
207707,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
207707,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
207711,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
207711,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
219490,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,3369
219490,11876,11876,33,15,48,69557,383308,0,2,2,69560,383308,16649
31436,4519,4519,2,2,4,66213,388352,0,2,2,66216,388352,3369
31436,4519,4519,2,2,4,66213,388352,0,2,2,66216,388352,16649
41152,4519,4519,2,2,4,66213,388352,0,2,2,66216,388352,3369
41152,4519,4519,2,2,4,66213,388352,0,2,2,66216,388352,16649
9951,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
28962,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
40581,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
40973,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
59000,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
75470,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
92037,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
96291,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
99707,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
132829,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
138663,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
151159,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
175804,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
198639,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
268263,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
295413,15885,15885,16,1,17,67416,392032,0,1,1,67418,392032,3369
113395,113400,113400,1,2,3,73279,393956,0,1,1,73281,393956,52361
73710,106569,106569,3,0,3,73447,394570,0,1,1,73449,394570,3369
138766,106569,106569,3,0,3,73447,394570,0,1,1,73449,394570,3369
204932,106569,106569,3,0,3,73447,394570,0,1,1,73449,394570,3369
3604,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
5123,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
22814,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
26398,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
39885,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
42179,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
42180,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
44086,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
50041,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
64911,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
86903,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
88838,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
92688,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
103447,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
107693,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
121586,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
132857,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
170661,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
202689,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
219490,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
223125,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
414398,84647,84647,22,13,35,47062,396669,1,1,2,47065,396669,396668
5087,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
5114,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
6338,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
25907,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
40973,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
56903,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
76920,28548,28548,7,3,10,78479,398071,0,1,1,78481,398071,208641
298696,393373,393373,1,2,3,73455,405864,1,1,2,73456,405864,408507
179254,228656,228656,1,1,2,67467,406739,0,3,3,67469,406739,3369
179254,228656,228656,1,1,2,67467,406739,0,3,3,67469,406739,22313
179254,228656,228656,1,1,2,67467,406739,0,3,3,67469,406739,94880
302527,286030,286030,1,1,2,75022,411443,0,1,1,75025,411443,3369
53478,63486,63486,2,2,4,76247,415002,0,1,1,76249,415002,67062
63480,63486,63486,2,2,4,76247,415002,0,1,1,76249,415002,67062
103447,219490,219490,2,11,13,73694,416416,0,1,1,73695,416416,3369
166174,219490,219490,2,11,13,73694,416416,0,1,1,73695,416416,3369
202476,202479,202479,2,1,3,76869,419191,0,1,1,76871,419191,3369
325485,202479,202479,2,1,3,76869,419191,0,1,1,76871,419191,3369
50322,45431,45431,3,3,6,73178,420683,0,1,1,73179,420683,3369
61293,45431,45431,3,3,6,73178,420683,0,1,1,73179,420683,3369
95829,45431,45431,3,3,6,73178,420683,0,1,1,73179,420683,3369
158955,404928,404928,1,1,2,76478,421605,1,3,4,76479,421605,3369
158955,404928,404928,1,1,2,76478,421605,1,3,4,76479,421605,16649
158955,404928,404928,1,1,2,76478,421605,1,3,4,76479,421605,385188
10945,77457,77457,1,1,2,63155,433476,1,2,3,63156,433476,433477
10945,77457,77457,1,1,2,63155,433476,1,2,3,63156,433476,211431
208328,404617,404617,1,1,2,71481,445427,0,1,1,71482,445427,3369
11047,173131,173131,1,2,3,66013,447008,0,1,1,66015,447008,3369
21565,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,3369
21565,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,16649
21608,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,3369
21608,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,16649
23713,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,3369
23713,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,16649
46260,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,3369
46260,50353,50353,4,3,7,74542,448155,0,2,2,74543,448155,16649
45431,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,3369
45431,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,16649
83970,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,3369
83970,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,16649
107442,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,3369
107442,61293,61293,3,3,6,75125,449315,0,2,2,75126,449315,16649
6053,27676,27676,5,1,6,75822,454065,0,1,1,75825,454065,531
72388,27676,27676,5,1,6,75822,454065,0,1,1,75825,454065,531
77864,27676,27676,5,1,6,75822,454065,0,1,1,75825,454065,531
103447,27676,27676,5,1,6,75822,454065,0,1,1,75825,454065,531
186091,27676,27676,5,1,6,75822,454065,0,1,1,75825,454065,531
