F2_FOLLOWER,F2_FOLLOWED
219490,1276
219490,88
219490,468
219490,11991
219490,16801
219490,15489
219490,11876
219490,3604
219490,19604
219490,45605
219490,55052
219490,12022
219490,39885
219490,12751
219490,13808
219490,13811
219490,39889
219490,9704
219490,64911
219490,22051
219490,103447
219490,27723
219490,166174
219490,84647
242588,88
242588,56968
242588,3604
242588,5137
242588,3547
242588,844
242588,39885
242588,3998
242588,13811
242588,20273
242588,9704
242588,40429
242588,84647
198128,85139
198128,88
198128,69269
198128,2696
198128,13627
198128,38941
198128,9208
198128,9231
198128,51472
198128,95702
203181,88
203181,2417
276095,124257
276095,48314
276095,4378
276095,2177
260900,88
119126,41842
119126,18034
119126,114140
57458,6940
57458,7551
57458,50314
57458,65223
57458,65256
276146,3369
276191,60876
75598,61698
75598,88
75598,18036
75598,25907
75598,69451
75598,5137
75598,63983
75598,5143
75598,19605
75598,94716
75598,37384
75598,106209
75598,14957
75598,40190
101977,11094
101977,71072
101977,70524
101977,105883
239657,30091
23227,23221
23227,34622
23227,4127
23227,7551
23227,50314
23227,50796
23227,57556
23227,37582
23227,45006
23227,27917
23227,43914
23227,61005
23227,61753
23227,109324
23227,119385
100196,2417
26972,6104
26972,1400
26972,5500
199748,510
223029,88
223029,2417
45006,50796
45006,531
45006,50322
45006,23227
45006,45431
45006,276492
45006,43914
45006,61005
45006,119385
45006,50347
48096,88
48096,19604
48096,120222
48096,3998
48096,13811
48096,2177
48096,50962
48096,71167
276561,7271
276653,3369
24410,4069
24410,531
24410,24548
80945,6642
80945,6645
80945,38937
80945,46342
80945,6658
80945,47498
80945,47500
80945,6672
80945,6674
80945,6677
80945,93297
80945,9254
26340,16927
26340,13153
26340,38327
26340,57648
26340,276071
100771,88
100771,1912
100771,4378
133616,4
133616,1357
133616,6104
133616,13384
133616,20358
133616,1805
133616,2746
133616,95702
133616,9494
276745,3369
147156,2567
147156,250575
56881,1526
56881,47506
56881,9231
66731,76646
66731,439
66731,1276
66731,88
66731,20358
66731,502
66731,26078
66731,51640
92589,6338
92589,137059
92589,4412
92589,144484
92589,502
116320,14570
116320,60035
116320,57114
116320,141168
116320,57277
116320,22642
240327,88
240327,10853
240327,2177
240327,19880
240327,42182
133854,4127
133854,88
133854,531
133854,98430
277329,3369
277353,1276
277353,88
277353,3604
71079,88
277659,3369
277659,50434
255911,88
255911,3369
255911,71
255911,16649
36970,5226
36970,492
36970,12891
141864,7551
141864,88
141864,502
141864,14615
16649,457
16649,3369
16649,502
16649,505
137324,59026
137324,59012
137324,137238
137324,137239
137324,137241
137324,137242
137324,137243
137324,74207
137324,137259
137324,90540
137324,137271
137324,13505
137324,137272
137324,137273
137324,137274
137324,137278
137324,137283
137324,137286
137324,13506
137324,137292
137324,137293
137324,137300
137324,49212
137324,137318
137324,137321
137324,137326
160512,6963
160512,98791
59000,1357
59000,6338
59000,4412
59000,25258
59000,90227
59000,168933
59000,99280
59000,131388
59000,93106
59000,3547
59000,93107
59000,11375
59000,132823
59000,93109
59000,153938
59000,9951
59000,51319
59000,553
59000,9960
59000,69597
59000,9972
59000,40698
59000,114221
59000,40973
59000,48226
59000,67178
59000,132827
59000,30600
59000,132829
59000,181576
59000,82741
59000,93118
59000,124378
59000,36989
59000,143517
59000,132833
59000,67190
59000,44246
59000,96291
59000,64965
59000,34790
59000,144338
59000,127904
59000,40429
59000,7462
59000,108133
59000,164910
59000,122529
59000,35839
59000,18097
59000,42909
59000,15885
59000,93147
59000,133773
59000,168935
59000,13163
59000,151383
59000,132851
59000,132853
59000,143546
59000,277939
59000,69643
59000,10352
59000,181080
59000,93171
59000,143554
59000,98897
59000,208666
59000,123165
59000,10381
59000,132864
59000,100703
59000,81674
59000,69648
59000,143563
215673,49334
215673,88
215673,308
215673,3369
215673,24025
215673,40973
215673,136683
559,6338
559,1160
559,468
559,14164
559,7801
559,69583
559,11135
559,21942
559,33514
278040,88
278040,3369
278040,16649
43848,46530
43848,78114
43848,145501
278116,88
262039,33051
262039,2374
262039,19837
262039,88
262039,28727
262039,48920
71180,88
71180,4378
71180,15885
210229,14907
210229,11036
210229,1276
210229,22455
210229,88
210229,468
210229,5226
210229,11991
210229,492
210229,511
210229,3604
210229,51021
210229,3547
210229,2567
210229,15196
210229,9964
210229,35184
210229,13820
210229,14957
210229,39782
210229,5500
210229,53967
222755,30091
222755,35652
3759,3724
3759,46726
3759,3742
77400,54344
77400,8711
77400,7551
77400,88
77400,14589
77400,14611
77400,60035
77400,14615
77400,60406
77400,16547
77400,5163
96413,3437
96413,53575
96413,1276
96413,88
96413,3972
96413,56968
96413,5226
96413,47460
96413,11991
96413,5123
96413,15489
96413,92274
96413,832
96413,3547
96413,95986
96413,43722
96413,19604
96413,23956
96413,43742
96413,9964
96413,80429
96413,3994
96413,13798
96413,26153
96413,53508
96413,89805
96413,12022
96413,39885
96413,26158
96413,12751
96413,42172
96413,3998
96413,13811
96413,26092
96413,2177
96413,9704
96413,43726
96413,64911
96413,75458
96413,95676
96413,103447
96413,27723
96413,170536
96413,74779
96413,42182
96413,98204
96413,57942
96413,67382
80163,52784
80163,88
80163,73861
80163,531
120721,120719
120721,77555
253042,2177
253042,22051
844,11979
844,2480
844,88
844,242588
35551,33171
35551,28462
35551,88
35551,35512
35551,41906
35551,98791
35551,2417
35551,138060
111203,439
111203,3542
111203,11036
111203,468
111203,56968
111203,27791
111203,511
111203,4177
111203,3603
111203,26398
111203,15196
111203,24704
111203,131
278652,88
138578,50218
168699,1276
168699,88
168699,153606
168699,132399
278730,308
278775,510
77846,75546
77846,9800
77846,21507
77846,3353
77846,3359
77846,55660
77846,42335
77846,108162
77846,17939
77846,117717
77846,9351
77846,38456
77846,55664
77846,211640
77846,145159
77846,26454
77846,24919
143639,5226
142835,162721
142835,131640
142835,225791
142835,53859
141111,6338
141111,1711
141111,1725
141111,88
141111,15196
141111,141112
141111,13808
141111,2177
107471,8451
107471,4974
73365,6642
73365,137199
73365,6645
73365,93258
73365,6658
73365,6662
73365,6668
73365,170925
73365,93274
73365,93275
73365,6672
73365,160038
73365,6674
73365,141604
73365,6677
73365,93279
73365,93296
73365,93297
73365,132408
73365,6692
73365,204518
73365,39089
73365,93308
73365,93311
73365,132409
73365,93314
73365,6701
73365,195816
73365,112228
73365,6704
73365,95848
73365,69970
73365,141619
73365,154584
73365,130629
73365,224480
34531,88167
136801,278251
47646,232
47646,2866
47646,15169
47646,2881
47646,102956
47646,138522
47646,2912
47646,58524
270833,1276
270833,88
270833,5226
270833,10013
270833,2417
104161,4
104161,36634
104161,439
104161,11036
104161,1147
104161,468
104161,492
104161,502
104161,2753
104161,511
104161,4177
104161,3604
104161,15196
279050,3369
193558,41328
222902,14907
222902,1276
222902,88
222902,11991
222902,5123
222902,502
222902,511
222902,550
222902,26153
222902,53967
222902,27723
222902,75798
150365,90528
150365,128795
150365,26708
150365,3994
279143,3369
57993,6940
57993,56426
57993,8711
57993,14064
57993,88
57993,38815
57993,40255
57993,58068
57993,117424
108383,108380
108383,88
108383,308
108383,3972
108383,1902
108383,14167
108383,4412
108383,3369
108383,8391
108383,9964
108383,10853
108383,16649
108383,12022
108383,12751
108383,50200
108383,2177
108383,107585
108383,175819
279205,5186
279205,2417
194051,88
249266,9186
126658,20073
126658,10013
126658,42831
126658,92603
124549,4
124549,461
124549,88
279419,1276
279419,5226
279419,101307
137325,59026
137325,59027
137325,59012
137325,137238
137325,103921
137325,137241
137325,137242
137325,137243
137325,137246
137325,137247
137325,137249
137325,137252
137325,137257
137325,137264
137325,137267
137325,137269
137325,137271
137325,13505
137325,137272
137325,137274
137325,137279
137325,137283
137325,137286
137325,13506
137325,137288
137325,91264
137325,125946
137325,137292
137325,137293
137325,137294
137325,137301
137325,49212
137325,137319
137325,137321
137325,137328
171199,14123
171199,308
171199,3369
171199,2696
171199,5664
171199,2417
273642,43420
273642,88
273642,3369
273642,502
273642,26078
273642,550
279516,5226
12959,36805
12959,3360
12959,502
12959,2567
12959,71
12959,3206
12959,2417
12959,51112
12959,5506
119705,88
119705,119704
140333,308
7457,5310
7457,697
7457,56699
7457,190936
7457,502
7457,511
7457,3604
7457,71
7457,3289
7457,40698
7457,10309
260997,279602
260997,177667
137326,59026
137326,137237
137326,59027
137326,59012
137326,137238
137326,137239
137326,137240
137326,103921
137326,137241
137326,137242
137326,137243
137326,13502
137326,137244
137326,137245
137326,137246
137326,137247
137326,137248
137326,137249
137326,137250
137326,137251
137326,137252
137326,137253
137326,137254
137326,137255
137326,137256
137326,137257
137326,74207
137326,137258
137326,137259
137326,137261
137326,137262
137326,137263
137326,137264
137326,137266
137326,137267
137326,137268
137326,90540
137326,137330
137326,137269
137326,137270
137326,137271
137326,13505
137326,137272
137326,137273
137326,137274
137326,137275
137326,60686
137326,137276
137326,137277
137326,137278
137326,137279
137326,137280
137326,137281
137326,137282
137326,137283
137326,137284
137326,137285
137326,137331
137326,137286
137326,13506
137326,137287
137326,137288
137326,91264
137326,137289
137326,137290
137326,125946
137326,137291
137326,137292
137326,13508
137326,137293
137326,137294
137326,137295
137326,137296
137326,13509
137326,137297
137326,137298
137326,137299
137326,137300
137326,137301
137326,137302
137326,137303
137326,137304
137326,137305
137326,137306
137326,137307
137326,137308
137326,137310
137326,137311
137326,13510
137326,137312
137326,49212
137326,137314
137326,137316
137326,137317
137326,13511
137326,137318
137326,137319
137326,137320
137326,137321
137326,137322
137326,137323
137326,137324
137326,137325
137326,137327
137326,137328
160633,6078
160633,40581
78160,78166
78160,200738
279771,3369
142437,308
142437,91950
53718,80267
53718,28327
53718,53787
279805,3369
279805,31887
151442,32510
98243,98239
98243,4665
98243,98240
98243,88
98243,885
98243,2177
55991,17487
20971,28067
20971,31709
20971,31740
20971,20937
20971,93023
20971,69127
20971,28092
20971,71549
20971,21062
20971,35361
20971,58095
20971,138614
20971,279845
20971,111189
20971,35376
20971,79100
20971,63144
20971,62358
20971,71619
20971,242935
108484,1654
108484,93308
233404,1276
233404,88
233404,5226
233404,5123
233404,492
233404,69451
233404,13778
233404,68191
233404,5137
233404,832
233404,75083
233404,5143
233404,45605
233404,553
233404,9964
233404,3994
233404,68381
233404,26092
233404,5155
233404,16210
233404,14957
233404,27311
233404,74779
233404,94269
233404,92693
233404,215260
280000,22051
130586,2480
130586,88
130586,468
130586,308
130586,3972
130586,14164
130586,56968
130586,5226
130586,11991
130586,31926
130586,3604
130586,5137
130586,43722
130586,13790
130586,2696
130586,15196
130586,45604
130586,126878
130586,12751
130586,13820
130586,40191
142537,88
142537,4974
142537,2417
208470,52205
152836,88
152836,26764
152836,45426
152836,43914
152836,61005
20073,40744
20073,88
20073,27791
20073,5843
20073,492
20073,511
20073,17527
20073,81181
20073,3603
20073,17531
20073,19604
20073,553
20073,9964
20073,17538
20073,12751
20073,13808
20073,74766
20073,31427
20073,50286
20073,36982
20073,37834
280422,51816
280425,3369
280425,16649
27394,128513
27394,18626
27394,209045
27394,53061
27394,2733
27394,6150
27394,280473
27394,11569
56733,6940
56733,4665
56733,56426
56733,8811
56733,7551
56733,88
56733,31084
56733,50227
56733,44446
56733,14588
56733,8903
56733,3994
56733,64993
56733,35348
56733,60021
56733,14611
56733,14615
56733,50335
56733,47015
56733,30225
56733,96022
56733,30639
56733,30226
56733,120190
56733,53902
56733,9021
56733,50350
56733,63143
56733,63808
56733,35376
56733,102501
56733,9036
280510,88
280510,2417
128580,88
128580,2567
202689,14907
202689,88
202689,11991
202689,3604
202689,26398
202689,3547
202689,19604
202689,9704
202689,48920
202689,27723
202689,29252
202689,84647
176705,2882
280635,3369
280645,3369
266569,48768
266569,39660
3845,102144
81838,38514
15508,2369
15508,468
15508,47460
15508,64867
15508,78770
15508,56303
15508,13798
15508,76132
15508,137656
15508,47479
15508,189661
15508,20896
15508,58074
15508,117424
15508,157002
45904,783
53435,8711
53435,14064
53435,7551
53435,16536
53435,65548
53435,14615
107693,13383
107693,88
107693,4412
107693,82741
107693,4378
107693,2417
107693,5500
107693,84647
155867,88
155867,2753
155867,13778
155867,2567
155867,9972
155867,13798
155867,44620
155867,4378
155867,2417
155867,2177
155867,9605
155867,5500
280974,3998
206494,75453
206494,186458
206494,138470
206494,158970
206494,10352
281003,88
281003,19604
220939,88
148192,88
281188,3369
20219,3724
20219,88
20219,46726
20219,3742
20219,38602
20219,22849
51107,88
38599,3724
38599,38572
38599,43867
38599,22808
38599,43597
38599,162268
7695,88
7695,28964
281350,88
281350,3998
281350,2177
281412,88
51015,185735
51015,2180
206507,3369
281493,4
88951,2696
88951,61786
88951,91742
88951,42019
87623,4528
87623,136841
87623,162118
87623,4570
105473,27682
38456,3533
38456,75546
38456,9800
38456,3353
38456,48523
38456,17939
38456,83479
38456,9351
38456,77846
38456,40446
38456,49831
38456,178660
38456,134672
38456,91950
38456,26454
38456,59136
38456,26458
38456,24919
3994,15439
3994,5087
3994,40184
3994,142168
3994,50219
3994,2491
3994,3972
3994,166137
3994,66371
3994,11991
3994,53936
3994,145550
3994,5123
3994,15489
3994,21929
3994,27484
3994,26072
3994,5137
3994,14375
3994,16303
3994,19604
3994,2230
3994,103427
3994,191354
3994,84745
3994,75088
3994,13798
3994,40973
3994,201659
13013,308
13013,832
281572,1276
281572,88
281572,5226
281572,492
281572,511
281572,832
281572,15196
281572,49125
168424,88
168424,133011
281742,88
281742,3998
258313,242386
258313,258317
100306,1309
100306,75548
100306,9288
100306,6081
281951,1276
281951,88
281951,5226
281951,170862
236757,2567
236757,40191
104943,531
153098,27349
99032,16514
99032,14543
99032,8702
99032,14609
210177,88
210177,885
210177,531
78330,78328
282095,3369
141112,308
141112,510
141112,141111
282200,94880
75088,411
75088,5087
75088,1134
75088,150889
75088,56980
75088,144568
75088,3972
75088,14166
75088,135486
75088,832
75088,70491
75088,53950
75088,105828
75088,3994
75088,26153
75088,13516
75088,5163
75088,29252
144476,144474
144476,2417
19605,1945
19605,148923
19605,88
19605,308
19605,3972
19605,5123
19605,23208
19605,69451
19605,15188
19605,5137
19605,63983
19605,75083
19605,2230
19605,45605
19605,10853
19605,3994
19605,165806
19605,8966
19605,5155
19605,106209
19605,7501
19605,25781
19605,40191
19605,55539
19605,41511
85796,88
85796,35738
278251,136801
278251,43597
278251,20327
27916,531
27916,27917
16326,153959
16326,13765
16326,55906
13798,53930
13798,4665
13798,439
13798,11036
13798,5189
13798,1276
13798,88
13798,14166
13798,9672
13798,41849
13798,54258
13798,7406
13798,13766
13798,502
13798,505
13798,11876
13798,15184
13798,2753
13798,511
13798,13778
13798,51166
13798,15188
13798,3603
13798,3604
13798,8391
13798,26398
13798,832
13798,3547
13798,16772
13798,23200
13798,23956
13798,43742
13798,71
13798,553
13798,9964
13798,10853
13798,13123
13798,15508
13798,3013
13798,89805
13798,68381
13798,2175
13798,12751
13798,13808
13798,3998
13798,50200
13798,2177
13798,11692
13798,39889
13798,9704
13798,7501
13798,51176
13798,115054
13798,30097
13798,50620
13798,54921
13798,67382
74938,88
74938,282128
74938,135427
110989,885
110989,71
110989,282620
164493,8755
164493,6940
164493,14064
164493,7551
164493,14586
164493,14611
107647,1276
107647,88
107647,19604
107647,47379
107647,30600
107647,30603
107647,44246
195861,195873
195861,147421
195861,80864
282734,308
282734,3369
282734,49207
44086,1276
44086,88
44086,3604
44086,3994
44086,114027
44086,26091
44086,3998
44086,282758
44086,49125
44086,282759
44086,35376
44086,84647
267326,21715
27741,43925
27741,31709
27741,50216
27741,6940
27741,56426
27741,8711
27741,14064
27741,7551
27741,1276
27741,88
27741,35738
27741,5226
27741,38815
27741,57977
27741,16528
27741,77555
27741,39124
27741,31084
27741,44446
27741,14589
27741,8903
27741,56733
27741,35348
27741,14609
27741,14611
27741,67666
27741,14615
27741,47015
27741,30225
27741,8992
27741,30639
27741,237069
27741,64729
27741,58114
27741,95429
27741,50347
27741,123925
27741,16547
27741,38819
27741,63143
27741,63808
27741,35376
27741,95081
27741,68758
282887,43867
282887,98728
282887,43597
282887,90718
282887,67135
167060,9731
167060,1276
167060,2696
29493,389
29493,11336
29493,29648
29493,28962
29493,12891
29493,28854
29493,28993
29493,2567
29493,550
29493,11393
29493,13798
29493,13516
29493,39660
29493,29010
29493,41792
29493,29012
29493,176505
29493,10179
29493,42843
29493,115051
29493,9107
29493,10273
29493,44308
29493,67515
29493,115562
282957,24025
209038,3369
209038,153249
43209,832
33942,5189
33942,461
33942,3360
33942,502
33942,511
33942,550
33942,9960
33942,1999
33942,2417
33942,97170
252584,2173
283206,88
283206,5226
37983,1945
37983,1276
37983,88
37983,92274
37983,27483
37983,885
37983,10650
37983,3604
37983,5137
37983,2567
37983,26153
37983,3807
37983,12022
37983,131555
33269,18608
33269,30573
33269,70329
283284,3369
283284,16649
283305,308
283305,3369
166599,9208
193952,461
193952,33269
193952,2417
193952,5500
283387,12281
49825,3604
49825,71
49825,13879
283400,308
142002,531
142002,66002
109608,1276
109608,5226
109608,66371
109608,40973
109608,70309
109608,40996
109608,69643
283614,1276
283614,88
283614,56968
283614,5226
283614,3604
283614,2911
283614,13808
283614,53967
283614,27723
283649,68381
61544,7551
61544,28462
61544,36984
89451,34553
89451,51071
89451,2417
89451,16091
89451,139884
93249,723
93249,88
93249,3369
93249,2417
25100,1357
25100,98625
25100,234244
25100,2733
25100,68223
25100,114221
25100,44620
25100,9604
25100,207728
25100,41768
25100,95702
25100,26396
25100,49761
25100,283941
47506,13609
47506,64767
47506,85147
47506,47494
47506,48170
47506,47498
47506,47499
47506,47500
47506,3066
47506,56881
47506,39089
47506,16210
47506,125423
47506,6701
47506,70301
52761,4
52761,697
52761,3533
52761,7394
52761,4665
52761,439
52761,11176
52761,11036
52761,18608
52761,1276
52761,61698
52761,461
52761,88
52761,28375
52761,8460
52761,5226
52761,14166
52761,478
52761,4475
52761,23318
52761,62618
52761,492
52761,48039
52761,502
52761,505
52761,7801
52761,511
52761,27484
52761,885
52761,10650
52761,3603
52761,3604
52761,5137
52761,832
52761,23956
52761,71
52761,553
52761,40698
52761,70275
52761,3013
52761,1999
52761,13808
52761,2417
52761,7501
52761,38804
52761,49125
52761,36982
284022,7551
3289,697
3289,29710
3289,62086
3289,88
3289,48977
3289,1160
3289,5226
3289,132650
3289,531
3289,29467
3289,2733
3289,2696
3289,45604
3289,9972
3289,10044
3289,2417
3289,36989
3289,10091
3289,28806
3289,26509
3289,95702
167846,5186
167846,5189
217226,11844
217226,2925
149842,11876
149842,62391
209832,1276
209832,5226
209832,116887
209832,57071
209832,128441
13627,38941
284098,88
284098,2177
284178,88
284178,5226
284178,11991
284178,16801
284178,19604
284178,43742
284178,3998
284178,13811
284178,22849
62883,4
62883,40957
62883,4665
62883,1276
62883,88
62883,308
62883,5226
62883,2333
62883,15489
62883,6081
62883,832
62883,19604
62883,71
62883,55539
62883,36982
50047,6338
50047,52427
50047,32229
50047,66371
50047,18624
50047,12651
50047,18666
50047,2563
50047,66383
50047,40973
50047,44246
50047,42900
50047,64965
50047,70301
50047,35839
50047,42909
50047,13163
24955,368
24955,1945
24955,2480
24955,88
24955,468
24955,308
24955,885
24955,550
24955,71
24955,108383
24955,51640
284302,1276
284302,4475
284302,832
284302,71
176481,1945
176481,4665
176481,2480
176481,148923
176481,88
176481,308
176481,3972
176481,3604
176481,2230
176481,26091
176481,5155
176481,2177
176481,128869
176481,23214
176481,124398
182195,1276
182195,88
182195,5226
182195,119726
182195,832
182195,284331
182195,2417
58874,88
58874,78114
19178,4718
19178,389
19178,48271
19178,22450
19178,14907
19178,12843
19178,439
19178,1276
19178,78456
19178,5114
19178,3972
19178,11336
19178,28958
19178,492
19178,12891
19178,18309
19178,28854
19178,511
19178,3603
19178,3604
19178,3547
19178,43722
19178,11677
19178,48278
19178,76404
19178,16304
19178,162402
19178,11393
19178,80881
19178,14844
19178,29010
19178,80920
19178,52293
19178,13808
19178,29012
19178,36989
19178,84219
19178,10179
19178,195850
19178,29021
19178,9107
19178,67517
19178,33360
178396,71485
178396,82661
178396,39157
45431,6940
45431,50314
45431,88
45431,35738
45431,61293
45431,45424
45431,50322
45431,45006
45431,5550
45431,80369
45431,109324
45431,95829
45431,284389
45431,153653
45431,57525
254289,510
254289,190282
254289,26509
143579,4
143579,22512
143579,8410
143579,9210
143579,16210
284443,88
284443,5226
284443,12751
284443,27723
284443,67382
3624,4
3624,3807
3624,3629
49615,4
49615,88
27045,11530
27045,87955
42170,88
42170,11991
42170,16801
42170,104541
42170,19604
42170,26153
42170,39885
42170,42172
42170,3998
42170,64911
42170,170536
86645,177364
86645,26078
86645,119054
86645,64998
86645,8992
86645,98671
86645,38819
280728,88
26153,113690
26153,88
26153,11991
26153,15489
26153,11876
26153,832
26153,3547
26153,19604
26153,43742
26153,75088
26153,12022
26153,173673
26153,3998
26153,13811
26153,15458
26153,120670
26153,170862
26153,98204
26153,75798
34487,3562
284875,1276
284875,88
284875,832
284875,26158
284917,50434
14844,14825
14844,22450
14844,11315
14844,308
14844,3546
14844,15741
14844,29648
14844,12891
14844,11393
14844,41792
14844,9102
14844,29012
14844,22034
14844,65032
14844,84460
14844,10179
14844,29021
14844,5500
14844,44307
14844,44308
40698,21339
40698,1276
165703,1276
165703,88
165703,3604
165703,5137
165703,2696
165703,3994
165703,26153
55664,9800
55664,21507
55664,3353
55664,308
55664,5537
55664,175196
55664,42335
55664,48523
55664,38455
55664,108162
55664,17939
55664,83479
55664,151632
55664,77846
55664,49831
55664,134672
55664,26454
55664,63592
55664,79247
55664,26458
55664,24919
111029,69340
129244,8711
129244,7551
129244,24821
129244,54365
129244,22073
129244,14611
129244,60035
129244,14615
129244,47015
129244,16547
116633,118513
116633,65216
116633,116255
116633,274928
116633,234621
116633,95235
45702,1276
45702,2374
45702,88
45702,5226
45702,5123
45702,5021
45702,2567
45702,126298
45702,78028
45702,50698
45702,38785
45702,48920
45702,75797
32433,47321
32433,16990
32433,26092
32433,2177
59327,5226
59327,59343
59327,175283
143481,308
143481,24025
261060,5155
101956,38007
101956,88
46255,4
46255,84438
173395,3369
173395,173398
173395,173415
285368,505
285368,58514
285443,1276
285443,88
285443,3604
285443,3998
236416,88
236416,11992
236416,531
236416,16824
236416,54855
220581,99885
105883,11094
105883,1945
105883,1276
105883,308
105883,511
105883,885
105883,70524
105883,101977
251685,88
251685,19604
251685,43742
251685,12022
251685,3998
251685,15458
103629,116972
103629,57064
285571,5226
285571,832
45432,44446
45432,45006
87992,88
87992,38815
87992,54367
87992,39131
87992,76365
87992,8903
87992,52709
176341,17531
176341,57769
176341,155204
184536,88
184536,2177
55007,88
183946,11622
183946,22339
285736,88
38602,46530
38602,7185
38602,26092
38602,20265
38602,65634
285762,14797
285889,7551
285889,16549
285923,1276
285923,88
285923,5226
285923,11991
285923,3994
286005,3369
286005,16649
153386,389
153386,1276
153386,120050
153386,88
153386,5226
153386,22458
153386,4412
153386,5192
153386,12891
153386,531
153386,550
153386,44246
76835,22512
205208,88
205208,5226
205208,22924
205208,13765
205208,3604
205208,19604
205208,43742
205208,88146
205208,26153
286094,3369
99573,133528
99573,1912
99573,3369
74068,11971
74068,9727
74068,90556
74068,6759
74068,53117
74068,146802
220165,8711
220165,133250
247775,4
247775,8410
247775,2417
84524,198681
286355,88
286355,68206
137327,59026
137327,59027
137327,59012
137327,137238
137327,137239
137327,137240
137327,137241
137327,137242
137327,137243
137327,137244
137327,137246
137327,137247
137327,137249
137327,137252
137327,137253
137327,137256
137327,74207
137327,137258
137327,137262
137327,137266
137327,137267
137327,137268
137327,137269
137327,137270
137327,137271
137327,13505
137327,137274
137327,60686
137327,137278
137327,137280
137327,137281
137327,137282
137327,137283
137327,137285
137327,137286
137327,13506
137327,137287
137327,137288
137327,137291
137327,137292
137327,137293
137327,137294
137327,137299
137327,137301
137327,137306
137327,137308
137327,49212
137327,137318
137327,137319
137327,137321
137327,137328
181756,5948
181756,88
181756,44246
181756,7100
181756,27676
181756,45082
139029,88
139029,27475
139029,885
139029,3604
170806,88
170806,2175
31271,28462
31271,6963
31271,178957
286444,4
286444,3369
286444,832
131967,23116
131967,308
131967,3369
131967,832
131967,71
131967,16649
131967,42815
21942,2480
21942,308
21942,71897
21942,559
21942,24291
129284,6081
129284,41740
129284,8122
29919,6940
110319,11036
110319,468
110319,5226
110319,492
110319,511
110319,8391
110319,36854
110319,15196
110319,23956
47220,16978
47220,2696
47220,13808
47220,2417
47220,9604
47220,158961
47220,150680
6963,67530
6963,31271
76640,88
76640,43722
177323,308
286850,1276
286850,88
286850,5226
286850,3369
286850,3604
286850,832
286850,3994
286850,39885
286850,14957
41894,88
41894,9060
41894,114833
41894,64998
41894,210063
41894,189345
286903,1160
286903,3369
286903,531
6668,93258
6668,6662
6668,73365
6668,73367
6668,6674
6668,93296
6668,6692
6668,39089
6668,93308
6668,93314
6668,68133
6668,69970
6668,97170
6668,6708
6668,154584
6668,130629
6668,194516
13179,1134
13179,5226
287046,26153
287068,3369
287068,16649
243735,12281
115684,37582
239867,170101
239867,214614
239867,170103
200985,188032
169712,1276
169712,5226
57747,2430
57747,1945
57747,308
57747,30091
26963,1134
26963,88
26963,71072
26963,4475
26963,212726
26963,248489
256987,88
256987,224135
256987,204983
256987,287412
54413,84745
54413,120514
287480,308
287480,3369
231036,88
231036,71
118375,76646
118375,42951
118375,85752
79457,142818
79457,79449
79457,9972
79457,142844
79457,9605
79457,53755
79457,149046
79457,85108
79457,53810
79457,53822
71134,14064
71134,7551
71134,243882
71134,30639
21608,50353
21608,175493
21608,122663
21608,12281
21608,82019
21609,1902
21609,65187
21609,172389
21609,287630
21609,12281
21609,60453
287654,12281
61545,136524
38941,1276
38941,5226
38941,13627
38941,9208
287700,3369
43515,1276
43515,88
43515,27484
43515,26078
43515,11677
43515,133247
43515,10853
43515,75088
43515,13798
43515,12022
43515,2175
43515,13808
43515,2177
43515,19880
22814,44119
22814,44644
22814,14907
22814,67119
22814,1276
22814,88
22814,38572
22814,5226
22814,54258
22814,492
22814,502
22814,15184
22814,511
22814,3604
22814,89316
22814,5281
22814,15196
22814,9476
22814,22808
22814,133983
22814,3807
22814,183563
22814,95871
22814,2417
22814,20261
22814,13820
22814,156668
22814,48681
22814,162268
22814,77138
22814,46754
22814,74030
22814,62353
22814,53967
22814,88407
22814,27723
22814,74039
22814,38642
22814,46535
22814,84647
101550,1276
39658,12879
39658,29648
39658,12891
39658,28854
39658,76920
39658,65774
39658,29493
39658,14844
39658,88247
39658,41792
39658,134301
39658,29012
39658,127927
39658,10179
39658,29021
39658,21327
39658,44307
39658,15885
39658,44308
39658,67517
260289,88
260289,2567
260289,9972
260289,4378
287954,72639
287954,2480
287954,5500
82686,82689
82686,57518
287994,832
287994,41469
287994,170986
288008,3369
87330,95510
87330,187621
87330,77138
87330,46754
87330,67132
87330,87740
87330,192102
87330,162325
170925,6645
170925,93258
170925,6658
170925,6662
170925,9254
170925,6707
131340,131327
131340,202696
29113,3369
95377,11981
95377,88
95377,2696
95377,550
95377,26640
95377,71
95377,73227
95377,33946
95377,2417
95377,36989
121887,46418
60587,43422
60587,5021
60587,553
60587,33942
60587,42160
60587,9299
60587,26091
60587,26509
149809,6338
149809,35436
149809,3360
149809,31740
149809,2417
66383,1357
66383,6104
66383,2369
66383,2480
66383,32229
66383,5393
66383,66371
66383,18624
66383,27381
66383,21929
66383,12651
66383,55526
66383,18675
66383,550
66383,50047
66383,1999
66383,24291
66383,51364
66383,70301
66383,186184
66383,70303
66383,11569
66383,110577
66383,171828
66383,62480
288386,1276
288386,88
288386,832
288386,2417
288386,3998
33097,33051
33097,19837
33097,88
33097,5123
33097,3604
33097,23956
33097,149598
181296,5948
181296,1945
181296,308
61271,1276
61271,461
61271,88
61271,308
61271,1912
61271,885
61271,27687
61271,2417
189395,4
189395,29710
189395,23866
189395,12281
65919,14825
65919,389
