L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
3013,94,6,1,3100,3081679,8,8,146356532,777177650,35551,35523,35573,106211174,365042431,631966074
3013,139,5,2,3000,3117390,5,6,146356532,777177650,35550,35496,35560,862871618,431484053,673925545
3013,120,10,3,3500,3570419,0,3,146356532,777177650,35520,35552,35534,785149710,431484053,343901115
3013,181,2,4,1700,1838006,1,7,146356532,777177650,35485,35550,35514,749443834,407419891,405038884
3013,60,5,5,2000,1920120,0,4,146356532,777177650,35554,35505,35560,785149710,250142940,293342587
3013,72,2,6,1900,1846933,8,7,146356532,777177650,35559,35536,35563,785149710,1001693018,701808191
3014,163,4,1,3600,3827376,5,3,449642453,330563436,33922,33987,33934,862871618,944913022,501655388
3014,106,1,2,3600,3621960,0,8,378580043,330563436,33964,33965,33991,785149710,431484053,364629290
3014,151,9,3,4800,5045520,6,2,449642453,330563436,33955,33975,33961,749443834,1001693018,506551023
3014,114,1,4,1400,1419754,10,2,378580043,330563436,33925,33968,33953,749443834,407419891,619017071
3014,75,5,5,2800,2730196,2,8,378580043,330563436,33976,33954,33977,862871618,944913022,95173018
3014,38,4,6,3000,2814090,4,1,378580043,330563436,34026,33969,34046,862871618,365042431,549637901
3015,3,8,1,500,451500,9,0,449642453,330563436,33977,33938,33986,862871618,250142940,685404728
3015,18,2,2,1700,1560617,3,1,378580043,330563436,33891,33926,33903,785149710,365042431,667233980
3015,91,4,3,2300,2279507,3,5,449642453,330563436,33939,33925,33959,749443834,944913022,189131975
3015,156,7,4,700,739305,10,3,449642453,330563436,33943,33953,33966,749443834,1001693018,984479556
3015,165,4,5,4200,4473672,4,2,378580043,330563436,33988,33913,34009,749443834,365042431,600306910
3015,66,7,6,1800,1738908,2,3,378580043,330563436,33885,33925,33893,862871618,431484053,11318838
3040,16,6,1,1800,1648818,8,4,378580043,330563436,34143,34154,34167,862871618,407419891,403720515
3040,133,9,2,900,929817,0,1,449642453,330563436,34130,34103,34132,106211174,250142940,747550667
3040,126,5,3,3000,3078360,1,1,449642453,330563436,34185,34105,34198,106211174,431484053,1057038910
3040,83,4,4,1400,1376312,5,4,449642453,330563436,34100,34105,34106,862871618,1001693018,902822057
3040,52,3,5,4300,4093815,4,4,378580043,330563436,34108,34112,34113,106211174,431484053,201215647
3040,18,5,6,1000,918010,8,4,378580043,330563436,34103,34142,34129,749443834,431484053,415049014
3041,181,2,1,500,540590,7,4,146356532,777177650,35629,35624,35657,785149710,944913022,224248202
3041,146,9,2,900,941526,3,3,146356532,777177650,35608,35654,35628,785149710,365042431,253093172
3041,68,5,3,900,871254,9,6,146356532,777177650,35668,35632,35687,862871618,944913022,366464066
3042,105,2,1,3000,3015300,8,6,449642453,330563436,34709,34743,34721,749443834,407419891,251905718
3042,102,3,2,2800,2805880,5,3,449642453,330563436,34660,34699,34672,862871618,431484053,745076906
3042,14,8,3,3400,3107634,4,0,378580043,330563436,34677,34731,34687,862871618,86983390,700582231
3042,48,1,4,1900,1801275,2,1,449642453,330563436,34761,34721,34773,785149710,86983390,382622221
3043,46,9,1,2300,2175892,7,4,378580043,330563436,33730,33805,33740,785149710,86983390,130902291
3043,6,3,2,1500,1359000,3,5,449642453,330563436,33749,33756,33762,785149710,944913022,441085377
3043,60,1,3,4200,4032251,10,7,378580043,330563436,33798,33772,33806,106211174,431484053,532903502
3043,91,2,4,500,495545,10,1,449642453,330563436,33744,33785,33773,862871618,86983390,466912311
3044,101,2,1,1000,1001100,7,8,146356532,777177650,35257,35189,35265,862871618,1001693018,924866160
3044,168,7,2,300,320448,6,2,146356532,777177650,35271,35209,35290,862871618,365042431,1004184806
3044,19,3,3,4700,4319347,9,0,146356532,777177650,35207,35236,35213,106211174,1001693018,731121177
3045,88,9,1,4100,4051128,5,1,146356532,777177650,34970,35025,34973,862871618,431484053,52562955
3045,69,6,2,4800,4651488,2,3,146356532,777177650,34971,35047,34980,862871618,431484053,1068989650
3046,74,5,1,4400,4285908,3,3,146356532,777177650,35125,35118,35154,106211174,365042431,759345138
3046,54,5,2,4600,4388630,3,8,146356532,777177650,35144,35121,35160,862871618,365042431,395071957
3046,2,9,3,3100,2796200,3,7,146356532,777177650,35146,35092,35148,106211174,250142940,337419948
3047,104,5,1,1700,1706970,8,2,146356532,777177650,35593,35538,35602,785149710,944913022,640013050
3047,14,1,2,2300,2102223,0,4,146356532,777177650,35568,35593,35576,862871618,1001693018,824659828
3072,57,9,1,600,574230,9,5,378580043,330563436,34372,34415,34391,749443834,1001693018,524029884
3072,108,3,2,3600,3629160,7,2,378580043,330563436,34436,34444,34458,785149710,365042431,73542056
3072,97,8,3,700,697963,4,7,378580043,330563436,34461,34422,34471,785149710,86983390,811484248
3072,83,4,4,3900,3834012,5,8,449642453,330563436,34479,34442,34497,785149710,431484053,96317719
3072,88,9,5,100,98808,1,8,378580043,330563436,34389,34405,34410,106211174,365042431,1022524387
3073,194,7,1,1600,1750704,7,1,378580043,330563436,34393,34414,34422,749443834,365042431,6229249
3073,22,5,2,4700,4333494,9,0,378580043,330563436,34417,34375,34443,106211174,1001693018,267214442
3073,87,8,3,1000,987079,3,0,378580043,330563436,34374,34415,34389,785149710,944913022,263318026
3073,29,4,4,1400,1300628,9,7,378580043,330563436,34415,34423,34429,106211174,250142940,955164756
3073,41,10,5,2500,2352600,0,7,378580043,330563436,34436,34398,34444,106211174,86983390,389932976
3073,147,8,6,3900,4083846,9,2,378580043,330563436,34453,34379,34464,749443834,365042431,187788988
3073,44,5,7,1100,1038444,8,7,449642453,330563436,34453,34397,34460,785149710,407419891,804622233
3074,37,8,1,5000,4685150,8,8,449642453,330563436,33998,33951,34018,106211174,365042431,1043351898
3074,139,5,2,3900,4052607,3,0,378580043,330563436,33944,33995,33945,749443834,86983390,619487463
3075,9,6,1,3900,3545100,2,3,449642453,330563436,34493,34504,34503,106211174,944913022,93799328
3075,52,10,2,200,190410,7,8,378580043,330563436,34497,34493,34508,862871618,365042431,979062454
3076,85,6,1,4400,4334352,0,5,449642453,330563436,34224,34244,34227,862871618,944913022,487579585
3076,106,1,2,2200,2213420,8,0,449642453,330563436,34215,34220,34237,106211174,1001693018,184057180
3076,5,8,3,3100,2805500,6,6,449642453,330563436,34189,34227,34196,862871618,407419891,33022354
3077,72,2,1,2500,2430175,6,1,146356532,777177650,35685,35717,35707,106211174,86983390,599902709
3077,91,3,2,4000,3964360,5,6,146356532,777177650,35723,35690,35751,749443834,365042431,423989248
3077,78,7,3,1300,1271491,3,7,146356532,777177650,35680,35716,35690,106211174,86983390,97091976
3077,115,5,4,2300,2334753,3,2,146356532,777177650,35737,35687,35752,106211174,431484053,175217376
3078,132,3,1,2500,2580325,1,3,449642453,330563436,34079,34088,34085,862871618,365042431,836848920
3078,78,8,2,2100,2053947,9,7,449642453,330563436,34046,34047,34058,785149710,365042431,978641841
3079,70,5,1,2000,1940140,5,0,146356532,777177650,35719,35727,35746,106211174,250142940,355826377
3079,117,1,2,3800,3865018,8,7,146356532,777177650,35739,35757,35768,106211174,250142940,770890630
3079,17,8,3,4000,3668040,2,8,146356532,777177650,35697,35773,35710,106211174,250142940,613214982
3079,24,5,4,200,184804,0,8,146356532,777177650,35798,35749,35821,106211174,944913022,738873160
3079,188,9,5,200,217636,10,0,146356532,777177650,35789,35726,35801,785149710,407419891,678883906
3079,166,1,6,4600,4904336,0,0,146356532,777177650,35751,35736,35757,749443834,1001693018,130931579
3104,51,6,1,2000,1902100,1,8,449642453,330563436,34332,34295,34344,749443834,1001693018,916173097
3104,48,1,2,4700,4455788,2,5,449642453,330563436,34326,34273,34344,785149710,250142940,7357204
3104,63,4,3,1100,1059366,2,3,449642453,330563436,34245,34301,34267,106211174,86983390,13491628
3104,38,9,4,2600,2438878,2,8,378580043,330563436,34334,34306,34363,862871618,86983390,18150961
3105,184,5,1,1100,1192598,1,6,146356532,777177650,35466,35468,35488,106211174,944913022,760399
3105,45,6,2,900,850536,8,8,146356532,777177650,35422,35463,35437,785149710,407419891,663796486
3105,25,4,3,4800,4440096,2,5,146356532,777177650,35487,35459,35505,749443834,1001693018,670279047
3105,91,5,4,2300,2279507,4,7,146356532,777177650,35495,35411,35505,785149710,1001693018,342627107
3105,90,1,5,800,792072,7,7,146356532,777177650,35425,35425,35453,106211174,944913022,778603159
3105,47,6,6,3000,2841120,8,5,146356532,777177650,35490,35462,35492,106211174,944913022,487912165
3106,86,7,1,2200,2169376,3,2,146356532,777177650,35487,35471,35490,749443834,944913022,940896551
3106,136,2,2,4900,5077037,6,6,146356532,777177650,35486,35498,35499,106211174,86983390,306810389
3106,52,7,3,4200,3998610,9,7,146356532,777177650,35523,35504,35540,785149710,1001693018,839880280
3106,196,10,4,600,657714,10,7,146356532,777177650,35461,35529,35486,785149710,1001693018,1069024735
3106,65,2,5,1600,1544096,9,8,146356532,777177650,35484,35528,35503,106211174,365042431,933895695
3107,149,6,1,1600,1678624,5,4,146356532,777177650,35670,35721,35691,862871618,1001693018,525180522
3107,142,3,2,3500,3647490,5,6,146356532,777177650,35667,35751,35685,785149710,86983390,986360996
3107,170,9,3,2300,2461391,3,6,146356532,777177650,35772,35743,35776,862871618,407419891,59031920
3107,87,8,4,2700,2665116,0,8,146356532,777177650,35747,35732,35760,749443834,944913022,38460518
3108,109,2,1,3700,3733669,6,4,449642453,330563436,34256,34241,34280,749443834,250142940,120906679
3108,166,1,2,2600,2772016,8,5,449642453,330563436,34283,34245,34310,785149710,86983390,880505368
3109,18,2,1,3200,2937632,8,3,449642453,330563436,34215,34246,34228,749443834,944913022,1007015801
3109,145,4,2,4900,5121186,8,6,378580043,330563436,34264,34240,34292,862871618,365042431,178852522
3109,176,4,3,4300,4627531,4,7,378580043,330563436,34239,34216,34253,785149710,431484053,206928728
3109,79,10,4,2600,2545582,1,5,378580043,330563436,34287,34258,34307,862871618,86983390,470764009
3109,143,2,5,5000,5215700,1,8,449642453,330563436,34227,34256,34251,106211174,944913022,261092464
3109,15,9,6,1000,915010,10,4,449642453,330563436,34266,34243,34280,106211174,86983390,293068810
3110,89,10,1,100,98908,2,7,449642453,330563436,34712,34717,34727,749443834,1001693018,343845991
3110,57,2,2,3100,2966855,1,6,378580043,330563436,34787,34763,34808,862871618,1001693018,480701123
3110,3,10,3,3400,3070200,2,2,449642453,330563436,34751,34724,34765,862871618,944913022,18700380
3110,40,1,4,1600,1504064,4,4,449642453,330563436,34707,34734,34723,106211174,431484053,269027367
3110,140,6,5,3900,4056546,9,1,449642453,330563436,34737,34718,34749,106211174,431484053,304600810
3111,137,8,1,2200,2281686,6,5,146356532,777177650,34961,35010,34987,785149710,1001693018,859420373
3111,58,10,2,3000,2874150,6,5,146356532,777177650,34975,35016,35002,862871618,86983390,801740265
3111,52,3,3,1000,952050,2,2,146356532,777177650,35011,35003,35035,106211174,944913022,221442493
3111,132,3,4,3100,3199603,0,8,146356532,777177650,34996,34966,35003,862871618,431484053,1047171389
3111,54,6,5,1400,1335670,5,4,146356532,777177650,34987,34989,34989,862871618,407419891,1025555525
3111,86,7,6,500,493039,3,8,146356532,777177650,34939,34986,34944,749443834,86983390,873541828
3111,148,9,7,4100,4297374,9,5,146356532,777177650,35023,35002,35032,862871618,944913022,781960370
3136,142,5,1,3000,3126420,2,8,378580043,330563436,34557,34607,34577,862871618,250142940,454585948
3136,103,4,2,700,702170,5,7,449642453,330563436,34613,34589,34616,862871618,407419891,394264448
3136,158,3,3,4300,4550045,0,7,449642453,330563436,34580,34600,34586,106211174,250142940,385199657
3136,116,6,4,2600,2641886,4,5,449642453,330563436,34618,34643,34641,862871618,365042431,1006829815
3136,67,8,5,200,193412,8,7,378580043,330563436,34657,34639,34662,749443834,86983390,74558103
3136,80,1,6,2900,2842232,8,7,449642453,330563436,34652,34608,34680,106211174,944913022,661173740
3137,3,4,1,600,541800,2,2,146356532,777177650,34959,34993,34986,106211174,407419891,900311729
3137,6,3,2,400,362400,6,4,146356532,777177650,34971,34951,35000,785149710,250142940,511520717
3138,93,5,1,700,695163,5,5,378580043,330563436,34395,34405,34411,106211174,365042431,2737265
3138,44,5,2,2700,2548908,9,1,378580043,330563436,34415,34414,34440,749443834,944913022,326666153
3138,197,8,3,3200,3511008,0,1,378580043,330563436,34387,34459,34391,862871618,431484053,723843364
3138,172,3,4,3800,4074246,7,4,378580043,330563436,34384,34412,34404,785149710,944913022,1067175241
3138,10,1,5,1200,1092012,9,2,449642453,330563436,34395,34433,34412,785149710,944913022,486291753
3138,44,7,6,2500,2360100,5,8,449642453,330563436,34471,34429,34500,862871618,365042431,962521189
3139,40,6,1,4600,4324184,8,3,378580043,330563436,33720,33665,33741,862871618,944913022,128167361
3140,7,4,1,2100,1904700,8,2,378580043,330563436,33704,33753,33713,106211174,1001693018,872319675
3140,89,10,2,1000,989079,7,1,449642453,330563436,33752,33731,33762,785149710,250142940,293432616
3140,133,4,3,2800,2892764,6,0,378580043,330563436,33761,33790,33791,862871618,407419891,439376305
3141,177,6,1,3200,3446944,6,0,146356532,777177650,35022,35049,35027,749443834,944913022,1006614939
3141,10,7,2,3700,3367037,10,5,146356532,777177650,35086,35047,35089,749443834,365042431,841496544
3141,79,7,3,900,881162,9,2,146356532,777177650,35012,35041,35033,749443834,431484053,851799923
3141,46,9,4,4700,4446388,3,1,146356532,777177650,35030,35075,35041,862871618,86983390,594384766
3142,120,7,1,1500,1530180,3,8,378580043,330563436,33829,33832,33836,749443834,365042431,696222218
3143,90,1,1,2200,2178198,2,0,449642453,330563436,34098,34052,34107,862871618,431484053,573068231
3143,183,4,2,4000,4332720,3,8,449642453,330563436,34094,34055,34104,785149710,944913022,502823517
3143,183,4,3,2200,2382996,5,3,449642453,330563436,34044,34096,34071,749443834,431484053,83745160
3143,66,7,4,4600,4443876,5,8,378580043,330563436,34076,34047,34092,785149710,1001693018,118006119
3168,60,8,1,4600,4416276,8,8,378580043,330563436,33646,33663,33663,862871618,407419891,737821350
3168,154,5,2,100,105415,6,8,449642453,330563436,33749,33673,33762,862871618,407419891,963166807
3168,128,3,3,1300,1336556,9,2,449642453,330563436,33666,33721,33676,106211174,407419891,476983845
3168,165,10,4,1100,1171676,2,5,378580043,330563436,33704,33678,33734,785149710,407419891,145980025
3169,192,4,1,1200,1310628,1,4,378580043,330563436,34337,34409,34353,785149710,1001693018,416136017
3169,200,3,2,1700,1870340,5,4,378580043,330563436,34393,34353,34394,749443834,86983390,35597617
3169,188,9,3,1200,1305816,8,7,449642453,330563436,34440,34403,34460,862871618,944913022,914171519
3169,105,6,4,2600,2613260,10,4,378580043,330563436,34430,34412,34451,106211174,86983390,531734202
3169,108,9,5,600,604860,9,1,449642453,330563436,34415,34385,34426,862871618,365042431,978387711
3169,177,8,6,4600,4954982,2,7,449642453,330563436,34364,34354,34387,749443834,250142940,561269236
3170,40,6,1,1200,1128048,3,3,146356532,777177650,35836,35810,35848,106211174,86983390,51059073
3170,100,2,2,2100,2100210,1,0,146356532,777177650,35771,35824,35783,749443834,431484053,199245024
3170,89,10,3,2700,2670516,0,5,146356532,777177650,35849,35822,35851,785149710,365042431,204756171
3170,41,2,4,3400,3199536,5,4,146356532,777177650,35825,35804,35844,862871618,86983390,971398480
3170,90,1,5,3200,3168288,2,4,146356532,777177650,35756,35774,35777,785149710,407419891,98588039
3170,110,5,6,4300,4343473,8,5,146356532,777177650,35798,35797,35807,106211174,1001693018,426388323
3170,84,5,7,2600,2558608,10,5,146356532,777177650,35836,35784,35852,785149710,86983390,1069603540
3171,47,4,1,3400,3219936,4,0,449642453,330563436,34117,34114,34124,749443834,1001693018,79098250
3171,139,10,2,5000,5195650,1,4,449642453,330563436,34167,34102,34179,862871618,1001693018,1003545680
3172,96,9,1,400,398436,6,7,449642453,330563436,33871,33829,33895,749443834,86983390,806639948
3172,148,7,2,4300,4507002,5,7,378580043,330563436,33836,33790,33840,785149710,431484053,282507112
3172,132,3,3,1300,1341769,3,1,378580043,330563436,33789,33820,33819,749443834,431484053,531322132
3172,135,6,4,2800,2898364,8,4,378580043,330563436,33792,33797,33799,106211174,431484053,889806370
3172,64,5,5,3100,2988586,5,8,449642453,330563436,33846,33841,33868,106211174,407419891,18821489
3173,195,6,1,3500,3833165,1,8,146356532,777177650,35315,35351,35340,862871618,250142940,704526283
3173,178,7,2,500,539085,9,7,146356532,777177650,35403,35323,35404,749443834,1001693018,615288507
3173,46,9,3,1600,1513664,6,1,146356532,777177650,35287,35327,35297,106211174,407419891,545725441
3173,94,5,4,200,198818,0,0,146356532,777177650,35351,35373,35354,785149710,431484053,152218249
3173,185,6,5,200,217036,0,6,146356532,777177650,35293,35327,35313,749443834,431484053,367127842
3174,186,7,1,600,651708,4,8,146356532,777177650,35135,35102,35144,749443834,365042431,161543287
3174,194,7,2,400,437676,1,5,146356532,777177650,35018,35070,35028,749443834,250142940,574892471
3174,92,4,3,2100,2083389,8,5,146356532,777177650,35113,35059,35139,106211174,431484053,494993585
3174,192,6,4,1300,1419847,8,6,146356532,777177650,35073,35088,35094,749443834,407419891,346822693
3174,72,2,5,3900,3791073,2,6,146356532,777177650,35033,35101,35043,862871618,86983390,108364504
3174,120,7,6,800,816096,7,8,146356532,777177650,35038,35070,35060,749443834,86983390,896162577
3175,120,10,1,2800,2856336,10,1,378580043,330563436,34602,34610,34609,106211174,944913022,960722904
3175,1,4,2,3800,3423800,1,7,378580043,330563436,34615,34569,34633,106211174,431484053,562366627
3175,129,4,3,1200,1234944,9,7,378580043,330563436,34621,34590,34623,106211174,365042431,1008073
3175,85,6,4,1400,1379112,2,5,378580043,330563436,34626,34580,34651,106211174,431484053,727146754
3175,18,8,5,4700,4314647,8,3,378580043,330563436,34552,34585,34565,785149710,1001693018,657327779
3175,175,6,6,4400,4730748,1,0,378580043,330563436,34601,34574,34629,862871618,431484053,472472287
3175,1,4,7,3200,2883200,1,2,378580043,330563436,34604,34595,34615,862871618,407419891,885664476
3200,116,6,1,1700,1727387,10,0,146356532,777177650,35220,35174,35228,749443834,365042431,795088466
3200,166,1,2,2700,2878632,3,0,146356532,777177650,35190,35184,35192,862871618,1001693018,140372602
3200,131,2,3,3600,3712068,1,1,146356532,777177650,35144,35141,35152,749443834,944913022,757083088
3200,30,9,4,1100,1023033,10,2,146356532,777177650,35140,35143,35167,785149710,250142940,1019671812
3200,198,9,5,1600,1757104,5,0,146356532,777177650,35121,35135,35133,106211174,250142940,418126731
3200,175,3,6,2500,2687925,10,1,146356532,777177650,35101,35164,35128,785149710,944913022,922531796
3201,46,7,1,1100,1040644,10,6,449642453,330563436,34237,34208,34258,106211174,86983390,366599073
3201,118,5,2,2700,2748897,8,2,378580043,330563436,34210,34203,34218,862871618,944913022,780329390
3201,119,6,3,5000,5095550,0,8,378580043,330563436,34267,34240,34287,785149710,86983390,1019483468
3202,183,4,1,3000,3249540,9,2,449642453,330563436,34044,34036,34049,785149710,407419891,328566629
3202,20,4,2,2200,2024043,1,2,378580043,330563436,34014,34014,34042,862871618,431484053,643718302
3203,144,5,1,2300,2401522,1,7,146356532,777177650,35797,35805,35817,785149710,407419891,494014347
3203,188,9,2,2200,2393996,3,3,146356532,777177650,35836,35794,35842,862871618,1001693018,70031249
3204,12,2,1,1000,912010,10,7,378580043,330563436,33994,34034,33996,785149710,407419891,168246174
3204,7,10,2,3900,3537300,10,3,378580043,330563436,34009,34045,34026,862871618,431484053,606984343
3205,68,5,1,700,677642,9,0,378580043,330563436,33788,33770,33790,106211174,407419891,296171544
3205,29,10,2,3200,2972864,8,3,449642453,330563436,33754,33793,33759,862871618,250142940,256537396
3205,103,6,3,3800,3811780,10,8,449642453,330563436,33814,33756,33834,749443834,365042431,58126217
3205,56,7,4,1000,956050,1,7,449642453,330563436,33771,33787,33799,785149710,250142940,280944681
3205,70,9,5,1800,1746125,3,3,449642453,330563436,33787,33767,33817,862871618,250142940,872065374
3205,195,8,6,1900,2080861,7,8,378580043,330563436,33750,33752,33758,785149710,365042431,896309631
3205,69,8,7,3600,3488616,6,3,449642453,330563436,33753,33772,33756,862871618,407419891,7799652
3206,176,4,1,100,107617,7,5,146356532,777177650,35389,35352,35404,862871618,944913022,943495811
3206,111,5,2,3700,3741107,7,1,146356532,777177650,35312,35367,35331,785149710,407419891,110169251
3206,186,7,3,2400,2606832,0,8,146356532,777177650,35300,35337,35310,785149710,86983390,59552460
3207,113,3,1,200,202622,10,3,146356532,777177650,35959,35903,35965,785149710,431484053,784374541
3207,71,9,2,4200,4078494,0,0,146356532,777177650,35915,35923,35945,106211174,407419891,739652757
3207,152,7,3,1700,1788655,3,4,146356532,777177650,35879,35889,35880,785149710,250142940,4918100
3207,19,6,4,3200,2940832,0,3,146356532,777177650,35961,35909,35981,862871618,407419891,348965815
3207,83,4,5,800,786464,0,6,146356532,777177650,35957,35909,35985,785149710,407419891,476787666
3207,134,5,6,3200,3309216,3,5,146356532,777177650,35902,35914,35921,785149710,944913022,242957910
3232,14,5,1,2200,2010822,10,1,449642453,330563436,33936,33945,33940,106211174,250142940,941382644
3232,135,1,2,3400,3519442,7,4,378580043,330563436,33976,33920,34001,106211174,407419891,226635517
3232,181,2,3,300,324354,4,6,378580043,330563436,33950,33947,33965,749443834,944913022,970924155
3233,51,2,1,2300,2187415,4,5,449642453,330563436,34673,34708,34692,106211174,365042431,281869452
3233,154,6,2,600,632490,2,8,449642453,330563436,34672,34671,34673,862871618,1001693018,847901821
3233,100,4,3,200,200020,4,6,378580043,330563436,34700,34699,34718,862871618,365042431,972134037
3233,9,2,4,2500,2272500,4,7,449642453,330563436,34660,34704,34677,106211174,250142940,221839263
3234,79,10,1,4500,4405815,1,4,146356532,777177650,35198,35192,35216,749443834,86983390,625524201
3234,84,5,2,2300,2263384,3,0,146356532,777177650,35212,35198,35231,749443834,365042431,252537731
3234,75,4,3,1600,1560112,6,5,146356532,777177650,35224,35213,35232,785149710,250142940,51459464
3234,122,1,4,5000,5110600,9,5,146356532,777177650,35225,35202,35232,106211174,431484053,977611331
3234,165,2,5,1400,1491224,1,7,146356532,777177650,35159,35213,35166,106211174,1001693018,537101801
3235,109,2,1,900,908190,7,0,146356532,777177650,35018,35055,35031,785149710,365042431,252639387
3235,95,6,2,4300,4278887,10,7,146356532,777177650,35056,35085,35071,785149710,431484053,530382863
3235,138,9,3,2900,3010577,6,6,146356532,777177650,35090,35057,35105,749443834,250142940,676974918
3235,178,9,4,2300,2479791,0,1,146356532,777177650,35109,35067,35129,749443834,407419891,509584707
3236,117,4,1,1000,1017110,6,5,146356532,777177650,35382,35411,35396,862871618,365042431,506782408
3236,122,7,2,2100,2146452,1,7,146356532,777177650,35420,35409,35449,106211174,365042431,874790915
3236,118,2,3,700,712677,7,1,146356532,777177650,35424,35415,35452,749443834,407419891,722891246
3237,11,5,1,1100,1002111,2,7,449642453,330563436,33817,33814,33827,862871618,365042431,1057649292
3238,72,3,1,1200,1166484,6,1,378580043,330563436,34032,34095,34058,749443834,365042431,303549794
3238,173,2,2,2600,2790242,1,6,449642453,330563436,34023,34061,34046,862871618,1001693018,463076967
3238,81,2,3,100,98108,0,4,378580043,330563436,34104,34075,34114,106211174,407419891,180754645
3239,45,8,1,5000,4725200,5,1,146356532,777177650,35833,35885,35846,106211174,944913022,683121007
3239,45,8,2,4300,4063672,1,6,146356532,777177650,35808,35864,35822,785149710,1001693018,818096497
3239,13,7,3,1300,1186913,1,5,146356532,777177650,35834,35843,35849,749443834,431484053,117717399
3239,195,6,4,2600,2847494,3,5,146356532,777177650,35814,35873,35832,749443834,407419891,580252683
3239,12,9,5,3100,2827231,10,8,146356532,777177650,35897,35876,35900,749443834,944913022,149092649
3264,200,1,1,3900,4290780,6,6,146356532,777177650,35374,35409,35387,862871618,1001693018,917578637
3264,131,2,2,3400,3505842,0,1,146356532,777177650,35431,35434,35457,862871618,1001693018,31820279
3264,125,8,3,1100,1127632,9,3,146356532,777177650,35408,35416,35412,749443834,407419891,368127251
3264,109,10,4,2400,2421840,9,7,146356532,777177650,35435,35410,35439,862871618,250142940,24025868
3264,63,4,5,600,577836,4,3,146356532,777177650,35377,35402,35389,862871618,407419891,958538443
3264,141,2,6,4300,4476902,6,6,146356532,777177650,35445,35452,35460,862871618,86983390,611873041
3265,25,4,1,800,740016,6,2,449642453,330563436,33846,33857,33872,749443834,86983390,980470163
3265,72,2,2,700,680449,9,0,378580043,330563436,33861,33849,33889,749443834,431484053,895600558
3265,191,4,3,2800,3055332,9,8,449642453,330563436,33897,33837,33900,106211174,250142940,85494680
3266,64,1,1,3100,2988586,9,2,146356532,777177650,34867,34821,34884,785149710,431484053,841162943
3266,38,4,2,4300,4033529,6,7,378580043,330563436,34821,34847,34828,785149710,365042431,732491107
3267,185,6,1,3300,3581094,6,1,146356532,777177650,35517,35512,35541,862871618,365042431,313977759
3268,96,7,1,100,99609,6,8,449642453,330563436,34587,34575,34591,106211174,86983390,982118781
3268,42,9,2,4000,3768160,8,1,378580043,330563436,34513,34566,34538,785149710,944913022,9995029
3269,161,10,1,4000,4244640,2,7,146356532,777177650,35225,35189,35229,749443834,86983390,333950093
3269,38,4,2,4600,4314938,0,2,146356532,777177650,35174,35165,35193,749443834,431484053,564097652
3269,44,3,3,3900,3681756,2,3,146356532,777177650,35135,35209,35141,785149710,431484053,398192458
3269,83,4,4,3700,3637396,7,5,146356532,777177650,35228,35180,35251,106211174,431484053,980765030
3269,93,7,5,4200,4170978,9,5,146356532,777177650,35141,35177,35171,785149710,86983390,197989218
3269,131,7,6,1600,1649808,1,8,146356532,777177650,35125,35159,35128,106211174,250142940,393641807
3270,35,1,1,1100,1028533,7,6,146356532,777177650,35638,35651,35645,862871618,365042431,45245438
3270,38,4,2,4400,4127332,10,5,146356532,777177650,35629,35655,35644,749443834,407419891,689677492
3270,65,4,3,2000,1930120,1,2,146356532,777177650,35666,35640,35670,749443834,944913022,32831818
3270,189,10,4,2900,3158622,6,5,146356532,777177650,35610,35632,35619,862871618,431484053,961242967
3270,34,10,5,3200,2988896,3,0,146356532,777177650,35694,35657,35698,106211174,1001693018,366617333
3270,57,5,6,2900,2775445,1,4,146356532,777177650,35662,35657,35677,785149710,250142940,1022395199
3270,117,1,7,900,915399,6,8,146356532,777177650,35654,35651,35680,749443834,407419891,901140661
3271,57,9,1,3000,2871150,1,4,449642453,330563436,33617,33681,33618,749443834,365042431,764395655
3271,54,5,2,1800,1717290,9,6,378580043,330563436,33723,33689,33751,749443834,944913022,117647862
3271,95,6,3,1400,1393126,5,1,449642453,330563436,33656,33646,33684,106211174,365042431,340377909
3271,64,1,4,2900,2795774,7,4,449642453,330563436,33671,33637,33675,785149710,431484053,937673559
3296,84,5,1,1200,1180896,6,7,378580043,330563436,34674,34680,34690,785149710,365042431,11095223
3296,149,8,2,3100,3252334,8,0,378580043,330563436,34723,34691,34744,106211174,1001693018,880617372
3296,185,6,3,2900,3147022,2,4,449642453,330563436,34709,34662,34734,749443834,407419891,471127773
3296,140,1,4,4700,4888658,6,0,449642453,330563436,34644,34686,34666,106211174,944913022,653576895
3296,177,6,5,1600,1723472,6,2,378580043,330563436,34708,34693,34709,749443834,407419891,14662741
3296,197,1,6,4000,4388760,0,4,449642453,330563436,34694,34674,34710,785149710,1001693018,199606549
3296,36,2,7,600,561618,2,1,378580043,330563436,34700,34689,34724,862871618,365042431,742506409
3297,134,10,1,1000,1034129,10,4,449642453,330563436,33950,33988,33962,106211174,407419891,423916223
3298,149,6,1,900,944226,1,6,146356532,777177650,35290,35207,35318,785149710,1001693018,713381714
