FO_FROM,FO_TO
404617,208328
425124,3369
243025,80818
235296,3369
43332,4
43332,5157
43332,100127
425343,3604
425343,67382
37240,4
145108,46418
425467,22313
425467,94880
70057,4475
70057,58294
344380,12751
344380,86271
236064,171763
314127,306807
93339,77700
93339,130622
75689,4
75689,63839
426280,3369
50295,33833
50295,50218
50295,50231
50295,104571
50295,38819
332827,12510
57434,118513
5506,3604
426786,67062
100127,89807
100127,98453
100127,51177
100127,207711
427168,3369
427276,3369
389890,3369
389890,12751
389890,67382
367874,3369
175035,3369
11962,92037
11962,122529
11962,160055
428416,3369
428545,3604
428614,3369
111730,3604
257364,4665
257364,3369
257364,3604
257364,16649
63144,49184
429140,3369
417245,48768
417245,417244
288408,260375
223125,3604
223125,13808
223125,84647
223125,67382
354470,5123
354470,26092
184039,45463
294416,59343
429523,3369
429523,16649
53859,142826
53859,142835
53859,119769
53859,143211
53859,53800
53859,53810
53859,53819
53859,131640
82679,159116
10335,11029
10335,31351
10335,27252
10335,26629
10335,38517
10335,89807
10335,16091
10335,58294
10335,23979
10335,160055
10335,193112
10335,122190
162569,128344
143546,59000
143546,108133
143546,147997
143546,123165
137490,164503
385188,3369
385188,16649
385188,421605
430142,3369
370877,3369
370877,16649
420798,81699
159332,531
335810,14570
365519,3369
365519,365518
430894,3369
106221,5087
106221,4665
106221,5123
106221,3604
106221,2173
106221,26092
106221,50266
107353,130535
94269,233404
81405,4665
81405,12641
81405,5114
81405,5123
81405,14170
81405,7801
81405,3604
81405,13123
81405,2173
81405,13808
81405,106570
346255,51166
346255,26092
346255,92688
346255,67382
132857,92688
132857,64911
132857,84647
124454,12510
69642,2517
69642,4412
69642,93106
69642,9951
69642,51319
69642,40973
69642,132827
69642,82741
69642,124378
69642,122529
69642,84112
69642,123165
69642,81674
432242,14570
10343,89807
10343,10053
10343,36810
10343,193112
10343,10335
432438,3369
432622,59343
432658,3369
77999,12510
23243,12510
234508,3369
138665,46418
433144,3604
226555,50434
344255,80818
433329,3369
133571,12751
384944,3369
433476,433477
433476,211431
16309,30539
173422,3369
173422,16649
173422,190296
207711,11876
207711,70301
207711,80101
207711,100127
25284,26398
25284,9951
25284,18506
25284,10091
25284,67517
195541,3369
195541,12751
195541,26092
200332,40973
200332,144247
200332,144338
372698,510
130757,439
130757,26398
130757,99919
130757,13808
130757,57648
434675,510
147997,9951
147997,40973
147997,35839
147997,143546
147997,123165
434877,3369
303035,3369
93620,16649
271257,51166
405863,357068
405863,435071
433378,433379
205159,30030
205159,177265
435205,3369
138666,2374
138666,5021
138666,11516
138666,138663
435474,3604
346234,56426
224480,73365
224480,93314
224480,93337
130761,11876
130761,44933
130761,212560
130761,51177
435947,3369
275382,5123
275382,171071
122190,16091
122190,10335
436484,3369
436552,3369
263870,111592
310224,122663
190316,3369
190316,510
190316,16649
158097,153793
158097,4394
436941,3369
437050,3369
437149,3369
437149,16649
232981,5123
232981,3604
232981,13123
232981,12751
232981,13808
232981,26092
125077,5123
178337,3604
437786,226803
438160,4
285914,285913
285914,228311
190847,196162
431919,3369
438386,3369
379331,4
379331,11050
379331,13808
93171,11256
93171,6338
93171,2517
93171,26417
93171,28962
93171,3604
93171,9951
93171,35170
93171,44933
93171,59000
93171,40973
93171,82741
93171,147993
93171,96291
93171,64965
93171,144338
93171,179622
93171,108133
93171,109246
93171,35839
93171,36810
93171,69642
116323,92274
116323,39124
116323,326051
116323,182906
116323,64911
438896,3369
386384,23120
184623,122939
261145,3369
123568,145550
24215,6982
24215,41152
24215,13123
24215,12751
24215,13808
24215,16016
24215,106748
433477,433476
433477,211431
265816,265813
343164,3369
343164,125393
204111,10367
440378,3369
10367,170952
10367,204111
440430,3369
440554,3369
440554,3604
147325,247996
357068,405863
357068,435071
407383,12751
321061,3369
321061,16649
422097,4
111732,49184
276891,12751
135555,36634
135555,16970
135555,7801
135555,95586
135555,145888
135555,175804
273816,200711
24919,42335
24919,83479
24919,9351
162325,38602
162325,87330
162325,10367
162325,361614
206354,187918
206354,12751
206354,13808
437910,162541
435071,405863
435071,357068
224595,81181
441746,166629
346418,510
369633,124398
364376,184615
350137,3369
350137,16649
187903,1805
442230,3369
406603,16649
434932,3369
434932,16649
122193,159620
122193,12510
232850,3604
232850,104567
104889,158584
411878,59356
142992,119769
182254,28962
182254,12891
182254,65919
182254,29012
182254,10168
182254,10179
182254,67503
182254,67517
242840,83479
182043,68223
182043,126571
443594,3369
143554,9951
143554,59000
143554,40973
143554,132827
143554,132829
143554,64965
143554,108133
143554,81674
44726,216483
404928,158955
200968,3369
208279,20358
221339,1551
221339,3369
444369,3369
414398,4
414398,84647
444396,3369
326426,3369
326426,16649
378555,3369
378555,153793
378555,173138
444567,3369
104057,71485
445083,3369
445189,211431
445427,3369
413485,3369
228557,53800
228557,53810
325916,325915
361614,162325
208623,3369
208623,16649
152579,510
446328,154584
141367,71485
25018,5021
405484,3369
405484,16649
405484,173415
199121,9208
199121,9231
446962,3369
447008,3369
84647,4665
84647,92274
84647,11876
84647,3604
84647,121586
84647,39885
84647,12751
84647,13808
84647,88838
84647,39889
84647,64911
84647,67382
84647,124398
447036,3369
415407,192414
123165,118365
123165,2517
123165,38937
123165,3604
123165,93106
123165,9951
123165,184994
123165,59000
123165,40973
123165,132827
123165,64965
123165,143546
123165,69642
290304,125419
290304,228311
415380,3369
447580,3369
10381,4412
10381,59000
10381,40973
10381,132827
10381,82741
10381,35839
10381,11962
10381,69642
10381,123165
10381,81674
447778,3369
447852,3369
447852,16649
126500,10269
126500,162386
448155,3369
448155,16649
67382,27484
67382,12751
67382,13808
67382,39889
67382,103447
67382,124398
262501,3369
325485,202476
325485,202479
448833,67062
430600,3369
202439,3369
202439,35809
202439,277858
449315,3369
449315,16649
449417,3369
449417,16649
449554,3369
81674,2517
81674,4412
81674,9951
81674,59000
81674,40973
81674,132827
81674,82741
81674,147993
81674,124378
81674,64965
81674,144338
81674,53967
81674,69642
81674,123165
81674,10381
124398,3604
124398,12751
124398,39889
450295,3369
86995,38327
204932,138766
204932,73710
204932,106569
450774,4
233128,171691
451012,3369
228311,199845
228311,42831
228311,10269
228311,285914
228311,290304
179799,121801
179799,66279
179799,93601
216365,397128
451267,3369
451348,3369
64327,64257
49184,50218
49184,86903
49184,57977
49184,63144
49184,111732
433379,433378
196662,3369
348184,3369
171095,12751
452438,3369
452438,16649
452671,26486
65528,3369
155554,2149
453007,3369
185901,3369
185901,541
185901,100127
206362,4665
206362,13808
206362,64911
206362,103447
206362,67382
101109,26398
101109,104567
101109,104571
101109,22240
292035,292033
454065,531
454814,3369
132596,6338
132596,92221
132596,5393
132596,541
132596,80888
132596,120250
132596,11962
132596,185901
455039,3369
455039,16649
