U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
151223,0,2,2,112710,112710
151290,0,1,1,149406,149406
151304,0,2,2,148394,148394
151316,0,0,0,144425,144425
151366,0,5,5,137890,137890
151383,6,6,12,148436,148436
151415,1,3,4,139908,139908
151428,1,2,3,101307,101307
151442,1,1,2,140038,140038
151450,0,3,3,151656,151656
151566,0,0,0,154478,154478
151571,0,3,3,116264,116264
151609,1,0,1,158262,158262
151632,3,5,8,141536,141536
151681,0,2,2,156558,156558
151683,0,1,1,98043,98043
151687,0,1,1,172013,172013
151690,0,1,1,170900,170900
151707,1,1,2,156606,156606
151750,1,2,3,125806,125806
151754,0,3,3,134620,134620
151783,0,1,1,111750,111750
151810,1,4,5,122629,122629
151845,0,7,7,97775,97775
151883,0,1,1,161727,161727
151891,0,5,5,164949,164949
151961,0,0,0,130768,130768
151979,1,3,4,56027,56027
151987,2,2,4,156048,156048
151995,0,5,5,149686,149686
152011,1,6,7,146914,146914
152027,0,0,0,12210,12210
152054,0,3,3,124019,124019
152095,1,1,2,55252,55252
152112,0,2,2,150453,150453
152140,0,2,2,136296,136296
152243,2,5,7,170286,170286
152248,3,6,9,111591,111591
152258,1,4,5,109465,109465
152298,0,1,1,153190,153190
152308,0,1,1,154171,154171
152329,1,1,2,150236,150236
152363,3,1,4,110499,110499
152370,0,2,2,122380,122380
152400,1,5,6,47755,47755
152407,1,9,10,60373,60373
152421,2,0,2,149969,149969
152500,0,0,0,43510,43510
152503,0,3,3,136752,136752
152506,1,1,2,147674,147674
152507,3,9,12,151632,151632
152555,0,1,1,155907,155907
152579,1,7,8,55775,55775
152597,1,7,8,147714,147714
152669,0,0,0,169557,169557
152688,0,0,0,162813,162813
152718,1,3,4,150320,150320
152727,0,2,2,160245,160245
152800,0,1,1,122011,122011
152836,1,5,6,146962,146962
152854,0,0,0,148476,148476
152873,0,1,1,129257,129257
152882,1,2,3,136134,136134
152884,1,1,2,147201,147201
152912,1,1,2,64210,64210
152985,3,6,9,72911,72911
152989,13,7,20,138475,138475
152990,1,6,7,145016,145016
153003,0,2,2,73470,73470
153030,0,4,4,116399,116399
153062,0,2,2,141987,141987
153098,0,1,1,106704,106704
153247,0,1,1,117869,117869
153249,1,3,4,145385,145385
153265,0,1,1,132212,132212
153273,0,5,5,134753,134753
153278,0,1,1,120415,120415
153340,1,3,4,160508,160508
153358,0,0,0,134926,134926
153367,0,1,1,156888,156888
153386,2,12,14,67185,67185
153414,1,2,3,155092,155092
153436,1,4,5,133948,133948
153457,0,2,2,157656,157656
153499,0,4,4,156436,156436
153562,0,0,0,158420,158420
153566,0,1,1,22228,22228
153569,1,2,3,152718,152718
153572,0,12,12,158854,158854
153579,2,2,4,154468,154468
153606,12,16,28,138031,138031
153637,1,5,6,116981,116981
153649,0,1,1,109975,109975
153653,5,3,8,98495,98495
153669,0,2,2,127286,127286
153699,8,19,27,142053,142053
153741,2,26,28,140636,140636
153751,0,1,1,156267,156267
153793,11,18,29,65522,65522
153800,1,4,5,144489,144489
153821,0,1,1,152200,152200
153854,2,2,4,99505,99505
153917,0,4,4,171262,171262
153938,6,8,14,146135,146135
153950,11,6,17,135215,135215
153959,3,2,5,151001,151001
153962,3,3,6,150905,150905
153989,0,2,2,131310,131310
154068,1,15,16,117327,117327
154082,0,17,17,136643,136643
154107,2,28,30,129881,129881
154179,0,0,0,147832,147832
154217,0,2,2,149968,149968
154234,1,1,2,117384,117384
154257,1,1,2,131393,131393
154320,1,9,10,157139,157139
154321,2,8,10,136770,136770
154344,2,1,3,168767,168767
154363,0,1,1,135937,135937
154401,0,3,3,146547,146547
154475,3,5,8,157188,157188
154480,0,0,0,107798,107798
154573,12,28,40,50159,50159
154577,16,5,21,111187,111187
154579,0,1,1,99960,99960
154581,13,60,73,122306,122306
154584,13,15,28,46312,46312
154597,0,0,0,151372,151372
154598,1,16,17,158942,158942
154615,1,0,1,151818,151818
154695,0,1,1,121358,121358
154702,1,7,8,147669,147669
154758,5,2,7,168101,168101
154763,0,0,0,155797,155797
154833,0,2,2,55680,55680
154884,0,2,2,113142,113142
154962,0,1,1,147902,147902
155034,0,2,2,59345,59345
155063,1,1,2,156840,156840
155105,2,14,16,55386,55386
155204,2,4,6,165656,165656
155273,0,3,3,159543,159543
155277,1,2,3,125722,125722
155393,0,1,1,134827,134827
155398,0,5,5,66168,66168
155413,0,0,0,125732,125732
155471,0,1,1,56115,56115
155495,0,2,2,140305,140305
155513,4,14,18,149175,149175
155546,0,1,1,131775,131775
155554,0,1,1,77000,77000
155637,0,0,0,59451,59451
155642,0,0,0,158727,158727
155672,0,3,3,71209,71209
155734,0,7,7,172553,172553
155737,0,2,2,141309,141309
155753,0,1,1,153747,153747
155779,0,2,2,134210,134210
155867,1,12,13,143658,143658
155926,0,0,0,145868,145868
156005,0,0,0,145755,145755
156007,1,3,4,66568,66568
156069,0,5,5,136263,136263
156085,0,5,5,137270,137270
156105,0,0,0,70789,70789
156132,0,0,0,158874,158874
156135,0,3,3,167364,167364
156143,0,1,1,123427,123427
156176,0,4,4,164742,164742
156213,0,2,2,148785,148785
156225,3,3,6,123598,123598
156339,1,2,3,133371,133371
156342,1,5,6,154389,154389
156362,0,3,3,150622,150622
156374,3,5,8,147797,147797
156398,1,0,1,161853,161853
156466,0,1,1,142965,142965
156472,1,3,4,137087,137087
156485,0,4,4,129855,129855
156655,3,11,14,131875,131875
156668,6,18,24,122921,122921
156686,6,35,41,133013,133013
156701,0,0,0,138247,138247
156703,2,1,3,159404,159404
156780,1,1,2,164659,164659
156811,0,7,7,131381,131381
156832,2,3,5,149321,149321
156841,0,1,1,135820,135820
156846,1,5,6,31712,31712
156869,1,2,3,118291,118291
156871,2,4,6,149668,149668
156882,1,4,5,138662,138662
156936,0,3,3,141014,141014
157002,1,2,3,172312,172312
157031,0,1,1,143788,143788
157043,0,0,0,160213,160213
157059,3,2,5,118620,118620
157073,1,1,2,139342,139342
157094,3,10,13,134015,134015
157176,3,8,11,129208,129208
157180,0,0,0,143207,143207
157211,0,0,0,129401,129401
157227,0,0,0,111752,111752
157267,0,0,0,110062,110062
157276,0,2,2,78223,78223
157291,0,1,1,134470,134470
157297,0,5,5,154106,154106
157317,0,1,1,107632,107632
157336,2,8,10,150821,150821
157370,1,0,1,150852,150852
157405,0,4,4,143379,143379
157472,0,1,1,146591,146591
157557,5,1,6,109883,109883
157573,4,10,14,136145,136145
157599,1,3,4,58556,58556
157601,2,11,13,125925,125925
157624,7,14,21,135088,135088
157658,0,3,3,162849,162849
157717,0,2,2,130916,130916
157728,0,1,1,160564,160564
157730,1,17,18,147289,147289
157733,2,6,8,132414,132414
157735,1,21,22,122624,122624
157737,1,22,23,126221,126221
157744,0,3,3,156357,156357
157837,0,5,5,147792,147792
157853,2,4,6,109035,109035
157865,0,3,3,142087,142087
157878,1,3,4,150693,150693
157892,0,0,0,79711,79711
158065,1,4,5,73572,73572
158066,2,16,18,145243,145243
158075,9,12,21,148483,148483
158076,1,5,6,150655,150655
158082,1,1,2,169669,169669
158083,1,1,2,155220,155220
158086,2,3,5,148938,148938
158097,2,2,4,59745,59745
158109,4,3,7,156169,156169
158120,0,0,0,140568,140568
158125,0,2,2,141554,141554
158141,2,5,7,129806,129806
158193,0,1,1,92359,92359
158242,1,1,2,97920,97920
158289,2,2,4,57151,57151
158315,1,4,5,42097,42097
158392,2,2,4,145615,145615
158400,9,10,19,142553,142553
158431,0,4,4,101266,101266
158446,0,1,1,87114,87114
158476,2,2,4,91178,91178
158584,1,2,3,77207,77207
158612,0,0,0,155666,155666
158678,0,0,0,166509,166509
158683,0,5,5,132914,132914
158688,0,1,1,117452,117452
158696,0,3,3,143009,143009
158704,1,3,4,136193,136193
158744,0,1,1,131326,131326
158758,2,2,4,165901,165901
158763,1,2,3,146132,146132
158770,0,0,0,140413,140413
158836,0,0,0,65844,65844
158909,1,1,2,160861,160861
158920,1,6,7,129657,129657
158932,2,4,6,110568,110568
158936,5,2,7,162609,162609
158944,4,7,11,154832,154832
158955,3,18,21,75164,75164
158961,4,3,7,169464,169464
158965,2,10,12,155963,155963
158970,1,0,1,96984,96984
159000,3,1,4,153070,153070
159061,4,4,8,144718,144718
159066,1,9,10,144142,144142
159076,0,0,0,142668,142668
159101,0,0,0,121018,121018
159116,2,4,6,74647,74647
159181,0,3,3,148051,148051
159225,0,1,1,149411,149411
159230,0,0,0,143179,143179
159267,1,4,5,136709,136709
159276,4,7,11,135365,135365
159296,1,1,2,105850,105850
159313,0,0,0,169009,169009
159332,0,2,2,74927,74927
159357,1,1,2,147268,147268
159380,0,4,4,121340,121340
159493,3,2,5,126837,126837
159505,2,2,4,111413,111413
159525,0,5,5,72093,72093
159527,1,1,2,162505,162505
159544,1,6,7,161803,161803
159620,2,11,13,73556,73556
159627,6,17,23,170274,170274
159788,1,1,2,147938,147938
159894,0,1,1,168782,168782
159912,1,1,2,154244,154244
159977,0,1,1,163226,163226
159981,1,1,2,55072,55072
159983,3,3,6,55057,55057
159992,0,1,1,154525,154525
160038,24,27,51,80817,80817
160041,2,1,3,131785,131785
160055,8,11,19,16054,16054
160059,8,15,23,152975,152975
160069,1,6,7,143213,143213
160103,0,1,1,149618,149618
160115,1,1,2,144960,144960
160124,2,1,3,148111,148111
160135,2,15,17,163540,163540
160144,0,1,1,152543,152543
160176,0,2,2,74949,74949
160238,4,10,14,137408,137408
160246,0,3,3,153950,153950
160266,1,1,2,152246,152246
160382,3,1,4,58260,58260
160410,2,1,3,158876,158876
160450,0,1,1,147216,147216
160512,1,2,3,114302,114302
160561,0,3,3,165900,165900
160612,1,4,5,58727,58727
160615,1,2,3,104075,104075
160621,0,2,2,155782,155782
160629,3,10,13,57342,57342
160633,1,2,3,60147,60147
160819,2,6,8,33717,33717
160844,1,6,7,124774,124774
160909,0,1,1,130740,130740
160926,1,1,2,129799,129799
161056,0,1,1,134749,134749
161063,1,5,6,137886,137886
161069,0,1,1,56009,56009
161084,1,4,5,166923,166923
161085,4,2,6,155103,155103
161182,0,3,3,148628,148628
161224,0,1,1,166544,166544
161237,0,0,0,130173,130173
161250,1,2,3,127180,127180
161272,1,8,9,128515,128515
161376,1,1,2,114400,114400
161384,0,6,6,170777,170777
161436,0,3,3,138412,138412
161487,1,4,5,133580,133580
161509,0,0,0,145250,145250
161517,0,6,6,131067,131067
161580,0,0,0,159000,159000
161588,12,13,25,121526,121526
161664,0,1,1,113257,113257
161735,0,2,2,138931,138931
161803,0,1,1,162203,162203
161805,0,1,1,99870,99870
161828,3,7,10,110535,110535
161833,2,11,13,135750,135750
161839,2,3,5,105047,105047
161846,2,2,4,126630,126630
161885,4,5,9,151289,151289
161886,1,1,2,159089,159089
161889,2,4,6,146552,146552
162024,1,6,7,110063,110063
162085,1,2,3,51007,51007
162118,2,10,12,148376,148376
162133,0,3,3,172663,172663
162134,1,3,4,127376,127376
162173,1,1,2,159152,159152
162222,1,1,2,153469,153469
162234,0,1,1,134602,134602
162265,2,7,9,159010,159010
162268,9,6,15,37866,37866
162301,1,4,5,156172,156172
162325,6,8,14,70654,70654
162332,0,0,0,156003,156003
162342,3,3,6,161479,161479
162386,3,3,6,7519,7519
162402,6,13,19,120250,120250
162454,0,0,0,147349,147349
162486,0,1,1,158077,158077
162536,0,3,3,66357,66357
162541,1,0,1,69177,69177
162554,1,1,2,142794,142794
162558,0,0,0,141347,141347
162569,2,2,4,74974,74974
162580,0,0,0,115445,115445
162608,2,2,4,159562,159562
162634,2,11,13,154219,154219
162635,1,7,8,136882,136882
162636,0,10,10,147259,147259
162639,0,1,1,31749,31749
162684,2,2,4,144669,144669
162686,0,1,1,81545,81545
162713,1,4,5,153012,153012
162719,0,0,0,68090,68090
162721,4,4,8,68212,68212
162733,7,6,13,135932,135932
162736,0,1,1,152557,152557
162744,2,3,5,124060,124060
162766,4,7,11,133834,133834
162789,0,0,0,131538,131538
162843,1,1,2,138045,138045
162855,1,15,16,44757,44757
162863,0,14,14,62080,62080
162869,0,1,1,147145,147145
162895,0,3,3,102272,102272
162899,3,0,3,133500,133500
162952,0,1,1,85875,85875
162998,1,4,5,136623,136623
163003,3,12,15,169275,169275
163014,2,3,5,154495,154495
163037,0,0,0,159493,159493
163114,0,0,0,156204,156204
163148,0,0,0,172111,172111
163149,2,11,13,1061,1061
163156,1,4,5,170940,170940
163166,0,1,1,134546,134546
163200,0,0,0,99065,99065
163211,0,2,2,149185,149185
163212,1,0,1,149135,149135
163224,0,0,0,161656,161656
163278,0,12,12,161675,161675
163308,1,1,2,171174,171174
163347,0,2,2,59714,59714
163378,15,15,30,130520,130520
163428,0,0,0,171101,171101
163505,0,12,12,147500,147500
163514,0,1,1,134975,134975
163524,1,2,3,96520,96520
163564,0,0,0,152840,152840
163614,3,4,7,134906,134906
163684,3,7,10,72103,72103
163757,0,4,4,165900,165900
163806,1,3,4,156926,156926
163986,0,1,1,87129,87129
164031,0,0,0,69128,69128
164048,3,6,9,147967,147967
164053,1,1,2,114284,114284
164111,2,1,3,108760,108760
164114,0,4,4,141905,141905
164116,4,9,13,83530,83530
164139,0,1,1,66121,66121
164151,4,3,7,69074,69074
164167,2,8,10,172081,172081
164250,0,3,3,142712,142712
164267,0,3,3,103938,103938
164279,0,0,0,140148,140148
164294,0,3,3,147304,147304
164338,1,3,4,153812,153812
164341,1,2,3,154274,154274
164360,0,1,1,171288,171288
164370,1,10,11,168471,168471
164405,0,1,1,132621,132621
164416,0,17,17,156254,156254
164471,7,33,40,105437,105437
164493,0,6,6,74053,74053
164503,1,2,3,56027,56027
164519,0,0,0,88122,88122
164567,0,1,1,139076,139076
164573,0,0,0,142256,142256
164588,0,1,1,137378,137378
164621,0,0,0,160686,160686
164677,0,1,1,134368,134368
164681,0,3,3,150383,150383
164694,0,11,11,136150,136150
164744,2,3,5,54577,54577
164745,0,2,2,32417,32417
164822,0,0,0,138490,138490
164834,1,2,3,150719,150719
164845,0,6,6,133265,133265
164910,16,22,38,144505,144505
164944,2,2,4,104157,104157
165010,0,0,0,149083,149083
165043,0,1,1,138264,138264
165133,0,0,0,162787,162787
165397,0,6,6,138488,138488
165411,0,0,0,151063,151063
165425,0,4,4,112199,112199
165429,0,4,4,170164,170164
165473,0,0,0,138703,138703
165551,1,2,3,134617,134617
165573,0,0,0,67290,67290
165614,0,2,2,158685,158685
165626,0,5,5,148613,148613
165644,4,5,9,154641,154641
165668,1,1,2,162716,162716
165693,2,7,9,135117,135117
165696,0,3,3,161073,161073
165703,0,7,7,134597,134597
165721,0,1,1,105070,105070
165750,2,4,6,165975,165975
165791,2,3,5,15805,15805
165806,3,3,6,151434,151434
165809,0,1,1,141655,141655
165856,1,2,3,134201,134201
165884,0,2,2,168470,168470
165916,0,3,3,146725,146725
165951,0,1,1,142467,142467
165957,0,3,3,85731,85731
165978,6,11,17,9525,9525
165988,0,1,1,160660,160660
165992,0,1,1,82421,82421
165998,0,1,1,144016,144016
166137,1,4,5,137215,137215
166145,0,4,4,136379,136379
166159,2,13,15,129997,129997
166160,0,1,1,153197,153197
166163,0,3,3,135140,135140
166166,5,43,48,149125,149125
166169,1,6,7,154321,154321
166174,3,7,10,29356,29356
166176,0,3,3,152019,152019
166216,5,25,30,109530,109530
166257,0,2,2,161675,161675
166261,1,1,2,143146,143146
166336,3,4,7,98988,98988
166392,1,2,3,137284,137284
166407,0,0,0,119763,119763
166421,0,2,2,162171,162171
166428,0,5,5,146361,146361
166445,0,1,1,132442,132442
166447,1,5,6,111551,111551
166454,3,17,20,67117,67117
166455,0,1,1,105722,105722
166459,0,7,7,142413,142413
166461,1,6,7,158035,158035
166476,1,6,7,73189,73189
166498,0,2,2,97226,97226
166551,0,2,2,149740,149740
166599,0,1,1,135220,135220
166628,0,0,0,58499,58499
166629,1,0,1,78568,78568
166643,0,1,1,143033,143033
166682,1,1,2,24396,24396
166686,1,0,1,125999,125999
166720,0,0,0,151883,151883
166764,1,1,2,154611,154611
166786,2,4,6,149029,149029
166842,0,2,2,69778,69778
166859,0,2,2,137898,137898
166945,1,2,3,57079,57079
167045,2,2,4,159264,159264
167060,0,3,3,165049,165049
167139,0,1,1,165899,165899
167144,0,1,1,143791,143791
167197,1,0,1,150312,150312
167208,0,1,1,139134,139134
167234,9,11,20,136869,136869
167260,3,5,8,142701,142701
167290,2,1,3,75589,75589
167306,1,1,2,65636,65636
167327,0,1,1,96839,96839
167376,1,5,6,171598,171598
167381,0,1,1,112099,112099
167411,0,2,2,169008,169008
167412,0,0,0,139887,139887
167451,0,0,0,137924,137924
167531,0,0,0,147945,147945
167533,0,0,0,143735,143735
167547,0,1,1,67607,67607
167578,0,0,0,133785,133785
167583,2,5,7,153483,153483
167593,1,1,2,138063,138063
167596,0,11,11,160960,160960
167606,6,13,19,164776,164776
167671,1,17,18,156302,156302
167681,1,8,9,58160,58160
167696,0,3,3,143334,143334
167702,0,0,0,134848,134848
167739,1,4,5,67768,67768
167744,1,5,6,157972,157972
167764,1,4,5,131091,131091
167769,4,16,20,60106,60106
167776,0,1,1,137552,137552
167846,0,2,2,55363,55363
167851,3,5,8,141167,141167
167856,0,0,0,146218,146218
167868,0,0,0,156864,156864
167955,0,3,3,142632,142632
168039,0,1,1,132187,132187
168096,0,0,0,118414,118414
168124,0,2,2,59998,59998
168132,0,0,0,150790,150790
168207,2,3,5,171803,171803
168224,0,1,1,145872,145872
168228,2,2,4,143061,143061
168250,0,0,0,163780,163780
168273,2,3,5,114592,114592
168283,0,1,1,74375,74375
168293,0,2,2,98600,98600
168340,0,1,1,163342,163342
168365,2,3,5,3422,3422
168393,1,3,4,154102,154102
168394,1,5,6,154152,154152
168416,1,2,3,156093,156093
168424,1,2,3,33987,33987
168470,1,4,5,161733,161733
168545,3,9,12,125916,125916
168554,1,6,7,5597,5597
168572,0,0,0,171612,171612
168585,1,6,7,77734,77734
168586,1,2,3,152412,152412
168616,0,0,0,167091,167091
168623,2,12,14,58424,58424
168651,1,16,17,142647,142647
168677,0,3,3,59573,59573
168699,0,4,4,135106,135106
168710,1,0,1,99368,99368
168728,0,1,1,141159,141159
168757,0,11,11,107210,107210
168791,0,4,4,154440,154440
168804,1,1,2,134090,134090
168821,0,2,2,149286,149286
168827,0,25,25,142467,142467
168835,1,7,8,150038,150038
168859,1,6,7,158130,158130
168870,0,6,6,153788,153788
168910,0,1,1,147973,147973
168933,11,22,33,134928,134928
168935,11,24,35,59432,59432
169031,0,3,3,73204,73204
169136,4,0,4,157831,157831
169181,0,2,2,143849,143849
169187,0,2,2,124069,124069
169205,1,1,2,158752,158752
169253,0,0,0,85833,85833
169254,8,8,16,159875,159875
169256,8,3,11,157816,157816
169257,7,7,14,158148,158148
169259,9,9,18,164293,164293
169260,9,11,20,159015,159015
169261,8,3,11,157938,157938
169262,10,14,24,158468,158468
169263,5,8,13,160080,160080
169287,1,4,5,140358,140358
169303,0,5,5,156864,156864
169315,0,0,0,165399,165399
169327,0,2,2,138202,138202
169367,0,1,1,148730,148730
169388,1,1,2,130713,130713
169395,1,8,9,117982,117982
169478,0,2,2,141043,141043
169512,3,4,7,139004,139004
169517,1,4,5,147771,147771
169522,1,6,7,147326,147326
169525,1,2,3,120771,120771
169551,0,0,0,172252,172252
169567,0,1,1,133964,133964
169593,1,1,2,162491,162491
169614,3,5,8,72067,72067
169664,2,19,21,72671,72671
169697,0,3,3,115289,115289
169712,0,2,2,155301,155301
169802,0,2,2,126214,126214
169894,0,7,7,156971,156971
169924,0,2,2,142252,142252
170099,2,6,8,149818,149818
170101,3,3,6,16472,16472
170103,3,4,7,106131,106131
170120,0,5,5,142069,142069
170121,0,3,3,148583,148583
170122,0,3,3,169490,169490
170141,0,2,2,51513,51513
170161,2,9,11,137028,137028
170204,2,6,8,149224,149224
170261,1,1,2,74257,74257
170345,1,2,3,116557,116557
170404,0,1,1,151616,151616
170519,0,0,0,148963,148963
170534,1,25,26,151977,151977
170536,9,13,22,106324,106324
170537,0,0,0,161129,161129
170583,1,3,4,160299,160299
170606,0,0,0,152522,152522
170607,2,3,5,170431,170431
170657,2,5,7,150301,150301
170661,1,9,10,84618,84618
170667,1,6,7,119859,119859
170672,0,0,0,135300,135300
170681,0,1,1,172722,172722
170684,3,5,8,164970,164970
170689,0,6,6,139644,139644
170702,3,9,12,55272,55272
170743,4,23,27,138280,138280
170755,0,7,7,163239,163239
170766,0,5,5,117736,117736
170769,0,2,2,162177,162177
170787,1,2,3,71173,71173
170806,0,2,2,141104,141104
170844,0,0,0,76589,76589
170861,6,4,10,94928,94928
170862,44,24,68,130562,130562
170925,7,6,13,48961,48961
170926,1,2,3,149514,149514
170952,1,0,1,25054,25054
170986,3,7,10,132534,132534
170997,0,2,2,137100,137100
171000,2,8,10,55372,55372
171010,0,1,1,142525,142525
171033,0,1,1,142779,142779
171034,0,1,1,158081,158081
171049,0,1,1,80168,80168
171050,2,5,7,66689,66689
171071,2,3,5,76982,76982
171095,0,12,12,62362,62362
171107,0,2,2,148601,148601
171136,0,1,1,117275,117275
171145,2,4,6,53541,53541
171199,0,6,6,169197,169197
171213,0,2,2,91776,91776
171264,1,0,1,145357,145357
171272,0,0,0,135044,135044
171293,0,2,2,147402,147402
171317,0,4,4,145547,145547
171322,1,2,3,163504,163504
171326,0,0,0,143745,143745
171422,1,2,3,127887,127887
171423,1,1,2,135837,135837
171457,0,0,0,147622,147622
171499,1,8,9,146567,146567
171509,1,0,1,142762,142762
171554,1,3,4,154865,154865
171691,4,3,7,71653,71653
171706,2,3,5,158923,158923
171719,0,2,2,162575,162575
171763,4,6,10,70324,70324
171788,5,6,11,146812,146812
171790,2,4,6,136684,136684
171828,7,20,27,165159,165159
171853,3,2,5,144750,144750
171870,0,9,9,138670,138670
171911,0,0,0,163799,163799
171912,0,0,0,169562,169562
171962,0,2,2,168853,168853
171983,0,4,4,116941,116941
171997,1,4,5,153592,153592
172008,0,2,2,159900,159900
172017,0,0,0,99280,99280
172026,0,2,2,142788,142788
172082,1,3,4,153140,153140
172118,0,0,0,170042,170042
172127,1,0,1,165449,165449
172139,1,1,2,94390,94390
172246,1,8,9,171402,171402
172256,0,1,1,112667,112667
172274,0,1,1,130828,130828
172304,2,5,7,150652,150652
172315,1,15,16,112744,112744
172389,5,5,10,83833,83833
172426,0,0,0,161836,161836
172469,0,2,2,156731,156731
172473,1,2,3,55754,55754
172534,0,3,3,66115,66115
172574,1,1,2,169721,169721
172586,0,1,1,102949,102949
172593,0,2,2,137684,137684
172613,1,9,10,147353,147353
172648,0,1,1,133986,133986
172669,0,1,1,151791,151791
172770,3,3,6,142600,142600
172780,1,3,4,126537,126537
172794,2,2,4,155025,155025
172861,0,1,1,130697,130697
172965,1,1,2,137701,137701
172966,1,3,4,141361,141361
173011,0,3,3,105400,105400
173052,0,5,5,123930,123930
173112,1,2,3,149724,149724
173131,1,6,7,66013,66013
173137,1,4,5,148660,148660
173138,2,5,7,21240,21240
173154,0,0,0,168870,168870
173222,0,2,2,138333,138333
173241,1,0,1,167896,167896
173391,2,6,8,71115,71115
173392,4,5,9,70896,70896
173395,4,3,7,154006,154006
173398,1,4,5,146346,146346
173400,6,13,19,125827,125827
173401,2,4,6,130820,130820
173406,1,10,11,80557,80557
173412,1,3,4,66078,66078
173415,2,3,5,83757,83757
173416,6,20,26,156065,156065
173422,1,8,9,71006,71006
173452,4,3,7,133279,133279
173476,1,1,2,159174,159174
173585,0,0,0,121371,121371
173593,0,0,0,170638,170638
173673,4,8,12,145623,145623
173700,3,4,7,141720,141720
173702,1,2,3,138695,138695
173712,0,2,2,119653,119653
173728,0,0,0,22622,22622
173752,4,4,8,133186,133186
173754,1,8,9,134537,134537
173756,2,1,3,141377,141377
173761,1,1,2,139211,139211
173772,4,9,13,163019,163019
173781,0,1,1,61100,61100
173782,0,2,2,104111,104111
173805,1,1,2,168634,168634
173870,2,5,7,162660,162660
173918,0,0,0,149623,149623
173941,0,4,4,139195,139195
173945,0,1,1,142694,142694
173955,0,1,1,152043,152043
173968,0,3,3,120784,120784
174005,0,2,2,93117,93117
174024,4,12,16,167622,167622
174072,0,2,2,157871,157871
174200,0,1,1,131699,131699
174245,0,5,5,148180,148180
174289,0,6,6,166072,166072
174315,4,16,20,137813,137813
174346,0,0,0,51631,51631
174359,0,3,3,160855,160855
174383,1,6,7,101083,101083
174412,2,2,4,115704,115704
174418,3,3,6,148866,148866
174439,0,1,1,117908,117908
174446,1,12,13,141488,141488
174448,1,4,5,154303,154303
174458,0,0,0,136486,136486
174556,1,3,4,166240,166240
174565,0,0,0,118617,118617
174623,0,0,0,138409,138409
174624,0,1,1,100202,100202
174627,0,0,0,109216,109216
174678,3,3,6,77678,77678
174691,0,1,1,158600,158600
174697,0,0,0,160178,160178
174716,1,4,5,128410,128410
174730,1,2,3,138021,138021
174750,0,1,1,31717,31717
174754,1,0,1,10447,10447
174903,5,7,12,124160,124160
174920,0,2,2,167638,167638
174929,1,4,5,155895,155895
175035,0,2,2,79842,79842
175065,10,25,35,72401,72401
175077,1,2,3,153308,153308
175114,1,1,2,133878,133878
175196,5,5,10,140446,140446
175200,3,5,8,152578,152578
175259,1,2,3,136358,136358
175261,2,4,6,164144,164144
175268,2,5,7,147436,147436
175283,5,13,18,8831,8831
175289,1,2,3,156781,156781
175355,0,0,0,120177,120177
175371,1,1,2,133835,133835
175424,0,2,2,160731,160731
175465,1,0,1,156449,156449
175493,1,3,4,161244,161244
175567,0,1,1,71223,71223
175569,2,4,6,58122,58122
175570,0,2,2,140001,140001
175582,0,3,3,150017,150017
175592,2,3,5,140814,140814
175596,0,1,1,89657,89657
175687,0,0,0,158746,158746
175719,2,9,11,11955,11955
175797,0,0,0,147007,147007
175804,1,4,5,67668,67668
175805,0,24,24,131074,131074
175819,2,1,3,142784,142784
175821,0,0,0,135331,135331
175868,1,3,4,148996,148996
175911,1,2,3,83144,83144
176009,0,1,1,162305,162305
176035,1,16,17,140964,140964
176199,2,16,18,62799,62799
176235,0,4,4,152437,152437
176267,0,1,1,100411,100411
176341,3,3,6,66336,66336
176365,2,3,5,147746,147746
176368,0,1,1,155492,155492
176388,0,1,1,66949,66949
176420,1,2,3,141496,141496
176436,4,3,7,123238,123238
176481,2,15,17,1451,1451
176487,2,5,7,134274,134274
176488,0,3,3,14212,14212
176500,0,6,6,149927,149927
176502,0,3,3,134992,134992
176505,1,0,1,142249,142249
176506,0,12,12,138981,138981
176520,1,9,10,164835,164835
176523,0,3,3,149318,149318
176528,3,34,37,158898,158898
176531,3,21,24,146601,146601
176555,0,4,4,142988,142988
176668,2,2,4,146958,146958
176705,0,1,1,132165,132165
176755,0,0,0,152523,152523
176785,4,7,11,161208,161208
176817,0,3,3,158322,158322
176829,1,2,3,127001,127001
176849,1,5,6,138895,138895
176859,5,23,28,66882,66882
176919,1,8,9,159362,159362
176951,0,8,8,137076,137076
176956,0,4,4,136620,136620
177002,0,5,5,156222,156222
177051,0,1,1,97727,97727
177111,1,9,10,114363,114363
177114,2,2,4,156988,156988
177117,2,2,4,156089,156089
177127,1,3,4,146837,146837
177145,0,0,0,112838,112838
177148,0,3,3,147619,147619
177265,5,11,16,83754,83754
177306,4,1,5,164976,164976
177323,0,1,1,161852,161852
177343,0,2,2,166516,166516
177364,2,5,7,163059,163059
177376,5,11,16,157366,157366
177392,1,1,2,155977,155977
177483,0,0,0,150624,150624
177517,1,6,7,157783,157783
177528,0,4,4,151554,151554
177570,0,1,1,122377,122377
177572,0,6,6,152083,152083
177589,0,3,3,144044,144044
177610,0,0,0,155414,155414
177648,0,4,4,162928,162928
177663,1,3,4,128119,128119
177667,1,1,2,134507,134507
177672,1,7,8,69362,69362
177678,0,2,2,97484,97484
177715,0,4,4,135798,135798
