L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT,nonce
895270902,1900096888,1371901134,691385505,-1110491266,561614366,-1064343740,897472739,1511000795,-1814541948,-887810662,-891643345,1258704271,-1846089837,1288307030,-1232319539,5721
-1977389432,1713432423,-169092538,394990963,-1733587983,2023741722,-288107973,-118285070,-1677563599,-637978378,-558588752,-1195515792,788550036,-603808165,1285161759,-1411524628,5722
380287607,144108260,-522373583,-1972224640,-2069756317,464866741,721126170,791905372,-1655451605,839254982,1105002370,192744808,1666241925,1310323885,-1638214029,1849412766,5723
-1236185260,996948250,-772833420,-1125569001,325346018,-896498618,-500686407,1384750977,-971606593,-724254615,203424861,-1398611588,-844121486,-517782109,-5542149,204731940,5724
1298665502,1104902952,-1433026705,-1335193807,-669081955,1115667156,-920451218,1657961894,354654822,954415290,395815610,-835682945,1878275815,-262328883,381312234,366905737,5725
1226073875,22498898,854425807,-2045027303,-1088321394,-1113294643,1402554809,-90474157,1181055665,-969149902,-1922679468,-650699358,-566467746,-119433611,1151958512,451230671,5726
691170528,-563796566,-1347176243,-996833288,1253742841,474550636,318110908,-1028151922,-2012232050,2027510539,-1661763678,-1269903486,470673612,-16413788,-394653107,194704009,5727
-1583628197,838926114,-63626090,-681032985,1940447950,2043472950,-2134934825,-1376562681,562203956,-918665889,1902065806,489036370,418103798,758756635,1369182113,-511205744,5728
1773336432,204174865,1606347083,1553169797,66301970,1599763988,-1750288280,192475255,682930107,185055388,1884204225,698119527,-777423020,-1135537702,399112131,281744185,5729
-24185244,-1547714377,2120501514,-1168559610,997960625,-2104252657,-522497638,604774720,1179137712,-1193924703,-2022261943,316935359,-814819612,1225204951,302247179,244597790,5730
529202930,-1337818365,-2137736732,-1116825277,1430486546,439990119,-2061485833,-1829504327,370556478,159982404,-471044014,-1025791984,-1911172519,325591777,-152337707,-585182895,5731
1741672964,-1716902099,1079475919,-1116178834,945763005,-335072111,-2011364887,52354432,-29298656,1974832770,-130952817,-1066160015,-850996781,531630616,-2026852759,-1396193299,5732
2071538364,-1775389260,876294234,1055245148,-991901547,1524345187,-30616634,-1179906102,-1518401424,495909762,445974600,-654461747,748680361,-1084596851,1384663588,-1134177864,5733
97757302,-1979301233,-941440401,-518231663,313452694,-334030330,896207201,1586733061,1968990442,-1214292236,1446992874,-789272531,824913611,1117410937,-1048109237,1181769583,5734
-1034679242,429110409,-1098779150,1267724300,-791583532,-1524683969,-1909147047,1342191364,223435032,-1793161192,1106495730,1600560101,1020575473,-7711073,2136055640,311979556,5735
2105169506,225470089,-1552398451,-1509731077,-577768784,-36552897,-2118051433,1149979911,457020032,177794881,1623631720,228078346,1333984340,1963121972,233952569,-416805817,5736
-29403925,-1315079416,-2044382278,-2120159081,-1990203334,169509058,417510676,-1227330871,919555126,621285641,-1793455614,117316023,1409883307,544875268,-986803316,-2101513065,5737
841169233,2140716576,-885047437,-126159304,-1791613714,-1675882884,-1290506645,197824841,-366972814,616175880,-1433261676,-1689680671,1114330054,-1644299514,379844232,24322735,5738
-896300014,-1482187683,367044693,1132342003,-761490078,1968145538,-1828767304,1663553165,1161413382,-1584030399,343394975,-1342569737,-1696739362,-1059425810,1851893958,-124258351,5739
1178949545,-1144437693,-971128852,-391547220,348427109,572123589,1809573512,1877071815,-1238271634,2119465197,-543926017,1714784219,-596890931,584861530,-790209327,-1382675319,5740
-799806114,-895575257,-582129597,1077992872,330587238,-494007749,332500724,158953216,479630049,235189631,724948770,-29551552,-823113640,-1115523616,2023030728,1595790716,5741
-803139161,-787041102,1058894293,-2050075314,-1117061819,-452080487,1901932417,-2074396628,1923140514,-662116209,-1041449429,979180786,-393528811,787701476,-657099220,-774234035,5742
-1724853298,1296613137,-676875756,-1426392441,821499234,-1746472858,191317062,-800502786,289304265,-102515,1095912895,-832332833,-2025370314,2112124974,-762391854,-1286583875,5743
331255967,1572308893,-786774229,434013319,1921164130,298497857,-2046146201,-908397287,-740705934,-1588123249,1593292071,1967127392,-1595319422,-1089739057,1178543343,-1410272268,5744
-1583826256,-915096598,-949586716,1978600432,1684358352,-1922017711,1524018959,869727246,1165407604,1243996667,-1513167420,-1368144905,-9078327,-769496248,-2104848387,718253683,5745
442022969,-1127413142,-1326924236,126488306,-392409241,-2023079042,-351411635,119074582,2079768829,1959540650,-537625867,-752670659,-1664889037,-388378125,1785307725,1360313701,5746
2008474447,-2054839130,1893459227,-1502214453,1316226217,2075505207,1370977329,-1374340413,1066131892,1739056238,-1447292654,929750274,-128193853,1835009820,-1090118084,1063393867,5747
-1485525731,-1741291717,-558729287,735273402,-1580266670,-1466190920,-1056265114,1668740858,-2000020359,-263145308,1516555047,-1963109430,-1811157729,-1705933699,-1922744014,-1990352945,5748
-956501598,-477773841,2120381867,352251112,-1457112226,1983375389,2018826635,-266863210,-2127627961,119119190,-2134068562,-555220277,-537335385,-1657910762,-285961465,339568323,5749
-201869766,-1012155951,-1250821069,-1835208834,-1574437006,520597305,679677774,-2105529732,-1405579974,1712242904,-629736297,-1609116920,-1429471543,-746037243,-1356082824,181066784,5750
-1088655626,-1389358839,-1198635628,-161229240,-667154610,-251620081,-1955664393,948285245,-1359419266,-848811513,1553678900,-1372018602,-995356451,-711596366,-592237767,645389566,5751
-26060802,1205740620,138380114,1436689576,-1854583071,895521445,-201162064,-1042946752,1419175259,-5533659,1360412764,-1600639807,1831741024,1592300664,1481135105,-1590191672,5752
-2039858445,-305759537,896633644,-1556483697,-369550643,59367299,1193736210,344065518,1993755549,-1681758172,-813087707,-1915909665,568258590,-861455560,-1267639134,-1350189946,5753
607472020,-125211018,-1393272664,-1754027366,-256587839,-4976701,97274116,715378866,1697196172,-1238693772,1363258926,-29745281,261891641,2048847794,-1037075633,-833259529,5754
-2139353904,1236480520,-1855878405,-905446336,-1789750016,-1040140620,-775732123,-1391931378,1302659343,1801372659,-2042456161,-1697616328,-289811775,799812031,1504305919,-545679790,5755
857515920,954620263,-409374522,1086802567,-1063830233,-1213750920,1420250535,1220390688,-1068394236,-827303551,99129001,122819453,-1350060004,299951380,1803089111,-135624071,5756
-1608783941,1594136036,-773318558,1014329524,-1743316350,-1938317769,-1341889155,415166397,806101890,-437642831,-1859796417,1496544248,457903646,-1743737777,958086019,191609277,5757
-296846721,-2078107803,-1268915086,-1218448850,621881795,1354107177,52861853,-395037070,1633382854,-1441982698,-1347867041,-576348296,1542683343,822817262,1942480060,-130290634,5758
-1405160259,795978737,-1995342263,1657491690,2135654927,1633042428,675751782,841731511,479557429,1777481118,-1679245137,-2114271948,348226982,-849426753,-855439660,-661372541,5759
1497680420,-410550388,894246063,-1913603428,-1066098113,490800819,-2080270624,-56699805,-175255806,733643899,478400384,-680763246,-360489009,1348225174,1860187184,837399582,5760
594390979,-1409613858,-1550477079,388397473,-1801632909,-715345175,-288866293,-1159372202,-1295666055,-1740285325,-29675202,-1961884174,833088618,930597712,829522775,900352024,5761
-1954720956,-174446406,-1193653536,-1557215575,-653396585,1606370413,937064400,-162786859,2089209569,24639307,310812543,-1067120722,1029777344,-1056231514,340966054,632375519,5762
-1443104710,-524994684,1960885048,-1068303261,-34505298,-2026396560,-292337750,573197044,-1226951347,-542525291,359374055,-1584333300,822055607,485686283,-1595770738,1629713761,5763
-1688561676,1312487528,-1748376537,-615397796,-1465952167,-290589638,1719774815,-635879620,378064200,-882497796,-1027826901,-1519083058,1512668097,723257524,856717933,730753675,5764
712248237,-577412451,-710524893,1912994502,-2143773872,1296298471,-1421616632,1219390807,-1848385705,-100512652,-4380302,-957716510,1116157879,-2142946048,326978470,1332360701,5765
966103169,859231516,1899009298,-1190473138,1443407216,-903367329,530939653,-268335977,-1010269609,558129573,-1683272885,-1278062019,-1583879552,-1865726297,-432669142,393694012,5766
-1620573183,1497703987,-588118763,1973572930,-621378162,1269309639,-871760836,1203624371,-1048096218,-501354693,342312878,-1127248871,-1289469623,727487144,-863390414,-1190951925,5767
-437912796,521832361,16204040,1275775580,-1069947671,1903511792,-1898667669,1132182176,722654258,-988807431,-307795576,-1490265010,1066897694,987101497,-107863815,-243306476,5768
44961702,152345576,1236343333,-1251009163,747187787,1390506879,-1196443854,-1708993521,-1486445213,931921159,1147645422,-1026396551,200727732,-511914326,885362353,892638572,5769
1704219708,1364454134,-1491238689,1001614478,1511705904,581300766,1667807100,-1546056457,2018146048,424008312,-1176987298,1430362189,486189159,278780842,1584707485,-26268358,5770
1955188742,200167772,1748056678,461054859,-379737767,-1963317399,1620772105,1028458965,-702766225,1226200683,1159996454,-481455607,933411162,-948223120,-1974467286,-1840565721,5771
-1817061911,1050872072,-1355992152,1324816971,1930332965,578141451,1588637563,1527565933,95491945,-519530152,-941921247,2100657120,-252049738,-860972020,1357190882,1964652366,5772
-355479143,-2004602954,668494958,1531170300,-2069864936,797134703,-1642062737,1121739869,1794340787,-385354464,-1488034242,-741085188,1940003299,-979639727,1384455869,698676539,5773
-1307781398,-1964810728,-421356838,-78594951,-2031459986,-1344638930,-1367644237,-108396177,-272070366,-375996991,-1490292437,1472625501,-843365697,417319411,-1318324160,-1593565692,5774
1379809386,2056621588,942453043,-2092978710,-14902884,1169168286,74912114,-1113369883,-1931935604,1199110087,-1235256767,-2019605999,-1675406842,843234368,-1830623042,685990134,5775
836187818,-940168296,-1550107414,-412508677,-2084231257,1842082468,818522810,-1402382963,-1645568329,935310251,-1457369405,118911019,1075020266,-29552754,567462091,-343413167,5776
-164153676,-1254550446,-789957811,-1652833053,2024516532,902625801,265054276,-862384459,-1923339915,795345527,1981103414,1225589735,1984210383,-150771953,654746823,-1094560039,5777
-1469112252,248696808,-881193904,-447412222,-1900009077,-106158401,2047494067,-74971821,1964731620,123950945,1501269888,-1491676437,1620862899,-1359891159,-664513213,-1359792075,5778
-444375916,-1272033385,-555551876,-1194605714,19667159,1236792319,1449618572,486361300,-2075504380,1745709382,1298017797,872934790,740905331,-2088642354,872719359,461627776,5779
2107698366,960922132,1922053310,-1772144084,-2124515436,1772825989,1358302379,-862062128,-2036446508,-2010945940,1448433784,1331250384,1184350395,196538640,-1241876790,1021711130,5780
-1021240601,-518972012,-1383151875,973873725,-352396830,511308503,-615522441,-119981185,834969327,-155986315,-697382850,-1657181925,1021098575,-1531999344,-602981738,800882508,5781
-333986408,781273233,529786976,-1496820501,824113610,-260877971,794864392,-350433231,1856509907,1282757155,480977907,2019988681,-1894665879,192381999,-1856734406,-647323518,5782
1934076969,-1459623814,2073608417,-1574396075,1966327031,1383863735,-378179714,1292749842,2115323238,1467718638,753674443,644915171,-1381141773,1467292388,-1618069627,1892231671,5783
-915039804,-857862633,98115019,-1222341199,1971606967,33887280,-2047091520,-1230900821,1473983321,124460876,-593152579,-787713826,1468223000,594104098,1843321041,1597841833,5784
1490651497,1821080669,-140532426,-2100083322,223222874,-1228825586,-1428567840,498448313,1601146223,-1834601681,320993438,380366014,-783663010,2052249204,392293601,-295968512,5785
165922798,1171783479,857035370,-833426465,-181801478,-1995959157,1253284100,910868979,1895915554,-1763790417,-1583528733,1241632898,-693338018,331636018,90254562,-1771777201,5786
-1655613393,1838231575,-270425715,879338976,1249882924,481388111,-1045842948,-210847756,-1379450470,-1768420314,-466076983,-1786312334,-1645165180,-1396048571,847995392,-659152805,5787
-298802930,90199907,95344485,1521000110,1127597421,1076711745,955302513,2015904271,1436546710,-934079600,-982859038,-1322702538,983867411,83715714,798659758,-1498867363,5788
-1187764034,1853076519,-174133978,-1659646840,-981218703,-245698904,-339190173,924474984,2006534808,431932293,-470596810,662979689,2112172576,1259623014,-1529918907,-671528437,5789
124276496,-1217254952,-148118925,-416828206,-1579299411,277329452,73703348,416483744,1787117037,-1128817331,1137699227,930921251,-1437533733,1423603195,1153500381,699566835,5790
-427930818,2048561609,-1957201887,990086139,-712761615,-67329674,-995389728,-693527021,391062539,-164206171,1684004179,151948274,-64611346,1070209216,-1152225979,2014572703,5791
1402280881,-1712595227,-973356667,-938668551,61634874,386154895,-524916293,740265779,406637091,890644860,1648100208,1137652049,1310032790,-422651844,-1520378410,-1833040739,5792
-1023817158,696374060,2078298039,-684641445,-399138628,237277780,1864921723,1899507264,1566633079,91211264,-390688332,-425646698,-285083342,-324120707,-844936533,2103691835,5793
1440841277,-1820034381,-1737074480,944203083,668177359,-128958208,636789202,-171611012,2084323627,1153464894,-1060078326,-1472026530,2111308688,286449911,-532393375,1857546964,5794
741044836,444901762,-1512017977,72968477,-551458426,1689749942,-352027540,1544933916,1977353216,-819189938,537691794,1059768938,1933752134,-440873362,-1301233342,900524110,5795
2052827228,1811332080,-801522875,-411812173,-1558888062,1181237975,1560209913,-1094088438,-1119126326,-994712369,-2039062740,1424725899,1600965926,723963404,-1783260481,1791091232,5796
376065634,-449734744,1144842843,794219746,-418233858,1825676022,-783312344,2133256169,1559705171,1030988413,1226499313,-647619685,1241606002,-1133953020,304629454,-929693315,5797
-2066119757,-1791041709,566201812,818969076,686504372,771511738,-566596119,-1304283100,1711578438,177928165,53020062,1068218437,-447763415,-285629965,-1870199063,-660107678,5798
186265340,-1486224100,1069542968,-874163844,296282671,-17477407,881172123,490957603,-300678781,13107270,-1027594620,280803487,-1905844346,-1696026180,701956141,-890079314,5799
1689913155,1911363715,-1832558051,-1810944267,-2100365739,351903557,-1042494292,-299305260,956550357,1324476010,-1319416756,-1850912480,-1124447504,-818658101,2023824081,-1000516126,5800
-1432871470,750601443,1151716250,1889462139,-1615806185,257834697,-726169081,1294215822,150484041,-1109095059,1364448302,587794129,1233798274,-861085552,-1901482759,-1901491382,5801
-1226368289,-355988958,1112901869,-1523245943,1984540016,1242465212,317395438,-163338317,385504756,1189142074,96756761,839819807,-382523982,-369380577,132620130,-1342769969,5802
-15296201,-1422997684,-17435075,1206709396,-296757295,2034176159,-527079718,-967520146,1290560110,-206566545,806934133,1003567754,-631565188,-1303949797,-1864376636,-619224420,5803
1808628993,-1440814010,-257180183,-101250503,-876295382,746208964,1923753246,-40114344,1690262850,-687098638,920499632,1643986926,389636239,-1874485150,-95588693,1717940746,5804
-1831819116,-982059164,1465139959,410669830,-342807817,-1579163382,-1865381625,-571417115,-1855181371,803990193,466548900,891291282,1265095065,-351219541,871222599,1056403098,5805
-679055530,1338768188,-189124253,-1038425359,-1045077488,2068929811,1731292946,-1957832682,290480346,-873242249,-868416531,-614052045,-579069166,-1679006335,1759770655,772393681,5806
486718331,297489940,473752662,-1546874431,-402258313,1760936356,1468377575,-1332488020,-1984938191,-1722664063,1920812288,1235011669,1835992215,-198816920,-522686624,1893731416,5807
674799234,1776310517,-1814204026,-1433832570,-434474565,1505972690,-554455111,1096691670,-1385243239,-984282347,-2124201015,-1110397060,22798212,263832678,149571009,-1293296278,5808
-1797924021,1565401424,1808337866,-43787816,1945263755,71645944,-850906289,87194933,-664395428,-253209962,149857731,719227713,1446735198,-2082818418,791995090,-808660363,5809
1791008707,-1080095400,1874078308,-363700191,241487010,-861198797,-79730312,652706002,-1650149000,789827359,1435368176,301244552,435820400,-928218217,291688922,-1700977065,5810
-1657383360,-535311226,-1013617108,1047933203,933407612,-685569386,-1114545377,-1338373090,1132726784,-1183152806,1468092296,-19857762,-943005113,1411255468,1733843794,-881837148,5811
1203625195,-1826393257,1153849886,-2095045153,960622305,-666216606,-367364012,-1325176165,328689319,1695605937,1990402824,-1955305302,167628555,1691771955,-260297503,777249516,5812
-1382790991,2129249031,812703408,-1933205677,-2064262591,1874704096,-689662136,2067115244,-377541176,1766668940,288017712,-1946483768,1986190925,1659715025,2145594682,-1342868494,5813
2009120229,19544046,1101235522,-358256200,-519369292,2067198671,546148399,1676205942,-160925411,-986465930,855046468,1410361337,300452290,-1780448873,-1079629668,1304968058,5814
559726186,1889954774,-38170365,-969761132,473238430,2003194017,-1351210485,1280163888,-1178099713,-774354692,740235630,-115015236,1842193816,919925193,-817998434,526674746,5815
-754159129,-2011565050,-1646312991,-641232389,2039090676,149857859,-577894833,512676659,-1907275903,-53282063,2010476376,49655572,-441548928,-2002550427,-886961594,757092620,5816
-1834792218,2096416749,-197543353,-1778809396,-538425258,903420914,-1857462273,-980287692,1464232119,901209519,-60152822,-2067922313,-402696361,2105759479,1664595619,686567684,5817
-678351392,1059811944,543026594,1896335488,724521069,-468839275,-2108022100,1384719322,-1186640122,1323436431,540607781,-2030350031,-710626906,-861119540,1009695245,-683067365,5818
-68744971,-1563444723,867204716,1943320936,-1467267567,-793299495,647616377,2046339456,-372268078,-592232013,-760125105,-731258691,2050986946,-232471505,624507497,-624324241,5819
1521639179,-1179043728,537247945,310248079,-1034645623,333575057,293210643,1072307457,-1036052730,34173054,-518384006,-2144243509,177559225,-1570735957,2145552070,-453218292,5820
-585381440,-987646563,-417594740,-535221440,733681339,2116075379,-1541827677,1970302291,1860199821,1691097864,2071854219,-461963036,1535425935,146473448,525988617,-248573890,5821
1375371239,428122102,-250782042,1584119507,1974059781,1105508958,103139487,379621925,579498407,-1787645080,1746739759,1941305888,832710474,953859476,-1557827845,-363036158,5822
-1988707549,1022869970,632680461,1967795063,-406449808,2034249835,994437962,-2477114,-836375686,398822847,-899871524,1769308816,-559831891,333969452,-1137233776,-1283539496,5823
-715544980,-1359021992,-892479951,-792068054,1701218776,900896366,-981970202,-843697435,2005009158,2028250039,608505442,-1372348904,1669655720,-1908702206,1246460997,-926461592,5824
-1580881052,1733989344,43787878,-682383845,2111817848,649496494,1327714865,1893381946,47286,1934224997,203542869,-692560706,1341801244,-1995161933,1395622545,53556185,5825
-315377353,-2063267463,741164436,595469413,1993901008,1815456064,987161628,1093509082,-805198953,-1808925678,1766382774,-1119529346,-1736250321,97128306,142320504,-205297889,5826
2018520924,-164326211,146201237,50707802,-370803057,1698868250,72969415,-619977749,-95784200,432126441,193512447,2135950135,-148464572,-1858714494,167881546,-469366384,5827
1881005770,-1205859684,540808411,623102417,-309379658,380237382,-616769785,933251536,-1223151278,-761435165,-681081570,720402394,-1370381290,1806576376,549575961,47709499,5828
-543053254,-1392279837,-1469952500,842519194,577562241,314747565,-1983773780,-878508079,-1308063476,-602254631,-1836839666,-1020862380,-1593765122,-275602153,342345608,298204428,5829
-565186531,896068495,-1265196353,-509499774,2079666924,348373348,436118389,-849528167,2129820791,1041538108,1172922869,54544420,302555314,-855487046,-230622015,-31708676,5830
-1575488669,-1148798251,-1884580807,416080171,641201213,-799790859,-1755351439,1107910841,-1010786290,1997026166,1093075426,-596180825,1098878925,-1194185450,-62236060,-22051545,5831
-1469562732,-80810055,-466375113,1242478831,-167523596,862729940,-172550226,-502542481,1163230100,1865928060,1189988288,-1738320963,-1688256043,2124527329,1802688116,-2101657116,5832
-105476296,1182013845,2101932853,-881818852,-971741221,-629876577,-1217982841,-261114281,1228671317,-944792888,-1571636960,196728892,-1218229225,-653197141,-582376106,-1979717816,5833
-22359456,406670719,892544809,-521272410,1178846991,689381551,-849970420,450262886,-1821473542,-834914804,-1376250030,575523786,1000346969,853978252,-1437653822,-940641566,5834
-19404605,-1677436793,-1817295312,-1089352407,795979835,779175319,-1963233397,252365255,1978040912,2095165221,-1222376080,1132997674,-1375701277,1094216217,-1950603373,-118007984,5835
1727601516,867657917,-17343023,638140459,-1454354552,-1206675991,-1359711416,584678250,1620352920,-365695549,392208083,-1187765978,-1522824550,-1273182447,1778679195,547876349,5836
-1728901618,225112967,-853508898,1199298170,1993035121,1526860991,868506478,468408982,94645313,1795291239,1405951185,2050389388,461241571,-1748823764,173135142,-153949489,5837
-670793996,93891227,-1854042899,-422868826,233606217,690982800,378424934,-627725857,475018744,-534061630,1350370208,-1171657764,745127089,2137226093,285755735,-1758668191,5838
180860077,-2023143198,-1867259971,9791736,1852855758,1550980578,1503602443,437055332,-508973689,1863533480,752776596,1958071873,1541957925,830341392,-928117192,-851667385,5839
-915418236,-234015945,-1722131817,-192819619,-1997664991,-568206178,1507995166,-1967796513,-1268946218,-1514430465,-716323659,-1609176500,-1321024087,1630822299,2109449107,-743725815,5840
1244373775,1036624381,-1884399691,-1909217185,779030927,-537570622,1428754113,1790454294,-1837037325,-984401812,2065785630,1148652871,1947313211,1053973708,1502856386,-1299224119,5841
-1435021442,-1298540332,-1944471822,1545153531,1653744998,-374563816,1292374246,814306202,-1387527209,597522739,1980504317,129342883,987684467,1558624332,-455818579,-1061757646,5842
-2081798528,1934313652,-372522139,-688555245,1770716679,1229000758,-654821265,399062180,1161949261,540031916,-1832445548,-1427944723,-1125169025,-1153220857,-1371931605,524221371,5843
504884976,-1263413215,376897109,2079173254,-481286498,-46881345,-344242648,2008662547,757977803,-787997215,-359800621,1305752819,-467376209,2104606600,1067508208,-1008365906,5844
1060343529,-779731491,1340750070,954589819,311841176,-1783430792,-808067525,-258294302,1904234204,1288659693,1570076909,1169203131,-493573275,-1404230974,-2119603955,-712805072,5845
-183345133,1493420279,345681279,-872478177,391379015,-22531523,-543292357,692201424,-360617851,203312735,-481203475,-1100776685,1027416966,3423284,-640223237,-1821895414,5846
1465933142,1555656022,996686611,-1268882430,-309504502,-1281960052,-1297774457,217086431,480952072,-429088291,-1965106552,-314581517,-634062595,-1907985727,-1116737061,1249866740,5847
-1272661105,-1355639414,-156857169,1183386963,-2095382099,1859101651,-1284863766,-1227803126,1495064296,-984512431,-1021735129,-1681996142,-1474807085,-699533762,-537317968,1083443948,5848
-1660599153,1934753297,337627178,-1154527606,-447915041,373865797,625028091,-680489845,-617177016,173819049,-766356046,1225524036,-1136152588,657162075,862014542,-1795095710,5849
-1285210198,9707866,238694365,-333717510,-1301212366,-1755767864,1798930953,1481763118,-1668381342,-2119149894,102586097,-1273273764,-424674136,344271742,-33136087,-403707525,5850
1148558002,-240923077,1311290044,-433242911,1295629331,1635414827,-1652705260,1371815984,1286964191,-256740746,-1902734011,-2076114593,903235989,-735772065,-1536240749,211660422,5851
-2091867453,915583748,-662366649,-2075856943,-361047718,108711944,24869755,-2013384859,-1261150649,1705993807,-822876858,-569151317,1247995295,1216839578,-1235526382,647360060,5852
-725242738,-1588294644,1924318030,249643503,-126277060,1664288256,1425327429,1094044829,-1434424843,-1556223455,351978418,-487864665,-966381075,-1386603596,1235485144,329735101,5853
1924158790,2009335404,-193938198,760745380,-309126696,-1960288291,-1889463578,222162641,43462680,-365259830,1429786158,-1542112083,-1686589342,31437232,1815307421,981235462,5854
1814549912,37257988,179346659,-40534698,-974699098,-1100892779,-835152856,2039002343,-1500013110,1773686063,-853170035,1927872347,546940090,-2086407086,-1498481362,406164398,5855
800394947,950315125,-374391210,-164715906,-772881984,-1691792625,810377118,-246896477,1019950260,-1534707059,1168881868,-1349870875,-2011400521,413108437,-833110058,-1703981664,5856
-547680809,1351272906,-77456380,-2128677041,1279350274,-2105559741,615527445,1418942368,-1599454909,-920443546,-59107572,942318598,-1974404708,434350950,752602237,-127094215,5857
-1553485843,-1588905345,1437496300,-1967588870,1395267575,-1575534983,-1986256642,-1552813651,874278486,873815601,1948191730,1796998576,1690494963,1789899950,-980218444,1201461613,5858
-1306873187,-1334192961,-1505572072,-809339353,506456007,1832978902,752817148,2061406320,895258266,-6042397,-570553795,-1074201553,-1180890146,-2033353635,824310680,-1450763102,5859
-151774974,1224726993,-202568398,-526260683,299592119,1881164564,259275351,-1911297352,172488402,1563484679,-640573157,1655229783,1328444479,923501876,-504695921,-638335912,5860
-1493815949,332287091,312726170,745033191,868582914,-936333390,-177717950,1448739637,2087827874,1920564175,-1254433231,-414986597,397616016,-1122633485,1218497481,-583292201,5861
594185799,-678415890,1019827689,-1515569899,297016379,-1023456064,-1165013561,-1059199251,947721036,-938445856,-1227201513,-1712593638,807732463,2035330548,-821379617,-2078201870,5862
-2002438476,585497648,1025120136,1726744061,-299790149,355330082,402515784,1774146836,403729170,1040799603,-689967720,1992522933,-766966830,178606890,-62440431,1426661975,5863
1966009183,1913695611,-1623298042,-769856471,1611933512,221682643,1536718839,1258597507,-355279892,-667829623,621376345,729568218,1836053991,-413521021,1014164349,1290436980,5864
862799668,-1849137784,1611996814,1876599448,402469094,-1432666647,356717750,1881302901,-2007138915,-1280226749,-233244165,-915703433,1473084539,-1701016119,967376134,-1801862680,5865
1104812295,-1106346745,-1833799929,981969389,1776356087,1249206854,1179592344,1074121849,679193038,844749822,-15045223,1717502577,-773449657,-1090598427,1451132460,1352723617,5866
1370746402,-1452084465,450855499,-1210289060,619251114,1997463521,-1971175627,1978932486,1281369064,1559589915,-1657322609,1749886099,137559266,1405619286,-56081087,-1453789046,5867
1289745732,-1763201367,1840405167,-1701944902,-506540378,-1609990353,1968278386,-1625870608,-1700756622,-1527527232,-847342089,952951542,572366416,245608743,576177038,-867010190,5868
234161266,1966734518,-1802428884,-204043826,1237488684,718103719,-1317882581,-282059970,1203800943,-888743463,-1802503148,1540571097,133152343,-1464844557,-2043867670,-1248491901,5869
514583325,-46095210,-158812497,468028183,-97528472,-760575461,232288091,548011476,-1549252607,-1176523914,1179396676,-1823299567,-68223050,-653081360,1813068696,-335110552,5870
-351780674,-1310384612,-744683427,1022277575,2005023473,1267744984,895449796,-1561735497,-1469510498,-1812433955,1141877859,1913794708,385458018,-315472791,-1940393633,-1807032240,5871
-781684727,1911018342,277435027,-624314319,47544455,801750355,-935289561,850665620,-2018416404,-819908372,1892448645,-1929927895,32574209,815964981,275985776,-329740581,5872
-608575919,-1917783521,-1150274165,-53689714,-973848381,111958945,529995632,-436578805,274711987,-1134423056,-93071439,-2144600491,606433366,643568564,1032130131,-412600969,5873
1374147819,83188242,-1720053687,-664797015,806907877,-1086737284,-35615465,-152813030,-1382581926,1033798157,863160107,-424596389,-1335677003,328834156,-1668018998,-388893794,5874
333403522,-1916160353,743487862,495892176,-751542592,-246492296,1724065920,-2091191689,-94700124,-931784235,231236421,-1706156439,-272830570,658287144,926498925,422736453,5875
1589088776,2024388052,-1724945604,903298913,-599160569,634111364,-851271546,1329184892,1926027524,-2089179864,-305139442,300756320,-1158442274,1935310698,-1844809439,-1423856799,5876
-43905293,2010681433,2114524495,-2065100519,1755174006,-1621717880,-696479401,-1941777050,-1663016915,1253830617,-1769148978,-1650447330,409271300,-2074762284,-439197248,-1574529277,5877
1876528006,-1522332619,1985081730,1713683476,-1862906337,464521317,1901376576,675792232,-1693469581,-425167619,-172600278,-1931209191,530308504,-922698014,925351088,-1922318935,5878
1120744300,1771222622,-1600850712,-1101639710,-1167665755,2085491033,-1699118342,-1937555806,-1471433452,-372982804,538828662,-521207065,516852302,1105500848,1292357772,1863725987,5879
-1465025366,-1243536683,850736010,848479870,2080019691,-2123932275,529228165,-2084781085,482181026,-1073850257,1273704679,955557002,-1725286862,526213934,1351762624,-229825190,5880
-2041948039,1752933193,1622394601,-257828235,-1646126403,-1968324242,141670835,-814441546,-1779116976,-323086046,-470860408,1197619382,-1900574107,1952423854,-444467161,808441855,5881
1441096037,-1350388264,-593505277,-1769798179,-1420981066,263210256,-1882970506,-1913354065,3916193,1758481400,-834962820,-1377000322,-1098708749,327589815,1059994975,57288592,5882
976440982,-749474664,-1634601582,73603697,1631558339,903491335,1276234347,-1303495811,2048846280,-4693386,-2021962457,-93310225,-1276150058,202805623,-1291239330,-293062394,5883
1954746298,2120135819,-1588938900,122915544,-1103094532,-82257180,-1202323075,1956230953,-1356041926,183013665,1688279189,1054192395,-1437677143,1730823612,-1033363286,1385097767,5884
2034650825,-725288343,1574293926,306869928,-1078210515,955787645,-6270946,414124709,1886836783,125230424,-794561759,979231950,1002046412,-2105631315,1924089549,1678212253,5885
