U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
137174,2,0,2,34073,34073
137175,5,2,7,224843,224843
137179,0,2,2,86682,86682
137188,0,1,1,59305,59305
137198,1,6,7,251012,251012
137199,9,27,36,171437,171437
137200,15,15,30,100795,100795
137233,5,41,46,123519,123519
137237,61,104,165,150721,150721
137238,102,38,140,150981,150981
137239,84,106,190,150759,150759
137240,97,107,204,150810,150810
137241,102,87,189,158921,158921
137242,99,39,138,150927,150927
137243,87,41,128,150922,150922
137244,79,32,111,150824,150824
137245,50,31,81,151010,151010
137246,88,105,193,150640,150640
137247,84,50,134,150648,150648
137248,58,99,157,150715,150715
137249,85,42,127,151070,151070
137250,50,29,79,150652,150652
137251,52,44,96,158727,158727
137252,80,31,111,151136,151136
137253,84,104,188,150844,150844
137254,54,100,154,151031,151031
137255,55,27,82,158925,158925
137256,74,37,111,151060,151060
137257,67,29,96,151225,151225
137258,67,31,98,151231,151231
137259,64,21,85,150828,150828
137261,47,104,151,150725,150725
137262,72,69,141,151119,151119
137263,54,26,80,150755,150755
137264,86,39,125,150959,150959
137266,25,17,42,150976,150976
137267,102,83,185,158935,158935
137268,84,78,162,150669,150669
137269,83,47,130,150875,150875
137270,69,32,101,150963,150963
137271,103,65,168,158648,158648
137272,57,39,96,151748,151748
137273,76,31,107,151024,151024
137274,94,45,139,150850,150850
137275,51,103,154,150818,150818
137276,70,106,176,158651,158651
137277,54,105,159,158668,158668
137278,78,103,181,151067,151067
137279,56,29,85,151187,151187
137280,63,37,100,151131,151131
137281,48,103,151,151125,151125
137282,84,100,184,150709,150709
137283,82,91,173,151796,151796
137284,53,87,140,151144,151144
137285,60,100,160,151133,151133
137286,100,44,144,151745,151745
137287,60,103,163,151472,151472
137288,85,72,157,151100,151100
137289,47,99,146,151045,151045
137290,50,98,148,151222,151222
137291,63,102,165,150706,150706
137292,80,60,140,151180,151180
137293,100,100,200,151969,151969
137294,95,105,200,151152,151152
137295,57,104,161,151003,151003
137296,49,104,153,150872,150872
137297,63,102,165,150776,150776
137298,54,103,157,150889,150889
137299,53,103,156,150947,150947
137300,67,18,85,158393,158393
137301,89,104,193,150762,150762
137302,46,99,145,150688,150688
137303,52,99,151,151438,151438
137304,49,37,86,150680,150680
137305,55,98,153,151962,151962
137306,67,103,170,150841,150841
137307,55,104,159,150914,150914
137308,58,103,161,151122,151122
137309,24,27,51,150971,150971
137310,53,40,93,151019,151019
137311,59,105,164,150624,150624
137312,45,47,92,151008,151008
137314,47,29,76,150833,150833
137316,55,103,158,150990,150990
137317,73,48,121,150769,150769
137318,56,98,154,158437,158437
137319,68,48,116,151039,151039
137320,55,101,156,151147,151147
137321,89,55,144,151829,151829
137322,49,38,87,150655,150655
137323,46,92,138,150666,150666
137324,30,26,56,151510,151510
137325,29,36,65,151168,151168
137326,61,105,166,150859,150859
137327,82,52,134,150930,150930
137328,96,29,125,150884,150884
137329,3,8,11,138750,138750
137330,45,103,148,158748,158748
137331,51,24,75,150658,150658
137339,0,21,21,140400,140400
137358,5,7,12,133402,133402
137380,0,5,5,173219,173219
137405,2,3,5,132271,132271
137448,0,3,3,144130,144130
137453,2,2,4,147926,147926
137462,0,2,2,188818,188818
137484,2,3,5,188604,188604
137490,2,1,3,59987,59987
137496,2,14,16,159018,159018
137504,0,0,0,222198,222198
137515,0,1,1,150035,150035
137522,0,7,7,229225,229225
137549,1,8,9,144255,144255
137567,0,0,0,253234,253234
137578,0,0,0,188686,188686
137580,3,1,4,186187,186187
137584,1,1,2,70021,70021
137587,9,31,40,185544,185544
137591,0,4,4,223133,223133
137614,2,2,4,243025,243025
137621,0,4,4,213586,213586
137623,2,5,7,237796,237796
137628,0,6,6,243664,243664
137631,0,7,7,227431,227431
137639,1,40,41,145661,145661
137648,1,14,15,236246,236246
137652,3,17,20,13086,13086
137656,2,4,6,148094,148094
137674,3,13,16,149056,149056
137686,1,11,12,136531,136531
137700,1,4,5,177963,177963
137718,1,1,2,205948,205948
137722,10,29,39,99550,99550
137740,1,6,7,193523,193523
137745,0,12,12,130841,130841
137749,1,4,5,236149,236149
137785,3,19,22,136149,136149
137805,1,4,5,244755,244755
137811,1,5,6,165739,165739
137819,1,1,2,233943,233943
137825,1,6,7,103455,103455
137838,2,3,5,133288,133288
137843,0,31,31,149995,149995
137845,0,7,7,230953,230953
137882,7,47,54,223050,223050
137893,0,2,2,205583,205583
137899,0,0,0,221699,221699
137944,0,3,3,239990,239990
137958,10,2,12,188674,188674
137967,5,0,5,26441,26441
137992,8,11,19,213088,213088
138012,1,12,13,134712,134712
138025,0,2,2,193119,193119
138033,1,5,6,235424,235424
138035,1,1,2,221126,221126
138041,1,5,6,74973,74973
138051,0,20,20,211795,211795
138052,4,7,11,226920,226920
138058,0,7,7,143722,143722
138060,17,42,59,125001,125001
138073,3,5,8,248847,248847
138074,2,39,41,231016,231016
138079,1,5,6,199837,199837
138081,1,8,9,195101,195101
138086,0,0,0,208509,208509
138089,2,25,27,56574,56574
138122,0,1,1,225842,225842
138135,0,14,14,148405,148405
138152,0,2,2,152300,152300
138173,7,9,16,56096,56096
138176,26,17,43,214562,214562
138178,11,15,26,248187,248187
138188,1,1,2,232993,232993
138190,1,15,16,257171,257171
138191,4,18,22,144555,144555
138197,0,0,0,220951,220951
138202,4,19,23,142218,142218
138203,1,2,3,239362,239362
138216,0,1,1,76195,76195
138231,0,2,2,196778,196778
138255,6,26,32,151480,151480
138258,4,2,6,180587,180587
138274,0,0,0,238599,238599
138281,3,4,7,193086,193086
138315,1,13,14,217072,217072
138317,1,3,4,221176,221176
138320,2,2,4,100895,100895
138328,6,4,10,142332,142332
138349,3,5,8,207340,207340
138351,4,5,9,228125,228125
138362,8,29,37,200194,200194
138369,4,13,17,105711,105711
138370,3,15,18,209655,209655
138402,4,7,11,193681,193681
138412,6,28,34,218184,218184
138416,5,41,46,198452,198452
138418,0,0,0,188522,188522
138445,4,6,10,241578,241578
138448,0,3,3,223593,223593
138455,6,22,28,201345,201345
138456,4,6,10,238738,238738
138464,5,7,12,186431,186431
138470,4,5,9,134422,134422
138488,1,11,12,212926,212926
138492,0,1,1,223453,223453
138508,2,3,5,222477,222477
138522,6,8,14,129631,129631
138531,2,3,5,226424,226424
138532,7,10,17,162467,162467
138535,2,2,4,137664,137664
138536,0,1,1,172811,172811
138539,0,13,13,232472,232472
138578,1,5,6,151534,151534
138580,2,28,30,122334,122334
138581,6,15,21,256795,256795
138584,8,21,29,230600,230600
138591,8,21,29,64728,64728
138603,11,31,42,244898,244898
138608,2,8,10,243376,243376
138614,6,26,32,137554,137554
138620,16,61,77,147544,147544
138625,8,28,36,234649,234649
138635,14,19,33,258540,258540
138636,5,11,16,224422,224422
138645,2,3,5,149942,149942
138663,15,24,39,57684,57684
138665,4,2,6,61455,61455
138666,8,22,30,58151,58151
138676,3,21,24,242223,242223
138704,10,30,40,186460,186460
138706,0,2,2,220890,220890
138739,3,5,8,77233,77233
138744,3,17,20,148002,148002
138746,5,6,11,128074,128074
138766,27,70,97,78104,78104
138767,2,6,8,156028,156028
138771,6,9,15,154595,154595
138772,4,9,13,197884,197884
138774,0,5,5,192348,192348
138780,19,23,42,243662,243662
138800,1,3,4,147343,147343
138801,0,1,1,57674,57674
138802,0,1,1,156122,156122
138806,6,8,14,241941,241941
138807,5,6,11,141767,141767
138824,1,2,3,146285,146285
138826,0,29,29,232799,232799
138830,0,2,2,79623,79623
138839,0,1,1,227145,227145
138860,0,1,1,161460,161460
138875,0,1,1,165319,165319
138909,1,1,2,224530,224530
138938,0,4,4,128321,128321
138946,1,2,3,201469,201469
138957,15,17,32,219301,219301
138978,0,1,1,211004,211004
139000,1,5,6,220193,220193
139010,1,2,3,149260,149260
139029,3,11,14,168858,168858
139030,9,1,10,162326,162326
139034,0,4,4,133048,133048
139038,3,3,6,237672,237672
139060,3,6,9,129388,129388
139061,0,0,0,129324,129324
139082,2,4,6,215357,215357
139086,0,1,1,241879,241879
139095,0,3,3,220858,220858
139096,3,5,8,152272,152272
139108,1,9,10,190603,190603
139112,1,8,9,58483,58483
139132,6,4,10,195130,195130
139156,1,13,14,192531,192531
139163,5,14,19,225812,225812
139188,0,4,4,172712,172712
139198,1,5,6,77200,77200
139233,0,4,4,119475,119475
139246,2,2,4,147500,147500
139257,1,5,6,231595,231595
139279,1,3,4,251920,251920
139286,3,9,12,234241,234241
139297,0,0,0,246661,246661
139311,0,5,5,236963,236963
139314,1,3,4,174447,174447
139342,2,9,11,103573,103573
139359,1,5,6,56809,56809
139434,2,1,3,210039,210039
139460,0,1,1,214223,214223
139472,2,6,8,143201,143201
139475,5,8,13,147463,147463
139494,0,1,1,231288,231288
139497,1,2,3,156568,156568
139513,1,12,13,188503,188503
139522,0,3,3,226375,226375
139524,7,16,23,171670,171670
139567,3,6,9,177981,177981
139569,0,6,6,174282,174282
139593,3,3,6,25162,25162
139624,0,1,1,197596,197596
139652,0,0,0,141688,141688
139659,1,7,8,179247,179247
139661,1,13,14,135064,135064
139663,2,14,16,163105,163105
139664,0,11,11,141857,141857
139673,4,3,7,179344,179344
139702,0,2,2,241566,241566
139712,3,6,9,194443,194443
139726,8,20,28,73194,73194
139743,0,2,2,148472,148472
139744,1,6,7,168576,168576
139746,2,2,4,229081,229081
139764,0,2,2,214929,214929
139772,2,4,6,235576,235576
139801,1,0,1,160232,160232
139833,0,0,0,179798,179798
139867,0,8,8,227999,227999
139884,10,19,29,118663,118663
139892,0,3,3,178128,178128
139898,5,25,30,120484,120484
139908,5,7,12,251196,251196
139941,1,2,3,166164,166164
139943,0,1,1,251306,251306
139974,0,2,2,97249,97249
139986,0,3,3,135207,135207
140003,3,19,22,198905,198905
140016,1,4,5,139753,139753
140018,3,11,14,145336,145336
140029,3,4,7,150071,150071
140030,5,8,13,150304,150304
140031,1,6,7,158817,158817
140045,0,1,1,211160,211160
140055,0,7,7,223415,223415
140063,0,4,4,248243,248243
140081,0,3,3,156050,156050
140089,3,10,13,60030,60030
140092,2,11,13,215715,215715
140109,1,13,14,69914,69914
140117,4,4,8,100163,100163
140118,0,0,0,177260,177260
140156,1,6,7,111639,111639
140157,6,6,12,66280,66280
140180,4,7,11,153624,153624
140190,0,3,3,216230,216230
140218,4,10,14,148286,148286
140233,3,5,8,213046,213046
140238,0,2,2,207623,207623
140242,0,1,1,232231,232231
140296,3,7,10,221754,221754
140301,1,4,5,51439,51439
140304,1,7,8,216968,216968
140307,0,2,2,131175,131175
140323,0,4,4,132193,132193
140326,1,1,2,212405,212405
140333,0,1,1,153524,153524
140345,0,1,1,143887,143887
140349,0,2,2,171187,171187
140370,1,16,17,137046,137046
140383,6,10,16,168317,168317
140386,1,4,5,237672,237672
140400,0,2,2,189310,189310
140422,2,1,3,63251,63251
140476,0,1,1,232780,232780
140497,0,0,0,245236,245236
140512,0,0,0,199896,199896
140517,2,21,23,129492,129492
140518,3,4,7,161424,161424
140537,2,3,5,199281,199281
140559,7,11,18,243460,243460
140575,0,5,5,144022,144022
140578,1,12,13,247759,247759
140582,0,1,1,238701,238701
140587,0,1,1,195183,195183
140595,1,4,5,107645,107645
140605,0,16,16,206832,206832
140607,9,5,14,225415,225415
140618,1,2,3,258582,258582
140622,0,1,1,133951,133951
140627,0,0,0,158357,158357
140629,3,7,10,236395,236395
140644,3,6,9,154892,154892
140645,0,2,2,210336,210336
140650,1,1,2,84095,84095
140664,3,10,13,233462,233462
140671,2,2,4,222349,222349
140682,3,0,3,255857,255857
140704,1,4,5,226463,226463
140730,0,0,0,214208,214208
140746,8,41,49,146230,146230
140749,0,9,9,240579,240579
140756,1,1,2,162419,162419
140784,3,12,15,149778,149778
140786,0,1,1,233567,233567
140791,4,5,9,217014,217014
140805,0,1,1,252514,252514
140815,2,3,5,60979,60979
140834,1,1,2,220257,220257
140837,1,6,7,170192,170192
140846,0,3,3,197183,197183
140852,0,0,0,251158,251158
140928,1,2,3,198204,198204
140944,0,8,8,246171,246171
140965,10,15,25,223969,223969
140970,0,4,4,57246,57246
140976,1,1,2,160775,160775
141026,0,5,5,235764,235764
141036,0,3,3,192535,192535
141039,0,1,1,72687,72687
141049,12,20,32,170044,170044
141099,1,1,2,155820,155820
141102,0,4,4,231457,231457
141111,2,9,11,128868,128868
141112,1,4,5,172403,172403
141119,0,3,3,237776,237776
141141,0,4,4,256833,256833
141146,1,6,7,134138,134138
141168,8,10,18,149268,149268
141175,1,2,3,122146,122146
141185,0,4,4,148505,148505
141189,2,7,9,146224,146224
141194,0,3,3,193432,193432
141204,1,2,3,69066,69066
141220,1,5,6,249912,249912
141238,3,10,13,155654,155654
141247,0,7,7,139292,139292
141249,1,7,8,256736,256736
141253,1,3,4,86361,86361
141296,0,3,3,194292,194292
141300,0,0,0,117066,117066
141310,0,10,10,212716,212716
141315,2,8,10,234827,234827
141339,1,15,16,242933,242933
141350,1,2,3,145019,145019
141362,1,3,4,234248,234248
141367,0,7,7,71555,71555
141384,5,29,34,239270,239270
141410,0,0,0,249299,249299
141413,2,7,9,217097,217097
141428,0,1,1,239746,239746
141464,1,12,13,194303,194303
141466,6,6,12,182844,182844
141477,24,25,49,223486,223486
141483,3,3,6,109457,109457
141526,0,4,4,165459,165459
141531,0,0,0,232861,232861
141571,8,22,30,233540,233540
141604,27,7,34,98233,98233
141619,12,11,23,111373,111373
141628,9,35,44,98251,98251
141630,0,4,4,248012,248012
141650,1,8,9,239372,239372
141691,2,11,13,144104,144104
141694,2,1,3,128347,128347
141697,0,0,0,216801,216801
141713,0,2,2,212803,212803
141714,3,8,11,258036,258036
141722,1,2,3,56519,56519
141739,1,6,7,143166,143166
141750,1,2,3,169083,169083
141756,0,1,1,74377,74377
141783,0,2,2,254758,254758
141788,1,2,3,222611,222611
141794,4,7,11,249438,249438
141795,2,5,7,240990,240990
141809,0,1,1,160010,160010
141816,0,0,0,215935,215935
141864,1,9,10,134110,134110
141878,2,11,13,222649,222649
141887,1,4,5,243848,243848
141889,7,34,41,149223,149223
141892,3,4,7,238391,238391
141900,2,2,4,223102,223102
141902,0,23,23,149547,149547
141905,0,23,23,154093,154093
141926,0,4,4,234153,234153
141930,2,1,3,70286,70286
141936,0,0,0,177766,177766
141944,0,4,4,227019,227019
141983,1,15,16,156867,156867
141988,1,4,5,254510,254510
141990,1,6,7,253218,253218
141999,1,7,8,242414,242414
142002,1,3,4,75737,75737
142009,4,13,17,204745,204745
142019,0,3,3,253031,253031
142028,0,13,13,117966,117966
142038,2,3,5,180003,180003
142039,1,1,2,175600,175600
142045,0,6,6,220491,220491
142050,0,5,5,126468,126468
142069,1,2,3,69653,69653
142074,0,2,2,206190,206190
142076,1,5,6,223339,223339
142084,0,2,2,251126,251126
142087,2,15,17,164110,164110
142095,1,16,17,190290,190290
142108,3,7,10,253505,253505
142114,1,18,19,118238,118238
142116,1,11,12,137563,137563
142125,0,2,2,55352,55352
142126,5,5,10,225852,225852
142132,1,13,14,230711,230711
142136,0,0,0,95222,95222
142148,8,36,44,122970,122970
142160,7,2,9,247664,247664
142167,0,4,4,253602,253602
142168,1,7,8,149444,149444
142187,1,4,5,133093,133093
142199,1,1,2,248568,248568
142223,0,4,4,138644,138644
142239,0,20,20,228291,228291
142240,4,8,12,248853,248853
142245,3,4,7,118069,118069
142276,6,10,16,221316,221316
142343,3,4,7,190645,190645
142361,0,1,1,134063,134063
142369,1,4,5,194625,194625
142403,3,9,12,237801,237801
142408,2,8,10,71239,71239
142410,1,8,9,185501,185501
142437,1,2,3,157905,157905
142454,0,1,1,53101,53101
142467,0,2,2,162352,162352
142478,0,0,0,162232,162232
142484,5,9,14,184306,184306
142496,1,2,3,121541,121541
142504,0,6,6,231893,231893
142525,1,7,8,252468,252468
142537,1,9,10,161251,161251
142558,0,3,3,139469,139469
142585,24,36,60,241130,241130
142606,1,1,2,157762,157762
142614,0,1,1,176789,176789
142623,0,4,4,55707,55707
142643,2,8,10,243098,243098
142644,0,4,4,55168,55168
142652,2,2,4,240175,240175
142667,2,5,7,221113,221113
142693,3,3,6,212872,212872
142707,0,2,2,148089,148089
142714,1,5,6,224019,224019
142738,1,2,3,207753,207753
142741,0,6,6,155543,155543
142755,4,4,8,213077,213077
142761,0,2,2,228165,228165
142789,3,5,8,231976,231976
142818,11,17,28,106661,106661
142826,13,17,30,67842,67842
142835,5,5,10,68361,68361
142844,7,10,17,121820,121820
142856,5,5,10,115919,115919
142862,7,9,16,67673,67673
142867,2,5,7,139676,139676
142882,1,9,10,229778,229778
142900,2,6,8,117798,117798
142946,5,7,12,231718,231718
142947,4,11,15,117779,117779
142950,18,6,24,243192,243192
142951,11,14,25,233182,233182
142969,24,13,37,233240,233240
142990,3,5,8,132202,132202
142992,2,4,6,41826,41826
143013,5,6,11,199790,199790
143021,16,21,37,216499,216499
143031,2,2,4,232809,232809
143042,0,7,7,216940,216940
143045,1,13,14,214733,214733
143052,6,8,14,165896,165896
143056,2,14,16,140246,140246
143065,0,2,2,207869,207869
143077,0,4,4,198982,198982
143079,0,2,2,234516,234516
143088,2,4,6,192435,192435
143095,0,6,6,236980,236980
143099,0,5,5,118095,118095
143104,8,5,13,248434,248434
143128,2,3,5,156763,156763
143134,0,0,0,218524,218524
143155,6,13,19,229678,229678
143159,0,6,6,135584,135584
143171,0,1,1,218104,218104
143185,8,12,20,229994,229994
143191,1,6,7,114961,114961
143211,14,15,29,67533,67533
143251,0,1,1,252454,252454
143259,0,8,8,236795,236795
143294,0,1,1,149922,149922
143310,8,7,15,134605,134605
143335,0,0,0,225766,225766
143346,0,1,1,236428,236428
143361,1,1,2,240029,240029
143363,0,0,0,236587,236587
143366,3,1,4,179770,179770
143379,10,44,54,133098,133098
143388,22,34,56,211376,211376
143397,0,7,7,169981,169981
143412,1,8,9,63807,63807
143423,5,31,36,243035,243035
143432,6,10,16,246370,246370
143440,1,14,15,250501,250501
143441,4,0,4,135798,135798
143455,0,4,4,135493,135493
143469,3,7,10,205954,205954
143479,0,10,10,244681,244681
143481,0,2,2,144959,144959
143512,0,4,4,189711,189711
143517,5,19,24,76472,76472
143525,2,12,14,141635,141635
143528,6,9,15,77576,77576
143536,10,11,21,159595,159595
143545,14,8,22,120839,120839
143546,13,15,28,68658,68658
143547,16,58,74,141378,141378
143548,1,7,8,114605,114605
143554,12,23,35,85907,85907
143563,10,9,19,158502,158502
143579,2,13,15,55353,55353
143596,2,18,20,218514,218514
143598,0,1,1,226990,226990
143606,2,4,6,216654,216654
143639,0,1,1,136961,136961
143654,1,5,6,55143,55143
143667,16,50,66,258208,258208
143672,1,4,5,213706,213706
143704,2,1,3,80329,80329
143714,3,8,11,224338,224338
143743,0,2,2,201590,201590
143747,2,7,9,180922,180922
143748,2,7,9,224138,224138
143762,0,3,3,198181,198181
143815,7,15,22,232494,232494
143829,0,1,1,249952,249952
143832,1,3,4,252403,252403
143844,11,20,31,127058,127058
143861,2,4,6,246100,246100
143867,12,24,36,191302,191302
143875,0,2,2,243162,243162
143878,1,8,9,250445,250445
143893,9,18,27,216004,216004
143898,5,53,58,150852,150852
143908,1,9,10,200560,200560
143912,3,36,39,15424,15424
143938,1,2,3,172482,172482
143963,0,1,1,134261,134261
143977,8,1,9,41006,41006
143990,8,7,15,243910,243910
144003,13,5,18,163480,163480
144019,0,4,4,151176,151176
144026,4,27,31,151967,151967
144029,0,5,5,243314,243314
144031,0,0,0,250237,250237
144058,8,8,16,224526,224526
144076,0,0,0,241729,241729
144094,1,6,7,226605,226605
144099,8,12,20,127060,127060
144100,3,6,9,163990,163990
144109,13,13,26,238992,238992
144120,0,1,1,115676,115676
144146,0,1,1,155097,155097
144166,2,25,27,148732,148732
144178,2,3,5,228143,228143
144202,1,17,18,209734,209734
144206,4,15,19,233371,233371
144212,2,9,11,216814,216814
144231,0,0,0,218402,218402
144247,7,11,18,56303,56303
144336,5,12,17,180022,180022
144338,36,50,86,37576,37576
144339,1,3,4,66027,66027
144344,10,15,25,155843,155843
144357,0,0,0,142016,142016
144359,0,0,0,151456,151456
144371,0,1,1,196763,196763
144372,0,5,5,221788,221788
144380,2,7,9,152620,152620
144384,2,5,7,136550,136550
144389,2,10,12,192101,192101
144422,0,11,11,88864,88864
144459,2,10,12,149523,149523
144470,1,3,4,226412,226412
144474,1,3,4,152324,152324
144476,1,3,4,162524,162524
144484,3,3,6,140757,140757
144499,1,20,21,30592,30592
144530,1,4,5,151061,151061
144535,1,4,5,148318,148318
144551,4,10,14,235956,235956
144568,2,7,9,72390,72390
144585,0,0,0,132768,132768
144594,0,0,0,232284,232284
144599,0,0,0,255953,255953
144618,5,20,25,241691,241691
144646,1,15,16,58326,58326
144656,0,4,4,193775,193775
144667,3,21,24,143493,143493
144674,2,11,13,217172,217172
144681,2,23,25,233969,233969
144719,0,1,1,142931,142931
144750,0,4,4,168128,168128
144771,5,14,19,185802,185802
144781,2,8,10,189283,189283
144783,2,7,9,204875,204875
144799,0,0,0,219212,219212
144815,7,16,23,57879,57879
144853,6,6,12,240297,240297
144865,0,3,3,161677,161677
144869,0,0,0,167478,167478
144878,2,4,6,240583,240583
144882,0,1,1,241354,241354
144886,0,6,6,203452,203452
144909,8,23,31,201542,201542
144918,7,17,24,170083,170083
144933,5,18,23,217258,217258
144937,1,5,6,220647,220647
144942,0,7,7,134430,134430
144971,1,6,7,139663,139663
144977,0,12,12,66670,66670
144984,1,4,5,239987,239987
144996,0,2,2,23897,23897
144997,0,15,15,152444,152444
145027,1,16,17,205183,205183
145028,4,11,15,189407,189407
145050,0,4,4,252092,252092
145078,1,1,2,257380,257380
145106,3,6,9,212121,212121
145108,2,4,6,60025,60025
145133,8,12,20,165772,165772
145141,1,3,4,180615,180615
145159,4,3,7,140646,140646
145164,0,19,19,251016,251016
145195,0,0,0,238771,238771
145202,0,0,0,144966,144966
145207,8,9,17,133886,133886
145227,5,7,12,238865,238865
145231,0,1,1,164563,164563
145237,1,4,5,150892,150892
145266,1,21,22,239922,239922
145275,8,3,11,192133,192133
145287,4,4,8,52657,52657
145293,0,4,4,192729,192729
145298,0,0,0,138658,138658
145324,1,0,1,250977,250977
145379,0,0,0,223781,223781
145388,0,2,2,200398,200398
145405,8,5,13,106020,106020
145407,1,1,2,169568,169568
145408,5,18,23,38581,38581
145433,5,1,6,232363,232363
145501,4,6,10,74404,74404
145533,2,5,7,197609,197609
145538,1,3,4,148575,148575
145550,3,6,9,62978,62978
145605,3,13,16,244472,244472
145635,1,5,6,243484,243484
145668,0,4,4,243914,243914
145675,1,12,13,126314,126314
145677,1,2,3,196613,196613
145693,1,1,2,145078,145078
145694,1,4,5,240477,240477
145696,1,2,3,104533,104533
145697,2,7,9,153582,153582
145701,7,0,7,243905,243905
145733,0,6,6,159748,159748
145750,0,1,1,197760,197760
145761,2,1,3,180205,180205
145776,0,8,8,180015,180015
145786,1,1,2,210000,210000
145795,0,0,0,212024,212024
145825,1,2,3,244434,244434
145826,1,2,3,248428,248428
145834,1,2,3,256346,256346
145845,1,8,9,140625,140625
145851,16,3,19,183193,183193
145852,3,4,7,157991,157991
145859,1,8,9,138320,138320
145870,2,14,16,250547,250547
145880,1,2,3,252199,252199
145888,5,8,13,41236,41236
145908,0,0,0,134383,134383
145918,1,12,13,57525,57525
145925,0,8,8,192600,192600
145926,13,4,17,159910,159910
145947,0,2,2,238661,238661
145972,3,3,6,181115,181115
146002,1,4,5,247472,247472
146005,0,6,6,86495,86495
146043,0,5,5,192404,192404
146064,1,5,6,116671,116671
146077,3,3,6,184901,184901
146089,3,7,10,238271,238271
146131,2,7,9,242891,242891
146135,1,3,4,205147,205147
146166,2,3,5,155557,155557
146194,2,4,6,245443,245443
146202,1,16,17,227233,227233
146227,1,1,2,203760,203760
146231,0,0,0,178715,178715
146284,6,1,7,72062,72062
146322,4,10,14,237561,237561
146354,0,0,0,230664,230664
146393,1,11,12,146492,146492
146413,2,14,16,172893,172893
146423,1,3,4,239144,239144
146474,0,2,2,204522,204522
146480,7,9,16,131578,131578
146509,7,5,12,232539,232539
146512,0,0,0,213216,213216
146526,2,4,6,126336,126336
146594,7,14,21,149860,149860
146597,8,17,25,130967,130967
146599,1,2,3,164856,164856
146604,2,14,16,155358,155358
146637,4,17,21,247864,247864
146640,2,7,9,195278,195278
146642,13,24,37,29063,29063
146702,0,0,0,248828,248828
146704,0,16,16,58314,58314
146727,2,6,8,164757,164757
146784,4,26,30,208930,208930
146786,3,0,3,255161,255161
146799,1,6,7,104990,104990
146800,4,2,6,163282,163282
146802,1,0,1,138444,138444
146806,3,10,13,230730,230730
146808,3,13,16,130972,130972
146819,0,1,1,141568,141568
146820,1,3,4,141676,141676
146821,6,2,8,244937,244937
146824,0,0,0,188352,188352
146847,0,4,4,9062,9062
146856,0,2,2,193632,193632
146860,0,2,2,250262,250262
146886,1,9,10,244318,244318
146894,2,9,11,201742,201742
146899,1,10,11,232578,232578
146911,2,10,12,213664,213664
146912,13,19,32,224728,224728
146922,3,22,25,191605,191605
146924,4,10,14,200497,200497
146942,5,15,20,241783,241783
146945,1,2,3,154700,154700
146971,4,19,23,218050,218050
146976,17,18,35,229388,229388
146982,0,2,2,205318,205318
146986,4,8,12,191508,191508
146988,4,10,14,208006,208006
146999,8,17,25,240552,240552
147012,0,0,0,109380,109380
147024,2,8,10,235666,235666
147030,0,4,4,207828,207828
147034,7,2,9,225703,225703
147036,1,6,7,57344,57344
147076,0,2,2,250211,250211
147147,0,0,0,193940,193940
147149,7,0,7,245553,245553
147156,3,7,10,133631,133631
147164,2,6,8,243412,243412
147168,4,6,10,234711,234711
147205,1,7,8,229575,229575
147206,1,1,2,179793,179793
147228,3,2,5,38437,38437
147235,2,2,4,144919,144919
147236,3,4,7,162449,162449
147260,2,2,4,142731,142731
147273,3,10,13,232243,232243
147274,1,4,5,220722,220722
147279,4,11,15,172654,172654
147286,2,4,6,134626,134626
147297,1,4,5,141678,141678
147322,0,0,0,71575,71575
147324,1,1,2,82156,82156
147325,1,1,2,71028,71028
147366,1,12,13,132935,132935
147369,1,7,8,245332,245332
147405,1,1,2,223787,223787
147406,0,0,0,116346,116346
147415,1,4,5,245199,245199
147421,3,6,9,56826,56826
147501,0,2,2,221111,221111
147510,9,18,27,8357,8357
147521,3,5,8,176357,176357
147524,3,5,8,156658,156658
147530,2,1,3,216072,216072
147567,1,1,2,223110,223110
147579,1,2,3,237727,237727
147595,1,1,2,193081,193081
147599,4,2,6,158045,158045
147626,0,0,0,247828,247828
147628,1,4,5,252442,252442
147630,0,6,6,250535,250535
147641,1,2,3,246753,246753
147651,0,4,4,178433,178433
147653,5,22,27,160479,160479
147661,3,4,7,177566,177566
147672,3,3,6,154156,154156
147682,2,1,3,230848,230848
147687,0,1,1,139790,139790
147695,0,0,0,177550,177550
147700,2,1,3,217550,217550
147717,0,1,1,35770,35770
147735,3,31,34,194095,194095
147749,0,2,2,153168,153168
147754,1,3,4,110424,110424
147782,1,4,5,207215,207215
147785,0,0,0,189581,189581
147786,1,0,1,133479,133479
147789,5,9,14,142371,142371
147790,6,17,23,217669,217669
147798,0,7,7,235003,235003
147804,15,53,68,120590,120590
147808,3,14,17,61505,61505
147840,1,5,6,193737,193737
147841,2,4,6,187212,187212
147855,2,4,6,225057,225057
147870,9,18,27,241054,241054
147886,0,3,3,248265,248265
147908,2,2,4,150995,150995
147909,3,9,12,119893,119893
147930,1,8,9,241187,241187
147932,4,10,14,158871,158871
147954,2,3,5,165425,165425
147968,0,6,6,241344,241344
147973,1,4,5,137924,137924
147993,20,21,41,57313,57313
147997,8,16,24,70355,70355
148002,1,13,14,170949,170949
148014,1,9,10,130612,130612
148055,10,13,23,186323,186323
148058,3,24,27,190913,190913
148067,0,1,1,135988,135988
148069,0,7,7,193775,193775
